"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-55.000 -18.923 -0.174 -18.936 -0.169 -18.974 -0.173 -18.982 -0.177 10.136 0.476 1.491 0.117 43.223 41.794
-54.600 -18.946 -0.170 -18.960 -0.165 -18.998 -0.169 -19.007 -0.173 10.747 0.278 1.370 0.056 43.251 41.622
-54.200 -18.971 -0.166 -18.984 -0.161 -19.022 -0.165 -19.031 -0.169 10.743 0.278 1.386 0.057 43.261 41.631
-53.800 -18.995 -0.162 -19.009 -0.157 -19.047 -0.161 -19.056 -0.166 10.740 0.278 1.403 0.058 43.271 41.641
-53.400 -19.020 -0.159 -19.033 -0.154 -19.072 -0.158 -19.081 -0.163 10.736 0.278 1.420 0.059 43.280 41.650
-53.000 -19.045 -0.156 -19.058 -0.151 -19.097 -0.155 -19.106 -0.160 10.732 0.277 1.437 0.059 43.290 41.659
-52.600 -19.070 -0.153 -19.084 -0.148 -19.123 -0.152 -19.132 -0.157 10.728 0.277 1.454 0.060 43.300 41.669
-52.200 -19.095 -0.150 -19.109 -0.145 -19.148 -0.150 -19.157 -0.154 10.724 0.277 1.472 0.061 43.310 41.678
-51.800 -19.120 -0.148 -19.134 -0.143 -19.174 -0.147 -19.183 -0.152 10.720 0.277 1.491 0.062 43.320 41.687
-51.400 -19.146 -0.146 -19.160 -0.140 -19.200 -0.145 -19.209 -0.150 10.716 0.277 1.510 0.062 43.331 41.697
-51.000 -19.172 -0.144 -19.186 -0.138 -19.226 -0.143 -19.235 -0.148 10.712 0.277 1.529 0.063 43.341 41.706
-50.600 -19.198 -0.142 -19.212 -0.137 -19.252 -0.142 -19.262 -0.147 10.708 0.276 1.548 0.064 43.351 41.716
-50.200 -19.224 -0.140 -19.238 -0.135 -19.279 -0.140 -19.288 -0.145 10.703 0.276 1.568 0.065 43.362 41.725
-49.800 -19.250 -0.139 -19.265 -0.133 -19.305 -0.139 -19.315 -0.144 10.699 0.276 1.588 0.066 43.372 41.735
-49.400 -19.276 -0.138 -19.291 -0.132 -19.332 -0.137 -19.341 -0.142 10.695 0.275 1.609 0.066 43.382 41.744
-49.000 -19.303 -0.136 -19.318 -0.131 -19.359 -0.136 -19.368 -0.141 10.691 0.275 1.629 0.067 43.393 41.754
-48.600 -19.329 -0.135 -19.344 -0.130 -19.386 -0.135 -19.395 -0.140 10.686 0.275 1.651 0.068 43.404 41.763
