"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-17.400 -20.664 -0.095 -20.657 -0.085 -20.558 -0.077 -20.520 -0.077 -20.293 -0.092 14.663 0.696 1.867 0.105 44.060 42.957
-17.000 -20.702 -0.097 -20.696 -0.087 -20.600 -0.078 -20.563 -0.078 -20.339 -0.091 14.555 0.677 1.919 0.107 44.071 42.957
-16.600 -20.738 -0.099 -20.732 -0.089 -20.639 -0.080 -20.603 -0.079 -20.382 -0.091 14.446 0.654 1.972 0.107 44.081 42.954
-16.200 -20.771 -0.100 -20.766 -0.090 -20.676 -0.081 -20.641 -0.080 -20.423 -0.091 14.340 0.628 2.023 0.107 44.091 42.947
-15.800 -20.803 -0.101 -20.797 -0.091 -20.710 -0.081 -20.676 -0.080 -20.462 -0.091 14.239 0.600 2.073 0.106 44.100 42.936
-15.400 -20.832 -0.102 -20.827 -0.092 -20.742 -0.082 -20.709 -0.081 -20.498 -0.090 14.146 0.571 2.120 0.104 44.108 42.923
-15.000 -20.860 -0.103 -20.854 -0.093 -20.771 -0.083 -20.739 -0.081 -20.532 -0.090 14.062 0.540 2.164 0.101 44.116 42.908
-14.600 -20.885 -0.104 -20.880 -0.094 -20.798 -0.083 -20.766 -0.082 -20.563 -0.090 13.990 0.510 2.206 0.098 44.123 42.891
-14.200 -20.909 -0.104 -20.903 -0.095 -20.823 -0.084 -20.792 -0.082 -20.592 -0.090 13.930 0.482 2.243 0.095 44.130 42.873
-13.800 -20.932 -0.105 -20.925 -0.095 -20.846 -0.084 -20.815 -0.083 -20.618 -0.090 13.883 0.456 2.277 0.092 44.137 42.857
-13.400 -20.953 -0.106 -20.946 -0.096 -20.866 -0.085 -20.836 -0.084 -20.642 -0.091 13.850 0.433 2.306 0.089 44.144 42.841
-13.000 -20.972 -0.107 -20.965 -0.097 -20.885 -0.086 -20.855 -0.084 -20.664 -0.091 13.828 0.413 2.332 0.086 44.151 42.827
-12.600 -20.990 -0.108 -20.983 -0.098 -20.903 -0.087 -20.873 -0.085 -20.683 -0.092 13.816 0.394 2.353 0.083 44.158 42.814
-12.200 -21.007 -0.109 -20.999 -0.099 -20.918 -0.087 -20.888 -0.086 -20.701 -0.092 13.812 0.377 2.372 0.080 44.164 42.801
-11.800 -21.023 -0.109 -21.014 -0.100 -20.933 -0.088 -20.903 -0.087 -20.717 -0.093 13.815 0.360 2.388 0.077 44.170 42.787
-11.400 -21.038 -0.110 -21.028 -0.100 -20.946 -0.089 -20.916 -0.087 -20.732 -0.093 13.822 0.344 2.402 0.074 44.176 42.773
-11.000 -21.051 -0.111 -21.041 -0.101 -20.958 -0.089 -20.928 -0.088 -20.745 -0.094 13.833 0.328 2.413 0.070 44.182 42.758
-10.600 -21.064 -0.111 -21.053 -0.101 -20.968 -0.090 -20.938 -0.088 -20.757 -0.094 13.844 0.312 2.424 0.067 44.187 42.742
-10.200 -21.075 -0.111 -21.063 -0.101 -20.978 -0.090 -20.948 -0.088 -20.768 -0.095 13.857 0.296 2.432 0.064 44.192 42.723
-9.800 -21.086 -0.111 -21.073 -0.101 -20.986 -0.090 -20.956 -0.089 -20.778 -0.095 13.870 0.279 2.440 0.060 44.196 42.702
-9.400 -21.095 -0.110 -21.082 -0.101 -20.994 -0.090 -20.964 -0.089 -20.787 -0.095 13.881 0.262 2.447 0.057 44.200 42.678
-9.000 -21.104 -0.110 -21.090 -0.100 -21.001 -0.090 -20.971 -0.088 -20.796 -0.095 13.892 0.245 2.454 0.053 44.204 42.653
-8.600 -21.112 -0.109 -21.098 -0.099 -21.008 -0.089 -20.977 -0.088 -20.804 -0.095 13.899 0.229 2.461 0.050 44.207 42.625
-8.200 -21.120 -0.108 -21.105 -0.099 -21.014 -0.089 -20.983 -0.087 -20.811 -0.094 13.904 0.212 2.467 0.046 44.210 42.594
-7.800 -21.126 -0.107 -21.111 -0.097 -21.019 -0.088 -20.989 -0.087 -20.818 -0.093 13.903 0.195 2.474 0.043 44.212 42.561
-7.400 -21.132 -0.105 -21.117 -0.096 -21.024 -0.087 -20.994 -0.086 -20.825 -0.092 13.897 0.178 2.483 0.039 44.214 42.524
-7.000 -21.138 -0.104 -21.122 -0.095 -21.029 -0.085 -20.999 -0.084 -20.832 -0.091 13.883 0.162 2.492 0.036 44.216 42.483
-6.600 -21.143 -0.102 -21.127 -0.093 -21.034 -0.084 -21.004 -0.083 -20.839 -0.089 13.862 0.145 2.502 0.032 44.217 42.436
-6.200 -21.148 -0.100 -21.131 -0.091 -21.038 -0.082 -21.009 -0.081 -20.846 -0.087 13.833 0.128 2.515 0.029 44.217 42.382
-5.800 -21.152 -0.098 -21.135 -0.089 -21.043 -0.080 -21.014 -0.079 -20.853 -0.085 13.797 0.111 2.529 0.025 44.218 42.323
-5.400 -21.155 -0.096 -21.139 -0.087 -21.047 -0.078 -21.018 -0.077 -20.861 -0.083 13.754 0.096 2.544 0.022 44.218 42.260
-5.000 -21.159 -0.094 -21.142 -0.085 -21.051 -0.076 -21.023 -0.075 -20.868 -0.080 13.706 0.083 2.560 0.019 44.217 42.198
-4.600 -21.162 -0.092 -21.146 -0.084 -21.056 -0.074 -21.028 -0.073 -20.875 -0.078 13.652 0.073 2.578 0.017 44.216 42.141
-4.200 -21.164 -0.090 -21.148 -0.082 -21.060 -0.072 -21.033 -0.071 -20.882 -0.075 13.595 0.066 2.597 0.016 44.215 42.094
-3.800 -21.166 -0.088 -21.151 -0.080 -21.064 -0.071 -21.037 -0.069 -20.888 -0.072 13.534 0.061 2.616 0.015 44.214 42.060
-3.400 -21.168 -0.086 -21.154 -0.077 -21.069 -0.069 -21.042 -0.068 -20.895 -0.070 13.472 0.058 2.636 0.014 44.213 42.040
-3.000 -21.170 -0.084 -21.156 -0.075 -21.073 -0.067 -21.047 -0.066 -20.901 -0.067 13.410 0.057 2.656 0.014 44.211 42.029
-2.600 -21.171 -0.082 -21.158 -0.073 -21.077 -0.066 -21.051 -0.064 -20.907 -0.065 13.348 0.057 2.676 0.014 44.210 42.024
-2.200 -21.172 -0.079 -21.159 -0.070 -21.080 -0.064 -21.055 -0.063 -20.912 -0.064 13.289 0.057 2.695 0.015 44.208 42.022
-1.800 -21.172 -0.076 -21.160 -0.068 -21.083 -0.063 -21.058 -0.062 -20.917 -0.062 13.232 0.057 2.713 0.015 44.206 42.021
-1.400 -21.173 -0.073 -21.161 -0.065 -21.086 -0.061 -21.061 -0.061 -20.921 -0.061 13.180 0.057 2.730 0.015 44.205 42.019
-1.000 -21.172 -0.071 -21.162 -0.062 -21.088 -0.060 -21.064 -0.059 -20.924 -0.060 13.133 0.057 2.745 0.015 44.203 42.016
-0.600 -21.172 -0.068 -21.162 -0.060 -21.090 -0.059 -21.066 -0.059 -20.927 -0.059 13.091 0.057 2.757 0.016 44.202 42.011
-0.200 -21.171 -0.065 -21.162 -0.057 -21.091 -0.058 -21.067 -0.058 -20.929 -0.059 13.055 0.057 2.768 0.016 44.200 42.005
0.200 -21.169 -0.062 -21.161 -0.054 -21.091 -0.057 -21.067 -0.057 -20.930 -0.059 13.025 0.057 2.776 0.016 44.199 41.999
0.600 -21.168 -0.059 -21.160 -0.051 -21.091 -0.057 -21.067 -0.057 -20.930 -0.059 13.001 0.057 2.782 0.016 44.197 41.995
1.000 -21.165 -0.057 -21.159 -0.049 -21.091 -0.056 -21.067 -0.057 -20.929 -0.059 12.982 0.057 2.786 0.016 44.196 41.992
1.400 -21.163 -0.055 -21.157 -0.047 -21.089 -0.056 -21.065 -0.057 -20.928 -0.059 12.966 0.058 2.788 0.017 44.195 41.991
1.800 -21.160 -0.054 -21.154 -0.046 -21.087 -0.056 -21.063 -0.057 -20.925 -0.060 12.951 0.059 2.789 0.017 44.193 41.992
2.200 -21.156 -0.054 -21.151 -0.046 -21.085 -0.056 -21.061 -0.057 -20.923 -0.060 12.936 0.059 2.790 0.017 44.191 41.995
2.600 -21.152 -0.054 -21.148 -0.046 -21.082 -0.056 -21.058 -0.057 -20.920 -0.061 12.915 0.060 2.792 0.017 44.189 41.997
3.000 -21.147 -0.054 -21.144 -0.046 -21.079 -0.056 -21.055 -0.057 -20.918 -0.061 12.888 0.060 2.795 0.018 44.186 41.997
3.400 -21.142 -0.054 -21.139 -0.047 -21.076 -0.056 -21.052 -0.057 -20.915 -0.061 12.854 0.060 2.799 0.018 44.183 41.990
3.800 -21.136 -0.054 -21.134 -0.047 -21.072 -0.056 -21.048 -0.057 -20.913 -0.061 12.816 0.058 2.805 0.017 44.180 41.975
4.200 -21.129 -0.055 -21.128 -0.048 -21.068 -0.056 -21.045 -0.056 -20.911 -0.061 12.766 0.056 2.814 0.017 44.176 41.952
4.600 -21.122 -0.055 -21.121 -0.048 -21.064 -0.056 -21.041 -0.056 -20.909 -0.062 12.694 0.052 2.829 0.016 44.170 41.920
5.000 -21.114 -0.056 -21.114 -0.049 -21.059 -0.055 -21.037 -0.056 -20.907 -0.062 12.635 0.050 2.840 0.015 44.166 41.897
5.400 -21.105 -0.056 -21.107 -0.050 -21.055 -0.056 -21.033 -0.056 -20.906 -0.062 12.544 0.048 2.860 0.015 44.159 41.870
5.800 -21.096 -0.057 -21.099 -0.051 -21.050 -0.056 -21.028 -0.056 -20.904 -0.062 12.458 0.047 2.879 0.015 44.153 41.858
6.200 -21.086 -0.058 -21.090 -0.053 -21.044 -0.057 -21.024 -0.057 -20.902 -0.063 12.384 0.049 2.894 0.016 44.147 41.869
6.600 -21.075 -0.060 -21.080 -0.054 -21.039 -0.058 -21.019 -0.058 -20.900 -0.063 12.270 0.049 2.922 0.016 44.139 41.863
7.000 -21.064 -0.061 -21.070 -0.056 -21.033 -0.059 -21.014 -0.059 -20.898 -0.064 12.191 0.053 2.938 0.018 44.133 41.889
7.400 -21.052 -0.062 -21.060 -0.057 -21.027 -0.061 -21.008 -0.060 -20.896 -0.065 12.068 0.054 2.969 0.019 44.125 41.888
7.800 -21.039 -0.064 -21.048 -0.059 -21.020 -0.062 -21.002 -0.062 -20.893 -0.066 11.965 0.057 2.993 0.020 44.117 41.903
8.200 -21.026 -0.065 -21.036 -0.061 -21.012 -0.064 -20.996 -0.063 -20.890 -0.067 11.861 0.061 3.018 0.022 44.109 41.919
8.600 -21.012 -0.067 -21.024 -0.062 -21.004 -0.065 -20.989 -0.065 -20.886 -0.068 11.781 0.066 3.034 0.024 44.102 41.949
9.000 -20.997 -0.069 -21.011 -0.064 -20.995 -0.067 -20.981 -0.066 -20.882 -0.068 11.654 0.069 3.067 0.026 44.092 41.954
9.400 -20.982 -0.071 -20.997 -0.066 -20.985 -0.068 -20.972 -0.068 -20.878 -0.069 11.551 0.073 3.091 0.028 44.083 41.972
9.800 -20.966 -0.073 -20.982 -0.068 -20.975 -0.070 -20.963 -0.069 -20.873 -0.069 11.448 0.078 3.115 0.031 44.075 41.991
10.200 -20.949 -0.076 -20.967 -0.071 -20.965 -0.071 -20.953 -0.070 -20.867 -0.070 11.346 0.083 3.139 0.033 44.066 42.010
10.600 -20.932 -0.078 -20.951 -0.073 -20.953 -0.072 -20.943 -0.071 -20.861 -0.070 11.244 0.088 3.162 0.036 44.056 42.028
11.000 -20.914 -0.081 -20.935 -0.075 -20.941 -0.073 -20.932 -0.072 -20.854 -0.070 11.169 0.095 3.175 0.040 44.048 42.053
11.400 -20.895 -0.083 -20.918 -0.077 -20.929 -0.074 -20.921 -0.073 -20.847 -0.070 11.045 0.099 3.207 0.042 44.038 42.061
11.800 -20.876 -0.086 -20.900 -0.080 -20.916 -0.075 -20.909 -0.074 -20.839 -0.071 10.948 0.105 3.229 0.046 44.028 42.076
12.200 -20.857 -0.088 -20.882 -0.082 -20.902 -0.076 -20.896 -0.074 -20.831 -0.071 10.851 0.112 3.249 0.050 44.018 42.091
12.600 -20.836 -0.091 -20.863 -0.084 -20.887 -0.077 -20.882 -0.075 -20.822 -0.071 10.757 0.118 3.269 0.053 44.009 42.106
13.000 -20.815 -0.093 -20.844 -0.086 -20.872 -0.078 -20.868 -0.076 -20.812 -0.072 10.687 0.127 3.278 0.058 43.999 42.126
13.400 -20.794 -0.096 -20.824 -0.088 -20.857 -0.079 -20.854 -0.077 -20.802 -0.072 10.604 0.135 3.292 0.063 43.990 42.142
13.800 -20.772 -0.098 -20.803 -0.090 -20.840 -0.080 -20.839 -0.078 -20.792 -0.073 10.482 0.140 3.325 0.067 43.978 42.145
14.200 -20.749 -0.100 -20.782 -0.091 -20.823 -0.081 -20.823 -0.079 -20.781 -0.074 10.392 0.148 3.342 0.072 43.968 42.155
14.600 -20.726 -0.102 -20.760 -0.093 -20.806 -0.082 -20.806 -0.079 -20.769 -0.075 10.304 0.155 3.359 0.077 43.957 42.164
15.000 -20.702 -0.104 -20.738 -0.095 -20.788 -0.083 -20.789 -0.080 -20.757 -0.076 10.216 0.163 3.375 0.083 43.946 42.171
15.400 -20.677 -0.106 -20.714 -0.096 -20.769 -0.084 -20.772 -0.081 -20.745 -0.077 10.128 0.171 3.391 0.088 43.935 42.176
15.800 -20.652 -0.108 -20.690 -0.098 -20.750 -0.084 -20.754 -0.081 -20.732 -0.078 10.040 0.178 3.406 0.094 43.924 42.181
16.200 -20.625 -0.109 -20.666 -0.099 -20.730 -0.085 -20.735 -0.082 -20.718 -0.079 9.952 0.186 3.421 0.100 43.913 42.183
16.600 -20.598 -0.111 -20.640 -0.101 -20.709 -0.085 -20.715 -0.082 -20.704 -0.080 9.864 0.193 3.436 0.106 43.901 42.185
17.000 -20.570 -0.113 -20.614 -0.102 -20.688 -0.086 -20.695 -0.083 -20.689 -0.080 9.777 0.200 3.451 0.112 43.889 42.184
17.400 -20.541 -0.114 -20.587 -0.103 -20.666 -0.086 -20.674 -0.083 -20.674 -0.081 9.690 0.206 3.465 0.118 43.877 42.183
17.800 -20.512 -0.115 -20.559 -0.104 -20.643 -0.087 -20.652 -0.084 -20.658 -0.082 9.605 0.212 3.478 0.124 43.865 42.179
18.200 -20.482 -0.116 -20.531 -0.105 -20.620 -0.087 -20.631 -0.084 -20.641 -0.082 9.521 0.218 3.490 0.130 43.853 42.173
18.600 -20.452 -0.117 -20.502 -0.105 -20.596 -0.087 -20.608 -0.084 -20.624 -0.083 9.440 0.223 3.500 0.135 43.841 42.165
19.000 -20.421 -0.117 -20.473 -0.106 -20.572 -0.088 -20.585 -0.085 -20.606 -0.084 9.361 0.227 3.509 0.140 43.829 42.156
19.400 -20.389 -0.118 -20.443 -0.106 -20.548 -0.088 -20.562 -0.085 -20.588 -0.085 9.285 0.231 3.517 0.145 43.816 42.144
19.800 -20.358 -0.117 -20.413 -0.105 -20.524 -0.088 -20.539 -0.085 -20.570 -0.086 9.211 0.234 3.524 0.150 43.804 42.131
20.200 -20.326 -0.117 -20.383 -0.105 -20.499 -0.088 -20.515 -0.085 -20.552 -0.087 9.138 0.237 3.530 0.155 43.792 42.117
20.600 -20.293 -0.116 -20.353 -0.104 -20.474 -0.087 -20.491 -0.085 -20.533 -0.088 9.066 0.239 3.536 0.159 43.779 42.101
21.000 -20.261 -0.115 -20.322 -0.103 -20.449 -0.087 -20.468 -0.085 -20.515 -0.089 8.994 0.241 3.542 0.164 43.767 42.085
21.400 -20.228 -0.114 -20.291 -0.102 -20.424 -0.087 -20.444 -0.085 -20.497 -0.090 8.923 0.244 3.549 0.168 43.755 42.069
21.800 -20.195 -0.112 -20.261 -0.100 -20.399 -0.086 -20.420 -0.085 -20.479 -0.091 8.851 0.246 3.557 0.173 43.743 42.052
22.200 -20.163 -0.111 -20.230 -0.098 -20.374 -0.086 -20.397 -0.085 -20.461 -0.093 8.780 0.248 3.566 0.179 43.731 42.035
22.600 -20.130 -0.109 -20.199 -0.097 -20.350 -0.086 -20.374 -0.085 -20.444 -0.094 8.708 0.250 3.576 0.184 43.719 42.019
23.000 -20.097 -0.107 -20.169 -0.095 -20.326 -0.086 -20.351 -0.085 -20.428 -0.095 8.635 0.253 3.589 0.191 43.708 42.004
23.400 -20.065 -0.105 -20.138 -0.094 -20.302 -0.086 -20.329 -0.085 -20.412 -0.096 8.562 0.256 3.603 0.197 43.696 41.990
23.800 -20.033 -0.104 -20.108 -0.092 -20.278 -0.086 -20.307 -0.086 -20.397 -0.097 8.488 0.259 3.619 0.204 43.685 41.976
24.200 -20.001 -0.102 -20.078 -0.091 -20.255 -0.086 -20.286 -0.086 -20.383 -0.098 8.414 0.261 3.638 0.211 43.674 41.964
24.600 -19.970 -0.101 -20.049 -0.090 -20.233 -0.086 -20.265 -0.086 -20.369 -0.099 8.339 0.264 3.659 0.219 43.664 41.954
25.000 -19.939 -0.100 -20.020 -0.089 -20.211 -0.086 -20.245 -0.087 -20.356 -0.099 8.265 0.266 3.682 0.226 43.654 41.945
25.400 -19.909 -0.100 -19.992 -0.089 -20.190 -0.086 -20.225 -0.087 -20.343 -0.099 8.192 0.268 3.706 0.234 43.644 41.938
25.800 -19.880 -0.099 -19.965 -0.088 -20.170 -0.086 -20.207 -0.087 -20.331 -0.100 8.121 0.270 3.731 0.241 43.635 41.933
26.200 -19.852 -0.099 -19.939 -0.088 -20.151 -0.086 -20.189 -0.087 -20.319 -0.100 8.052 0.272 3.756 0.248 43.626 41.929
26.600 -19.826 -0.099 -19.914 -0.089 -20.132 -0.087 -20.171 -0.087 -20.308 -0.100 7.988 0.273 3.780 0.255 43.618 41.927
27.000 -19.801 -0.100 -19.891 -0.089 -20.114 -0.087 -20.155 -0.088 -20.297 -0.100 7.929 0.275 3.803 0.262 43.610 41.927
27.400 -19.777 -0.101 -19.869 -0.090 -20.097 -0.087 -20.139 -0.088 -20.287 -0.099 7.874 0.277 3.824 0.269 43.603 41.927
27.800 -19.756 -0.102 -19.848 -0.091 -20.082 -0.088 -20.125 -0.088 -20.277 -0.099 7.825 0.280 3.842 0.275 43.596 41.928
28.200 -19.735 -0.103 -19.830 -0.092 -20.067 -0.088 -20.111 -0.088 -20.267 -0.100 7.782 0.282 3.857 0.281 43.590 41.929
28.600 -19.716 -0.106 -19.812 -0.094 -20.053 -0.089 -20.097 -0.089 -20.258 -0.100 7.742 0.284 3.870 0.287 43.584 41.929
29.000 -19.699 -0.108 -19.796 -0.096 -20.039 -0.089 -20.085 -0.089 -20.249 -0.101 7.707 0.287 3.880 0.292 43.578 41.930
29.400 -19.683 -0.111 -19.781 -0.098 -20.027 -0.090 -20.073 -0.090 -20.241 -0.102 7.676 0.289 3.889 0.297 43.573 41.930
29.800 -19.667 -0.114 -19.767 -0.100 -20.015 -0.091 -20.062 -0.091 -20.232 -0.103 7.647 0.292 3.896 0.301 43.568 41.931
30.200 -19.653 -0.118 -19.753 -0.103 -20.003 -0.093 -20.051 -0.093 -20.225 -0.105 7.620 0.294 3.902 0.306 43.563 41.931
30.600 -19.639 -0.122 -19.741 -0.107 -19.993 -0.095 -20.041 -0.094 -20.217 -0.106 7.596 0.297 3.908 0.310 43.559 41.932
31.000 -19.627 -0.126 -19.729 -0.111 -19.982 -0.097 -20.031 -0.096 -20.210 -0.108 7.572 0.300 3.913 0.315 43.555 41.933
31.400 -19.614 -0.131 -19.717 -0.115 -19.972 -0.099 -20.021 -0.098 -20.202 -0.111 7.550 0.303 3.918 0.320 43.551 41.933
31.800 -19.603 -0.136 -19.705 -0.120 -19.962 -0.101 -20.012 -0.100 -20.195 -0.113 7.529 0.306 3.922 0.324 43.547 41.934
32.200 -19.591 -0.142 -19.695 -0.125 -19.953 -0.104 -20.003 -0.103 -20.188 -0.116 7.509 0.309 3.926 0.328 43.543 41.935
32.600 -19.580 -0.148 -19.684 -0.130 -19.944 -0.107 -19.994 -0.106 -20.182 -0.119 7.490 0.312 3.930 0.332 43.539 41.936
33.000 -19.569 -0.154 -19.673 -0.136 -19.935 -0.111 -19.985 -0.109 -20.175 -0.122 7.472 0.314 3.933 0.336 43.536 41.937
33.400 -19.559 -0.160 -19.663 -0.141 -19.926 -0.114 -19.977 -0.112 -20.168 -0.126 7.454 0.316 3.936 0.340 43.532 41.938
33.800 -19.548 -0.166 -19.653 -0.147 -19.917 -0.118 -19.968 -0.116 -20.162 -0.129 7.437 0.318 3.938 0.344 43.529 41.939
34.200 -19.538 -0.172 -19.643 -0.153 -19.908 -0.122 -19.960 -0.119 -20.155 -0.132 7.420 0.321 3.940 0.347 43.526 41.939
34.600 -19.528 -0.178 -19.633 -0.159 -19.899 -0.126 -19.951 -0.123 -20.148 -0.135 7.404 0.323 3.942 0.350 43.522 41.941
35.000 -19.518 -0.184 -19.623 -0.165 -19.890 -0.130 -19.943 -0.127 -20.141 -0.138 7.389 0.324 3.943 0.354 43.519 41.942
35.400 -19.508 -0.190 -19.613 -0.171 -19.881 -0.135 -19.934 -0.131 -20.134 -0.141 7.374 0.326 3.944 0.357 43.515 41.943
35.800 -19.498 -0.197 -19.603 -0.177 -19.872 -0.139 -19.925 -0.135 -20.127 -0.144 7.360 0.328 3.943 0.360 43.512 41.944
36.200 -19.487 -0.203 -19.593 -0.182 -19.863 -0.144 -19.916 -0.140 -20.119 -0.147 7.346 0.330 3.942 0.362 43.509 41.946
36.600 -19.477 -0.208 -19.583 -0.188 -19.853 -0.149 -19.907 -0.144 -20.112 -0.150 7.333 0.332 3.940 0.365 43.505 41.947
37.000 -19.467 -0.214 -19.573 -0.194 -19.843 -0.153 -19.897 -0.148 -20.104 -0.153 7.321 0.333 3.938 0.368 43.502 41.948
37.400 -19.456 -0.220 -19.563 -0.199 -19.833 -0.158 -19.887 -0.153 -20.096 -0.155 7.310 0.335 3.933 0.370 43.498 41.949
37.800 -19.446 -0.225 -19.552 -0.205 -19.823 -0.163 -19.878 -0.157 -20.087 -0.158 7.299 0.336 3.928 0.372 43.494 41.950
38.200 -19.435 -0.231 -19.541 -0.210 -19.813 -0.168 -19.868 -0.162 -20.079 -0.161 7.289 0.338 3.921 0.373 43.490 41.950
38.600 -19.424 -0.236 -19.531 -0.215 -19.803 -0.172 -19.857 -0.166 -20.070 -0.164 7.281 0.339 3.913 0.375 43.487 41.950
39.000 -19.413 -0.241 -19.520 -0.220 -19.792 -0.177 -19.847 -0.170 -20.061 -0.167 7.273 0.340 3.903 0.376 43.483 41.950
39.400 -19.402 -0.245 -19.508 -0.225 -19.781 -0.181 -19.836 -0.175 -20.051 -0.170 7.267 0.341 3.892 0.377 43.478 41.949
39.800 -19.390 -0.250 -19.497 -0.230 -19.770 -0.186 -19.825 -0.179 -20.042 -0.174 7.262 0.342 3.878 0.377 43.474 41.948
40.200 -19.379 -0.254 -19.485 -0.234 -19.759 -0.190 -19.814 -0.183 -20.032 -0.178 7.258 0.343 3.863 0.377 43.470 41.947
40.600 -19.367 -0.258 -19.474 -0.238 -19.747 -0.194 -19.803 -0.188 -20.021 -0.181 7.256 0.343 3.845 0.376 43.465 41.945
41.000 -19.355 -0.261 -19.462 -0.242 -19.736 -0.199 -19.791 -0.192 -20.010 -0.185 7.255 0.344 3.826 0.376 43.461 41.942
41.400 -19.343 -0.265 -19.450 -0.245 -19.724 -0.202 -19.779 -0.196 -19.999 -0.189 7.254 0.344 3.806 0.375 43.456 41.940
41.800 -19.331 -0.268 -19.437 -0.248 -19.711 -0.206 -19.767 -0.199 -19.988 -0.193 7.255 0.345 3.785 0.373 43.451 41.937
42.200 -19.318 -0.270 -19.425 -0.251 -19.699 -0.210 -19.755 -0.203 -19.977 -0.197 7.255 0.345 3.763 0.372 43.447 41.934
42.600 -19.306 -0.272 -19.412 -0.254 -19.687 -0.213 -19.743 -0.207 -19.965 -0.201 7.256 0.346 3.741 0.370 43.442 41.931
43.000 -19.293 -0.274 -19.399 -0.256 -19.674 -0.216 -19.730 -0.210 -19.953 -0.204 7.258 0.346 3.718 0.369 43.437 41.928
43.400 -19.280 -0.276 -19.386 -0.258 -19.661 -0.219 -19.717 -0.213 -19.941 -0.208 7.259 0.346 3.695 0.367 43.431 41.924
43.800 -19.267 -0.277 -19.373 -0.259 -19.648 -0.221 -19.704 -0.215 -19.928 -0.211 7.261 0.346 3.671 0.365 43.426 41.920
44.200 -19.253 -0.278 -19.360 -0.260 -19.635 -0.223 -19.691 -0.217 -19.916 -0.214 7.262 0.346 3.647 0.363 43.421 41.916
44.600 -19.240 -0.278 -19.346 -0.261 -19.621 -0.224 -19.678 -0.219 -19.903 -0.216 7.264 0.347 3.624 0.361 43.416 41.912
45.000 -19.226 -0.278 -19.333 -0.261 -19.608 -0.225 -19.664 -0.220 -19.890 -0.218 7.265 0.347 3.600 0.359 43.410 41.908
45.400 -19.212 -0.277 -19.319 -0.260 -19.594 -0.226 -19.651 -0.221 -19.877 -0.219 7.266 0.347 3.576 0.357 43.405 41.903
45.800 -19.198 -0.276 -19.305 -0.260 -19.581 -0.226 -19.637 -0.221 -19.864 -0.220 7.267 0.347 3.552 0.355 43.399 41.898
46.200 -19.184 -0.275 -19.291 -0.258 -19.567 -0.226 -19.624 -0.221 -19.850 -0.221 7.268 0.347 3.529 0.353 43.394 41.893
