"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-38.000 -19.153 -0.186 -19.628 -0.128 -19.783 -0.115 -19.827 -0.133 12.556 0.140 1.572 0.033 43.641 41.589
-37.600 -19.187 -0.181 -19.668 -0.123 -19.823 -0.111 -19.864 -0.127 12.540 0.122 1.603 0.029 43.656 41.545
-37.200 -19.222 -0.176 -19.708 -0.118 -19.863 -0.106 -19.902 -0.122 12.525 0.105 1.636 0.026 43.671 41.493
-36.800 -19.256 -0.171 -19.748 -0.114 -19.902 -0.102 -19.940 -0.118 12.510 0.087 1.669 0.022 43.687 41.429
-36.400 -19.291 -0.166 -19.788 -0.110 -19.942 -0.098 -19.978 -0.113 12.495 0.070 1.703 0.018 43.702 41.349
-36.000 -19.325 -0.162 -19.828 -0.106 -19.982 -0.095 -20.015 -0.109 12.481 0.053 1.737 0.014 43.717 41.244
-35.600 -19.360 -0.158 -19.868 -0.102 -20.022 -0.091 -20.053 -0.105 12.467 0.036 1.772 0.010 43.733 41.093
-35.200 -19.395 -0.154 -19.908 -0.098 -20.062 -0.088 -20.091 -0.101 12.454 0.020 1.807 0.005 43.748 40.844
-34.800 -19.429 -0.150 -19.948 -0.095 -20.101 -0.085 -20.129 -0.098 12.442 0.006 1.843 0.002 43.763 40.376
-34.400 -19.464 -0.146 -19.988 -0.091 -20.141 -0.082 -20.166 -0.095 12.431 0.017 1.879 0.005 43.779 40.800
-34.000 -19.498 -0.142 -20.027 -0.088 -20.180 -0.079 -20.204 -0.091 12.421 0.033 1.915 0.010 43.794 41.115
-33.600 -19.533 -0.139 -20.067 -0.085 -20.219 -0.077 -20.241 -0.089 12.413 0.050 1.952 0.015 43.809 41.312
-33.200 -19.567 -0.136 -20.107 -0.082 -20.258 -0.075 -20.278 -0.086 12.405 0.068 1.988 0.020 43.824 41.456
-32.800 -19.602 -0.132 -20.147 -0.080 -20.296 -0.073 -20.315 -0.084 12.399 0.086 2.025 0.026 43.839 41.573
-32.400 -19.636 -0.129 -20.186 -0.077 -20.335 -0.071 -20.351 -0.081 12.394 0.104 2.062 0.032 43.854 41.672
-32.000 -19.670 -0.126 -20.225 -0.075 -20.373 -0.069 -20.387 -0.079 12.391 0.123 2.099 0.039 43.869 41.758
-31.600 -19.704 -0.123 -20.265 -0.073 -20.410 -0.068 -20.423 -0.078 12.389 0.142 2.136 0.046 43.884 41.835
-31.200 -19.738 -0.121 -20.304 -0.071 -20.447 -0.067 -20.458 -0.076 12.388 0.161 2.173 0.053 43.899 41.906
-30.800 -19.772 -0.118 -20.343 -0.069 -20.484 -0.066 -20.493 -0.075 12.388 0.181 2.210 0.061 43.914 41.970
-30.400 -19.805 -0.115 -20.381 -0.068 -20.521 -0.065 -20.528 -0.073 12.389 0.200 2.247 0.068 43.928 42.030
-30.000 -19.839 -0.113 -20.420 -0.066 -20.557 -0.064 -20.562 -0.072 12.391 0.220 2.284 0.076 43.943 42.086
-29.600 -19.872 -0.110 -20.458 -0.065 -20.593 -0.063 -20.596 -0.071 12.393 0.239 2.321 0.084 43.957 42.138
-29.200 -19.905 -0.108 -20.495 -0.064 -20.628 -0.063 -20.629 -0.071 12.397 0.259 2.357 0.093 43.971 42.187
-28.800 -19.938 -0.106 -20.532 -0.063 -20.663 -0.062 -20.661 -0.070 12.401 0.278 2.394 0.101 43.985 42.232
