"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-13.600 -21.199 -0.030 -21.749 -0.029 -21.647 -0.038 -21.514 -0.043 12.529 1.035 3.689 0.571 44.378 43.233
-13.200 -21.215 -0.029 -21.767 -0.027 -21.666 -0.037 -21.533 -0.042 12.488 1.026 3.743 0.579 44.385 43.234
-12.800 -21.230 -0.028 -21.784 -0.027 -21.684 -0.036 -21.551 -0.041 12.450 1.020 3.793 0.588 44.392 43.236
-12.400 -21.243 -0.027 -21.800 -0.026 -21.701 -0.035 -21.569 -0.041 12.419 1.018 3.839 0.597 44.398 43.242
-12.000 -21.255 -0.027 -21.816 -0.026 -21.717 -0.034 -21.586 -0.041 12.396 1.021 3.879 0.606 44.403 43.250
-11.600 -21.265 -0.028 -21.832 -0.027 -21.732 -0.034 -21.603 -0.041 12.379 1.028 3.913 0.614 44.409 43.261
-11.200 -21.274 -0.030 -21.847 -0.027 -21.747 -0.035 -21.619 -0.041 12.366 1.038 3.944 0.623 44.414 43.274
-10.800 -21.282 -0.031 -21.862 -0.028 -21.760 -0.035 -21.634 -0.042 12.352 1.051 3.973 0.633 44.418 43.288
-10.400 -21.288 -0.033 -21.876 -0.029 -21.773 -0.036 -21.648 -0.042 12.336 1.066 4.003 0.645 44.422 43.302
-10.000 -21.294 -0.034 -21.890 -0.030 -21.785 -0.036 -21.662 -0.043 12.316 1.082 4.034 0.658 44.426 43.315
-9.600 -21.298 -0.036 -21.903 -0.031 -21.796 -0.037 -21.676 -0.044 12.293 1.100 4.067 0.673 44.430 43.329
-9.200 -21.301 -0.038 -21.916 -0.032 -21.807 -0.037 -21.689 -0.044 12.264 1.118 4.102 0.690 44.433 43.342
-8.800 -21.303 -0.039 -21.929 -0.032 -21.817 -0.038 -21.701 -0.044 12.232 1.137 4.139 0.708 44.437 43.354
-8.400 -21.304 -0.040 -21.940 -0.033 -21.826 -0.038 -21.713 -0.045 12.197 1.157 4.177 0.728 44.439 43.367
-8.000 -21.305 -0.041 -21.952 -0.033 -21.835 -0.038 -21.724 -0.045 12.158 1.177 4.217 0.750 44.442 43.378
-7.600 -21.304 -0.042 -21.963 -0.033 -21.843 -0.038 -21.735 -0.045 12.116 1.197 4.258 0.774 44.445 43.389
-7.200 -21.303 -0.042 -21.973 -0.033 -21.851 -0.038 -21.745 -0.045 12.072 1.218 4.301 0.798 44.447 43.399
-6.800 -21.301 -0.043 -21.983 -0.032 -21.858 -0.037 -21.755 -0.044 12.025 1.238 4.345 0.824 44.449 43.409
-6.400 -21.298 -0.043 -21.992 -0.032 -21.865 -0.037 -21.765 -0.044 11.976 1.258 4.391 0.851 44.451 43.419
-6.000 -21.295 -0.043 -22.001 -0.031 -21.872 -0.036 -21.774 -0.043 11.925 1.278 4.438 0.880 44.453 43.427
-5.600 -21.291 -0.042 -22.009 -0.030 -21.878 -0.036 -21.783 -0.043 11.873 1.298 4.486 0.911 44.455 43.436
-5.200 -21.286 -0.041 -22.017 -0.029 -21.884 -0.035 -21.791 -0.042 11.820 1.321 4.535 0.943 44.457 43.445
-4.800 -21.281 -0.041 -22.024 -0.028 -21.889 -0.034 -21.799 -0.041 11.768 1.345 4.586 0.979 44.458 43.453
-4.400 -21.276 -0.040 -22.031 -0.026 -21.894 -0.032 -21.806 -0.040 11.715 1.371 4.637 1.018 44.460 43.462
-4.000 -21.270 -0.039 -22.037 -0.025 -21.899 -0.031 -21.813 -0.039 11.664 1.401 4.690 1.060 44.462 43.471
-3.600 -21.263 -0.037 -22.042 -0.023 -21.904 -0.030 -21.820 -0.038 11.613 1.433 4.743 1.106 44.465 43.480
-3.200 -21.257 -0.036 -22.047 -0.022 -21.908 -0.029 -21.826 -0.037 11.563 1.467 4.798 1.154 44.467 43.489
-2.800 -21.250 -0.035 -22.052 -0.020 -21.913 -0.027 -21.832 -0.036 11.512 1.499 4.854 1.203 44.470 43.496
-2.400 -21.242 -0.034 -22.055 -0.019 -21.917 -0.026 -21.838 -0.035 11.458 1.524 4.911 1.250 44.472 43.502
-2.000 -21.235 -0.034 -22.058 -0.018 -21.920 -0.026 -21.843 -0.035 11.399 1.536 4.969 1.287 44.473 43.505
-1.600 -21.227 -0.033 -22.061 -0.018 -21.924 -0.025 -21.847 -0.035 11.332 1.529 5.027 1.312 44.473 43.505
-1.200 -21.219 -0.033 -22.063 -0.018 -21.928 -0.025 -21.852 -0.035 11.260 1.507 5.085 1.324 44.472 43.502
-0.800 -21.211 -0.033 -22.064 -0.019 -21.931 -0.025 -21.856 -0.036 11.186 1.476 5.143 1.330 44.470 43.499
-0.400 -21.203 -0.033 -22.065 -0.019 -21.934 -0.025 -21.859 -0.036 11.112 1.445 5.200 1.333 44.468 43.495
-0.000 -21.194 -0.033 -22.066 -0.020 -21.938 -0.025 -21.862 -0.037 11.042 1.418 5.257 1.339 44.466 43.491
0.400 -21.185 -0.033 -22.066 -0.020 -21.941 -0.025 -21.865 -0.037 10.976 1.396 5.313 1.348 44.465 43.488
0.800 -21.176 -0.033 -22.066 -0.021 -21.944 -0.025 -21.868 -0.038 10.913 1.381 5.369 1.362 44.465 43.487
1.200 -21.166 -0.034 -22.065 -0.021 -21.947 -0.025 -21.871 -0.039 10.855 1.372 5.425 1.381 44.464 43.487
1.600 -21.156 -0.034 -22.064 -0.021 -21.950 -0.024 -21.873 -0.039 10.800 1.369 5.480 1.404 44.464 43.488
2.000 -21.146 -0.034 -22.064 -0.020 -21.954 -0.024 -21.875 -0.039 10.750 1.371 5.533 1.430 44.464 43.489
2.400 -21.135 -0.034 -22.063 -0.020 -21.957 -0.024 -21.876 -0.040 10.703 1.376 5.583 1.459 44.465 43.492
2.800 -21.124 -0.035 -22.062 -0.020 -21.960 -0.023 -21.878 -0.040 10.659 1.383 5.632 1.487 44.465 43.495
3.200 -21.113 -0.035 -22.061 -0.020 -21.964 -0.023 -21.879 -0.040 10.616 1.388 5.678 1.514 44.465 43.497
3.600 -21.101 -0.035 -22.060 -0.020 -21.968 -0.023 -21.881 -0.039 10.575 1.391 5.720 1.538 44.465 43.501
4.000 -21.089 -0.036 -22.058 -0.020 -21.971 -0.023 -21.882 -0.039 10.537 1.396 5.759 1.561 44.464 43.504
4.400 -21.076 -0.037 -22.057 -0.020 -21.975 -0.024 -21.883 -0.038 10.503 1.403 5.794 1.586 44.464 43.508
4.800 -21.063 -0.037 -22.056 -0.020 -21.978 -0.024 -21.883 -0.038 10.474 1.415 5.825 1.613 44.464 43.513
5.200 -21.049 -0.038 -22.054 -0.019 -21.982 -0.024 -21.884 -0.037 10.451 1.432 5.852 1.644 44.464 43.518
5.600 -21.036 -0.039 -22.052 -0.019 -21.985 -0.024 -21.884 -0.036 10.433 1.454 5.873 1.676 44.464 43.523
6.000 -21.022 -0.039 -22.050 -0.019 -21.988 -0.024 -21.884 -0.036 10.420 1.478 5.891 1.710 44.465 43.528
6.400 -21.007 -0.040 -22.047 -0.018 -21.990 -0.024 -21.885 -0.035 10.408 1.502 5.907 1.743 44.465 43.532
6.800 -20.993 -0.041 -22.044 -0.018 -21.992 -0.024 -21.884 -0.034 10.394 1.520 5.923 1.771 44.465 43.535
7.200 -20.978 -0.042 -22.040 -0.018 -21.993 -0.024 -21.884 -0.034 10.370 1.527 5.944 1.791 44.464 43.537
7.600 -20.963 -0.043 -22.035 -0.018 -21.994 -0.025 -21.884 -0.034 10.330 1.518 5.974 1.799 44.462 43.538
8.000 -20.948 -0.044 -22.030 -0.019 -21.994 -0.026 -21.883 -0.034 10.274 1.492 6.014 1.795 44.458 43.537
8.400 -20.933 -0.045 -22.025 -0.020 -21.993 -0.026 -21.883 -0.035 10.208 1.456 6.060 1.785 44.453 43.534
8.800 -20.917 -0.046 -22.018 -0.022 -21.992 -0.027 -21.882 -0.035 10.138 1.417 6.110 1.772 44.449 43.530
9.200 -20.901 -0.047 -22.012 -0.023 -21.990 -0.028 -21.881 -0.036 10.068 1.378 6.163 1.758 44.444 43.526
9.600 -20.885 -0.048 -22.004 -0.024 -21.988 -0.029 -21.880 -0.036 10.001 1.341 6.215 1.746 44.440 43.522
10.000 -20.869 -0.048 -21.996 -0.026 -21.985 -0.030 -21.879 -0.037 9.937 1.307 6.267 1.737 44.436 43.517
10.400 -20.853 -0.049 -21.988 -0.027 -21.982 -0.030 -21.878 -0.037 9.876 1.278 6.318 1.729 44.432 43.513
10.800 -20.837 -0.050 -21.979 -0.027 -21.978 -0.030 -21.877 -0.038 9.820 1.252 6.367 1.725 44.429 43.508
11.200 -20.820 -0.050 -21.970 -0.028 -21.974 -0.031 -21.876 -0.038 9.767 1.229 6.414 1.722 44.426 43.504
11.600 -20.803 -0.050 -21.960 -0.028 -21.970 -0.030 -21.875 -0.038 9.717 1.209 6.460 1.721 44.423 43.499
12.000 -20.786 -0.050 -21.950 -0.028 -21.965 -0.030 -21.874 -0.037 9.671 1.193 6.504 1.723 44.421 43.495
12.400 -20.769 -0.050 -21.939 -0.028 -21.960 -0.030 -21.873 -0.037 9.627 1.178 6.546 1.725 44.419 43.491
12.800 -20.752 -0.050 -21.929 -0.027 -21.955 -0.029 -21.873 -0.036 9.587 1.165 6.585 1.729 44.417 43.486
13.200 -20.735 -0.049 -21.917 -0.026 -21.949 -0.028 -21.872 -0.035 9.549 1.154 6.623 1.733 44.415 43.482
13.600 -20.718 -0.049 -21.906 -0.025 -21.943 -0.028 -21.872 -0.034 9.512 1.144 6.659 1.738 44.413 43.478
14.000 -20.700 -0.048 -21.894 -0.025 -21.938 -0.027 -21.872 -0.033 9.477 1.134 6.694 1.742 44.411 43.474
14.400 -20.682 -0.047 -21.882 -0.024 -21.932 -0.026 -21.871 -0.032 9.443 1.124 6.729 1.747 44.409 43.471
14.800 -20.665 -0.046 -21.870 -0.023 -21.926 -0.026 -21.872 -0.031 9.411 1.115 6.761 1.752 44.407 43.468
15.200 -20.647 -0.045 -21.857 -0.022 -21.920 -0.025 -21.872 -0.030 9.381 1.107 6.791 1.757 44.406 43.465
15.600 -20.629 -0.045 -21.845 -0.021 -21.914 -0.025 -21.872 -0.029 9.354 1.101 6.818 1.764 44.404 43.463
16.000 -20.611 -0.044 -21.833 -0.020 -21.908 -0.024 -21.871 -0.028 9.329 1.096 6.841 1.771 44.403 43.460
16.400 -20.593 -0.043 -21.821 -0.019 -21.903 -0.024 -21.871 -0.027 9.305 1.091 6.864 1.777 44.401 43.458
16.800 -20.575 -0.043 -21.809 -0.018 -21.897 -0.024 -21.870 -0.026 9.277 1.083 6.890 1.779 44.399 43.455
17.200 -20.557 -0.043 -21.798 -0.018 -21.892 -0.024 -21.869 -0.026 9.240 1.068 6.924 1.775 44.396 43.451
17.600 -20.539 -0.043 -21.787 -0.018 -21.887 -0.024 -21.867 -0.025 9.190 1.044 6.971 1.761 44.393 43.446
18.000 -20.521 -0.044 -21.777 -0.019 -21.882 -0.024 -21.865 -0.026 9.130 1.014 7.029 1.742 44.389 43.439
18.400 -20.503 -0.045 -21.767 -0.021 -21.878 -0.025 -21.863 -0.026 9.068 0.983 7.090 1.719 44.384 43.432
18.800 -20.485 -0.046 -21.757 -0.022 -21.873 -0.025 -21.860 -0.027 9.007 0.953 7.151 1.698 44.380 43.424
19.200 -20.467 -0.047 -21.748 -0.024 -21.869 -0.026 -21.856 -0.027 8.952 0.928 7.207 1.679 44.376 43.416
19.600 -20.450 -0.049 -21.739 -0.026 -21.866 -0.026 -21.852 -0.028 8.903 0.908 7.256 1.665 44.372 43.409
20.000 -20.432 -0.050 -21.730 -0.027 -21.862 -0.027 -21.848 -0.028 8.862 0.893 7.297 1.654 44.369 43.401
20.400 -20.415 -0.052 -21.721 -0.028 -21.859 -0.027 -21.844 -0.028 8.826 0.882 7.330 1.647 44.366 43.394
20.800 -20.397 -0.054 -21.712 -0.030 -21.855 -0.027 -21.839 -0.029 8.795 0.875 7.357 1.643 44.363 43.387
21.200 -20.380 -0.055 -21.703 -0.031 -21.852 -0.027 -21.835 -0.029 8.769 0.871 7.378 1.642 44.360 43.380
21.600 -20.363 -0.057 -21.694 -0.032 -21.850 -0.027 -21.830 -0.029 8.746 0.869 7.394 1.644 44.358 43.375
22.000 -20.346 -0.059 -21.685 -0.032 -21.847 -0.027 -21.825 -0.029 8.726 0.870 7.408 1.649 44.355 43.370
22.400 -20.330 -0.060 -21.675 -0.033 -21.844 -0.027 -21.820 -0.029 8.707 0.871 7.420 1.656 44.353 43.366
22.800 -20.314 -0.062 -21.666 -0.034 -21.842 -0.027 -21.814 -0.029 8.688 0.873 7.433 1.664 44.351 43.363
23.200 -20.298 -0.063 -21.656 -0.034 -21.840 -0.027 -21.809 -0.029 8.670 0.875 7.445 1.674 44.349 43.362
23.600 -20.283 -0.065 -21.645 -0.035 -21.837 -0.028 -21.804 -0.030 8.653 0.877 7.456 1.684 44.346 43.361
24.000 -20.267 -0.066 -21.635 -0.035 -21.835 -0.028 -21.799 -0.030 8.637 0.879 7.464 1.693 44.344 43.360
24.400 -20.252 -0.067 -21.624 -0.035 -21.833 -0.028 -21.794 -0.030 8.624 0.881 7.468 1.702 44.342 43.359
24.800 -20.238 -0.068 -21.613 -0.035 -21.831 -0.028 -21.789 -0.030 8.614 0.885 7.468 1.709 44.340 43.357
25.200 -20.223 -0.069 -21.602 -0.035 -21.828 -0.028 -21.784 -0.029 8.607 0.888 7.463 1.714 44.338 43.354
25.600 -20.209 -0.070 -21.591 -0.034 -21.826 -0.028 -21.780 -0.029 8.603 0.892 7.452 1.717 44.336 43.350
26.000 -20.196 -0.071 -21.580 -0.034 -21.823 -0.027 -21.776 -0.028 8.603 0.896 7.436 1.717 44.334 43.345
26.400 -20.182 -0.071 -21.569 -0.033 -21.820 -0.027 -21.772 -0.028 8.605 0.900 7.415 1.714 44.332 43.339
26.800 -20.169 -0.072 -21.558 -0.032 -21.816 -0.026 -21.768 -0.027 8.610 0.904 7.391 1.709 44.330 43.331
27.200 -20.157 -0.072 -21.547 -0.031 -21.813 -0.025 -21.765 -0.026 8.617 0.906 7.365 1.700 44.329 43.323
27.600 -20.144 -0.072 -21.537 -0.030 -21.809 -0.025 -21.763 -0.025 8.622 0.906 7.341 1.689 44.327 43.314
28.000 -20.132 -0.072 -21.526 -0.029 -21.804 -0.024 -21.760 -0.024 8.626 0.904 7.322 1.676 44.325 43.305
28.400 -20.120 -0.072 -21.516 -0.028 -21.799 -0.023 -21.759 -0.024 8.623 0.898 7.314 1.662 44.324 43.297
28.800 -20.109 -0.072 -21.506 -0.028 -21.794 -0.023 -21.758 -0.023 8.614 0.888 7.319 1.648 44.323 43.290
29.200 -20.098 -0.072 -21.496 -0.027 -21.788 -0.023 -21.757 -0.023 8.600 0.875 7.333 1.634 44.321 43.284
29.600 -20.088 -0.072 -21.487 -0.026 -21.782 -0.023 -21.757 -0.023 8.583 0.860 7.353 1.619 44.320 43.279
30.000 -20.077 -0.072 -21.477 -0.025 -21.775 -0.022 -21.757 -0.023 8.566 0.844 7.376 1.602 44.320 43.273
30.400 -20.067 -0.072 -21.468 -0.025 -21.768 -0.022 -21.757 -0.022 8.548 0.828 7.399 1.585 44.319 43.267
30.800 -20.058 -0.072 -21.459 -0.024 -21.761 -0.022 -21.757 -0.022 8.531 0.811 7.421 1.566 44.318 43.261
31.200 -20.049 -0.072 -21.450 -0.024 -21.754 -0.022 -21.758 -0.022 8.513 0.794 7.446 1.547 44.317 43.255
31.600 -20.040 -0.072 -21.442 -0.023 -21.748 -0.022 -21.758 -0.022 8.492 0.776 7.474 1.529 44.316 43.249
32.000 -20.032 -0.072 -21.433 -0.023 -21.741 -0.022 -21.759 -0.022 8.467 0.759 7.512 1.513 44.315 43.244
32.400 -20.024 -0.072 -21.424 -0.023 -21.734 -0.023 -21.759 -0.023 8.436 0.741 7.560 1.499 44.314 43.241
32.800 -20.016 -0.073 -21.416 -0.024 -21.727 -0.023 -21.759 -0.024 8.401 0.722 7.616 1.488 44.314 43.239
33.200 -20.009 -0.074 -21.408 -0.024 -21.721 -0.024 -21.759 -0.024 8.364 0.704 7.676 1.478 44.313 43.237
33.600 -20.002 -0.075 -21.399 -0.025 -21.714 -0.025 -21.759 -0.025 8.327 0.686 7.738 1.468 44.312 43.236
34.000 -19.995 -0.077 -21.391 -0.026 -21.708 -0.026 -21.759 -0.027 8.288 0.669 7.803 1.457 44.311 43.235
34.400 -19.988 -0.078 -21.382 -0.027 -21.702 -0.027 -21.759 -0.028 8.249 0.651 7.872 1.447 44.310 43.234
34.800 -19.982 -0.081 -21.374 -0.029 -21.696 -0.029 -21.758 -0.030 8.207 0.633 7.946 1.437 44.310 43.234
35.200 -19.976 -0.083 -21.365 -0.031 -21.690 -0.030 -21.758 -0.032 8.162 0.614 8.026 1.427 44.309 43.234
35.600 -19.970 -0.087 -21.356 -0.033 -21.684 -0.033 -21.757 -0.035 8.115 0.594 8.113 1.417 44.308 43.236
36.000 -19.964 -0.090 -21.347 -0.036 -21.678 -0.036 -21.756 -0.038 8.067 0.574 8.205 1.404 44.308 43.237
36.400 -19.959 -0.094 -21.338 -0.040 -21.673 -0.039 -21.756 -0.042 8.019 0.553 8.296 1.389 44.307 43.238
36.800 -19.953 -0.099 -21.329 -0.044 -21.667 -0.043 -21.754 -0.047 7.975 0.532 8.383 1.370 44.306 43.238
