"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
46.600 -19.396 -0.140 -19.451 -0.124 -19.547 -0.112 -19.628 -0.115 -19.672 -0.122 8.127 0.309 2.800 0.197 43.387 41.671
47.000 -19.361 -0.140 -19.416 -0.123 -19.510 -0.110 -19.591 -0.114 -19.634 -0.120 8.142 0.313 2.744 0.195 43.373 41.665
47.400 -19.328 -0.140 -19.382 -0.122 -19.475 -0.108 -19.555 -0.112 -19.598 -0.119 8.157 0.317 2.691 0.193 43.359 41.659
47.800 -19.296 -0.139 -19.349 -0.121 -19.441 -0.106 -19.521 -0.109 -19.564 -0.117 8.171 0.321 2.640 0.191 43.345 41.654
48.200 -19.266 -0.138 -19.317 -0.119 -19.408 -0.103 -19.487 -0.107 -19.530 -0.114 8.186 0.326 2.593 0.189 43.332 41.650
48.600 -19.237 -0.137 -19.287 -0.117 -19.377 -0.100 -19.456 -0.104 -19.498 -0.112 8.200 0.330 2.547 0.187 43.320 41.647
49.000 -19.209 -0.136 -19.258 -0.115 -19.347 -0.096 -19.425 -0.101 -19.468 -0.109 8.214 0.335 2.505 0.186 43.309 41.644
49.400 -19.183 -0.134 -19.231 -0.112 -19.319 -0.093 -19.397 -0.098 -19.439 -0.107 8.228 0.341 2.465 0.185 43.298 41.643
49.800 -19.159 -0.132 -19.206 -0.109 -19.292 -0.089 -19.370 -0.094 -19.412 -0.104 8.243 0.346 2.427 0.185 43.287 41.642
50.200 -19.136 -0.131 -19.183 -0.107 -19.267 -0.086 -19.344 -0.091 -19.387 -0.102 8.258 0.352 2.391 0.184 43.278 41.642
50.600 -19.116 -0.129 -19.161 -0.104 -19.244 -0.082 -19.321 -0.088 -19.364 -0.099 8.273 0.358 2.358 0.184 43.269 41.643
51.000 -19.097 -0.127 -19.141 -0.102 -19.223 -0.079 -19.299 -0.086 -19.342 -0.097 8.289 0.365 2.327 0.184 43.260 41.644
51.400 -19.080 -0.126 -19.123 -0.100 -19.204 -0.076 -19.280 -0.084 -19.322 -0.096 8.306 0.371 2.298 0.184 43.253 41.646
51.800 -19.065 -0.125 -19.107 -0.098 -19.187 -0.074 -19.262 -0.082 -19.304 -0.095 8.324 0.376 2.270 0.183 43.246 41.647
52.200 -19.052 -0.124 -19.094 -0.096 -19.172 -0.072 -19.247 -0.081 -19.289 -0.094 8.344 0.380 2.245 0.183 43.241 41.648
52.600 -19.041 -0.123 -19.082 -0.096 -19.159 -0.071 -19.233 -0.081 -19.275 -0.094 8.364 0.382 2.223 0.181 43.236 41.647
53.000 -19.031 -0.123 -19.072 -0.095 -19.149 -0.071 -19.223 -0.082 -19.264 -0.095 8.383 0.380 2.203 0.178 43.232 41.643
53.400 -19.024 -0.122 -19.065 -0.095 -19.141 -0.072 -19.214 -0.083 -19.255 -0.096 8.401 0.376 2.187 0.174 43.230 41.638
53.800 -19.019 -0.122 -19.060 -0.096 -19.136 -0.074 -19.207 -0.084 -19.248 -0.097 8.419 0.371 2.173 0.170 43.228 41.630
54.200 -19.015 -0.122 -19.056 -0.096 -19.132 -0.076 -19.203 -0.086 -19.242 -0.099 8.435 0.364 2.161 0.166 43.227 41.623
54.600 -19.013 -0.122 -19.054 -0.097 -19.130 -0.078 -19.200 -0.088 -19.239 -0.101 8.451 0.357 2.152 0.162 43.226 41.615
55.000 -19.013 -0.122 -19.054 -0.098 -19.130 -0.080 -19.199 -0.090 -19.237 -0.102 8.466 0.351 2.145 0.158 43.227 41.608
55.400 -19.014 -0.122 -19.056 -0.099 -19.132 -0.081 -19.200 -0.092 -19.237 -0.104 8.480 0.344 2.140 0.154 43.227 41.601
55.800 -19.016 -0.122 -19.059 -0.099 -19.134 -0.083 -19.201 -0.093 -19.238 -0.105 8.494 0.338 2.136 0.151 43.229 41.594
56.200 -19.019 -0.122 -19.063 -0.099 -19.138 -0.084 -19.204 -0.095 -19.240 -0.107 8.507 0.332 2.134 0.148 43.230 41.589
56.600 -19.024 -0.121 -19.068 -0.099 -19.143 -0.084 -19.208 -0.096 -19.244 -0.108 8.521 0.326 2.132 0.145 43.232 41.584
57.000 -19.030 -0.120 -19.073 -0.098 -19.149 -0.085 -19.213 -0.096 -19.248 -0.108 8.534 0.321 2.132 0.142 43.235 41.579
57.400 -19.036 -0.119 -19.080 -0.098 -19.155 -0.085 -19.219 -0.097 -19.253 -0.109 8.549 0.316 2.131 0.140 43.238 41.575
57.800 -19.043 -0.118 -19.087 -0.096 -19.162 -0.084 -19.225 -0.097 -19.258 -0.109 8.564 0.312 2.131 0.138 43.241 41.572
58.200 -19.050 -0.117 -19.095 -0.095 -19.170 -0.083 -19.231 -0.097 -19.264 -0.110 8.581 0.307 2.130 0.135 43.244 41.569
58.600 -19.058 -0.115 -19.103 -0.093 -19.177 -0.083 -19.238 -0.097 -19.270 -0.110 8.598 0.304 2.129 0.133 43.247 41.567
59.000 -19.066 -0.114 -19.111 -0.092 -19.185 -0.082 -19.245 -0.097 -19.276 -0.110 8.616 0.300 2.129 0.131 43.250 41.565
59.400 -19.074 -0.113 -19.120 -0.091 -19.193 -0.081 -19.252 -0.097 -19.282 -0.111 8.635 0.297 2.128 0.130 43.254 41.564
59.800 -19.083 -0.112 -19.128 -0.090 -19.201 -0.081 -19.259 -0.097 -19.289 -0.112 8.653 0.294 2.127 0.128 43.257 41.563
60.200 -19.091 -0.112 -19.137 -0.090 -19.209 -0.081 -19.266 -0.099 -19.295 -0.114 8.672 0.291 2.127 0.126 43.261 41.563
60.600 -19.100 -0.112 -19.145 -0.090 -19.216 -0.083 -19.273 -0.101 -19.302 -0.116 8.690 0.288 2.127 0.125 43.264 41.563
61.000 -19.108 -0.114 -19.153 -0.092 -19.224 -0.085 -19.280 -0.104 -19.308 -0.119 8.707 0.285 2.127 0.123 43.268 41.563
61.400 -19.116 -0.117 -19.161 -0.096 -19.231 -0.090 -19.286 -0.108 -19.314 -0.124 8.724 0.283 2.127 0.122 43.271 41.563
61.800 -19.124 -0.122 -19.169 -0.101 -19.239 -0.095 -19.293 -0.114 -19.320 -0.129 8.740 0.280 2.127 0.120 43.275 41.564
62.200 -19.131 -0.127 -19.176 -0.107 -19.246 -0.102 -19.299 -0.121 -19.326 -0.136 8.755 0.277 2.128 0.118 43.278 41.565
62.600 -19.139 -0.134 -19.184 -0.115 -19.252 -0.111 -19.305 -0.129 -19.332 -0.143 8.770 0.274 2.129 0.117 43.281 41.567
