"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-29.000 -19.791 -0.108 -19.765 -0.098 -19.695 -0.097 -19.680 -0.102 11.541 0.242 1.757 0.050 43.591 42.044
-28.600 -19.806 -0.105 -19.780 -0.095 -19.710 -0.094 -19.694 -0.099 11.557 0.243 1.765 0.050 43.598 42.051
-28.200 -19.821 -0.101 -19.795 -0.091 -19.724 -0.091 -19.709 -0.096 11.574 0.243 1.774 0.050 43.605 42.058
-27.800 -19.837 -0.099 -19.810 -0.089 -19.739 -0.089 -19.723 -0.094 11.591 0.243 1.783 0.050 43.612 42.065
-27.400 -19.853 -0.096 -19.826 -0.086 -19.754 -0.087 -19.738 -0.092 11.609 0.243 1.791 0.050 43.618 42.072
-27.000 -19.868 -0.093 -19.841 -0.084 -19.768 -0.085 -19.752 -0.091 11.628 0.243 1.800 0.051 43.625 42.079
-26.600 -19.884 -0.091 -19.857 -0.082 -19.783 -0.083 -19.767 -0.089 11.647 0.244 1.809 0.051 43.632 42.086
-26.200 -19.900 -0.089 -19.872 -0.080 -19.798 -0.082 -19.782 -0.088 11.667 0.244 1.817 0.051 43.639 42.093
-25.800 -19.916 -0.087 -19.888 -0.078 -19.813 -0.081 -19.796 -0.087 11.688 0.244 1.826 0.051 43.647 42.100
-25.400 -19.932 -0.085 -19.904 -0.077 -19.828 -0.080 -19.811 -0.086 11.708 0.244 1.834 0.051 43.654 42.107
-25.000 -19.948 -0.083 -19.920 -0.075 -19.843 -0.079 -19.826 -0.085 11.730 0.244 1.843 0.051 43.661 42.114
-24.600 -19.964 -0.082 -19.936 -0.074 -19.858 -0.078 -19.841 -0.084 11.752 0.245 1.852 0.052 43.668 42.121
-24.200 -19.981 -0.080 -19.952 -0.072 -19.873 -0.078 -19.856 -0.084 11.774 0.245 1.860 0.052 43.676 42.128
-23.800 -19.997 -0.078 -19.968 -0.071 -19.889 -0.077 -19.871 -0.083 11.797 0.245 1.869 0.052 43.683 42.136
-23.400 -20.014 -0.077 -19.984 -0.069 -19.904 -0.076 -19.886 -0.082 11.821 0.245 1.878 0.052 43.691 42.143
-23.000 -20.030 -0.075 -20.000 -0.068 -19.919 -0.075 -19.901 -0.081 11.845 0.245 1.886 0.052 43.698 42.150
-22.600 -20.047 -0.074 -20.016 -0.067 -19.935 -0.074 -19.916 -0.080 11.869 0.246 1.895 0.052 43.706 42.158
-22.200 -20.063 -0.072 -20.033 -0.065 -19.950 -0.073 -19.931 -0.079 11.895 0.246 1.903 0.052 43.713 42.165
-21.800 -20.080 -0.070 -20.049 -0.064 -19.965 -0.072 -19.946 -0.078 11.922 0.245 1.912 0.053 43.721 42.172
-21.400 -20.097 -0.069 -20.066 -0.062 -19.981 -0.071 -19.962 -0.077 11.950 0.245 1.920 0.052 43.729 42.178
-21.000 -20.113 -0.067 -20.082 -0.061 -19.996 -0.070 -19.977 -0.076 11.978 0.244 1.928 0.052 43.737 42.184
-20.600 -20.130 -0.065 -20.098 -0.059 -20.012 -0.068 -19.992 -0.074 12.008 0.243 1.936 0.052 43.744 42.190
-20.200 -20.147 -0.063 -20.115 -0.057 -20.027 -0.067 -20.007 -0.073 12.039 0.242 1.943 0.052 43.752 42.196
-19.800 -20.164 -0.061 -20.131 -0.056 -20.042 -0.065 -20.022 -0.072 12.071 0.241 1.951 0.052 43.760 42.202
-19.400 -20.180 -0.059 -20.148 -0.054 -20.057 -0.064 -20.036 -0.070 12.103 0.240 1.958 0.051 43.768 42.208
-19.000 -20.197 -0.057 -20.164 -0.052 -20.072 -0.062 -20.051 -0.068 12.135 0.239 1.965 0.051 43.776 42.214
-18.600 -20.213 -0.055 -20.180 -0.050 -20.087 -0.060 -20.065 -0.066 12.168 0.239 1.972 0.051 43.784 42.220
-18.200 -20.229 -0.053 -20.196 -0.047 -20.101 -0.058 -20.080 -0.065 12.202 0.239 1.979 0.051 43.792 42.227
-17.800 -20.245 -0.051 -20.211 -0.045 -20.116 -0.056 -20.094 -0.063 12.236 0.239 1.986 0.051 43.799 42.235
-17.400 -20.261 -0.048 -20.226 -0.043 -20.130 -0.054 -20.108 -0.061 12.270 0.240 1.992 0.051 43.807 42.243
-17.000 -20.276 -0.046 -20.241 -0.040 -20.144 -0.053 -20.121 -0.059 12.305 0.242 1.998 0.052 43.814 42.253
-16.600 -20.291 -0.043 -20.256 -0.038 -20.157 -0.051 -20.134 -0.057 12.340 0.244 2.004 0.052 43.822 42.263
-16.200 -20.306 -0.041 -20.271 -0.036 -20.171 -0.049 -20.147 -0.056 12.377 0.247 2.009 0.053 43.829 42.274
-15.800 -20.321 -0.039 -20.285 -0.033 -20.184 -0.047 -20.160 -0.054 12.414 0.251 2.013 0.054 43.836 42.287
-15.400 -20.335 -0.037 -20.298 -0.031 -20.196 -0.046 -20.172 -0.053 12.453 0.255 2.018 0.054 43.844 42.300
-15.000 -20.349 -0.035 -20.312 -0.030 -20.208 -0.045 -20.184 -0.052 12.492 0.259 2.021 0.055 43.851 42.312
-14.600 -20.362 -0.034 -20.325 -0.029 -20.220 -0.044 -20.195 -0.051 12.534 0.262 2.024 0.056 43.858 42.323
-14.200 -20.375 -0.033 -20.337 -0.028 -20.231 -0.044 -20.206 -0.051 12.576 0.262 2.027 0.055 43.864 42.329
-13.800 -20.388 -0.033 -20.349 -0.028 -20.242 -0.044 -20.216 -0.051 12.618 0.258 2.029 0.054 43.871 42.329
-13.400 -20.400 -0.033 -20.361 -0.028 -20.252 -0.044 -20.226 -0.051 12.660 0.251 2.031 0.053 43.878 42.325
-13.000 -20.411 -0.033 -20.372 -0.030 -20.262 -0.045 -20.236 -0.052 12.701 0.243 2.032 0.051 43.884 42.318
-12.600 -20.422 -0.035 -20.383 -0.031 -20.271 -0.046 -20.245 -0.053 12.739 0.235 2.034 0.049 43.890 42.310
-12.200 -20.432 -0.036 -20.393 -0.033 -20.280 -0.047 -20.253 -0.054 12.775 0.226 2.036 0.047 43.896 42.301
-11.800 -20.442 -0.038 -20.403 -0.035 -20.288 -0.048 -20.261 -0.054 12.808 0.218 2.038 0.045 43.901 42.293
-11.400 -20.451 -0.039 -20.412 -0.036 -20.296 -0.050 -20.268 -0.055 12.840 0.210 2.040 0.043 43.906 42.285
-11.000 -20.460 -0.041 -20.420 -0.038 -20.303 -0.051 -20.275 -0.056 12.870 0.204 2.041 0.041 43.911 42.278
-10.600 -20.468 -0.043 -20.428 -0.040 -20.310 -0.052 -20.282 -0.057 12.900 0.199 2.042 0.040 43.915 42.273
-10.200 -20.476 -0.045 -20.436 -0.042 -20.316 -0.053 -20.288 -0.058 12.928 0.194 2.043 0.039 43.920 42.269
-9.800 -20.483 -0.046 -20.442 -0.044 -20.322 -0.054 -20.294 -0.059 12.956 0.190 2.044 0.038 43.924 42.265
-9.400 -20.489 -0.048 -20.449 -0.045 -20.327 -0.055 -20.299 -0.059 12.983 0.187 2.044 0.037 43.927 42.263
-9.000 -20.496 -0.049 -20.455 -0.046 -20.332 -0.055 -20.303 -0.060 13.009 0.184 2.044 0.036 43.931 42.261
-8.600 -20.501 -0.050 -20.460 -0.047 -20.337 -0.056 -20.308 -0.060 13.035 0.182 2.044 0.036 43.934 42.260
-8.200 -20.506 -0.051 -20.465 -0.048 -20.341 -0.056 -20.312 -0.060 13.060 0.180 2.043 0.035 43.937 42.260
-7.800 -20.511 -0.051 -20.469 -0.049 -20.344 -0.056 -20.315 -0.060 13.085 0.178 2.042 0.035 43.940 42.260
-7.400 -20.516 -0.052 -20.473 -0.049 -20.348 -0.056 -20.318 -0.060 13.110 0.177 2.041 0.034 43.943 42.260
-7.000 -20.519 -0.052 -20.477 -0.049 -20.351 -0.056 -20.321 -0.060 13.134 0.176 2.040 0.034 43.946 42.261
-6.600 -20.523 -0.052 -20.480 -0.049 -20.353 -0.055 -20.323 -0.059 13.157 0.175 2.038 0.034 43.948 42.262
-6.200 -20.526 -0.052 -20.483 -0.049 -20.355 -0.055 -20.326 -0.059 13.180 0.174 2.036 0.033 43.950 42.263
-5.800 -20.529 -0.052 -20.486 -0.048 -20.357 -0.054 -20.327 -0.058 13.203 0.174 2.034 0.033 43.952 42.264
-5.400 -20.532 -0.051 -20.488 -0.048 -20.359 -0.053 -20.329 -0.057 13.225 0.173 2.032 0.033 43.954 42.265
-5.000 -20.534 -0.051 -20.490 -0.047 -20.360 -0.052 -20.330 -0.056 13.246 0.173 2.030 0.033 43.956 42.267
-4.600 -20.536 -0.050 -20.492 -0.047 -20.361 -0.051 -20.331 -0.055 13.267 0.173 2.027 0.032 43.958 42.268
-4.200 -20.538 -0.049 -20.493 -0.046 -20.362 -0.050 -20.332 -0.054 13.286 0.173 2.024 0.032 43.959 42.269
-3.800 -20.539 -0.049 -20.495 -0.045 -20.363 -0.049 -20.332 -0.053 13.305 0.172 2.022 0.032 43.960 42.270
-3.400 -20.540 -0.048 -20.496 -0.044 -20.363 -0.048 -20.332 -0.052 13.323 0.172 2.019 0.032 43.962 42.271
-3.000 -20.541 -0.047 -20.496 -0.043 -20.363 -0.047 -20.333 -0.051 13.340 0.172 2.017 0.032 43.963 42.272
-2.600 -20.542 -0.046 -20.497 -0.042 -20.363 -0.046 -20.332 -0.049 13.355 0.172 2.014 0.032 43.964 42.273
-2.200 -20.542 -0.045 -20.497 -0.041 -20.363 -0.044 -20.332 -0.048 13.369 0.172 2.011 0.031 43.964 42.274
-1.800 -20.542 -0.044 -20.497 -0.040 -20.363 -0.043 -20.332 -0.047 13.382 0.172 2.009 0.031 43.965 42.274
-1.400 -20.543 -0.043 -20.497 -0.039 -20.362 -0.042 -20.331 -0.046 13.394 0.172 2.007 0.031 43.965 42.275
-1.000 -20.542 -0.043 -20.497 -0.039 -20.362 -0.042 -20.331 -0.046 13.403 0.172 2.005 0.031 43.966 42.276
-0.600 -20.542 -0.042 -20.496 -0.038 -20.361 -0.041 -20.330 -0.045 13.410 0.173 2.003 0.031 43.966 42.277
-0.200 -20.542 -0.041 -20.496 -0.037 -20.361 -0.041 -20.330 -0.045 13.413 0.174 2.002 0.032 43.966 42.279
0.200 -20.541 -0.039 -20.495 -0.036 -20.360 -0.040 -20.329 -0.044 13.411 0.176 2.002 0.032 43.966 42.282
0.600 -20.540 -0.038 -20.494 -0.035 -20.360 -0.040 -20.329 -0.044 13.405 0.178 2.002 0.033 43.965 42.286
1.000 -20.539 -0.038 -20.494 -0.034 -20.359 -0.040 -20.328 -0.044 13.394 0.180 2.004 0.033 43.964 42.290
1.400 -20.538 -0.037 -20.492 -0.034 -20.359 -0.040 -20.328 -0.044 13.378 0.183 2.006 0.034 43.963 42.294
1.800 -20.537 -0.036 -20.491 -0.033 -20.358 -0.040 -20.328 -0.044 13.357 0.186 2.009 0.034 43.962 42.297
2.200 -20.535 -0.035 -20.490 -0.033 -20.358 -0.040 -20.328 -0.044 13.333 0.188 2.012 0.035 43.960 42.300
2.600 -20.534 -0.035 -20.489 -0.032 -20.358 -0.040 -20.327 -0.044 13.307 0.190 2.016 0.036 43.958 42.302
3.000 -20.532 -0.034 -20.488 -0.032 -20.357 -0.040 -20.327 -0.044 13.281 0.192 2.020 0.036 43.957 42.303
3.400 -20.531 -0.034 -20.486 -0.032 -20.357 -0.040 -20.327 -0.044 13.255 0.193 2.024 0.037 43.955 42.303
3.800 -20.529 -0.034 -20.485 -0.032 -20.356 -0.040 -20.326 -0.045 13.232 0.194 2.028 0.037 43.953 42.303
4.200 -20.528 -0.033 -20.484 -0.032 -20.356 -0.041 -20.326 -0.045 13.206 0.194 2.032 0.037 43.952 42.301
4.600 -20.526 -0.033 -20.483 -0.032 -20.355 -0.041 -20.326 -0.045 13.185 0.193 2.035 0.037 43.950 42.298
5.000 -20.525 -0.034 -20.482 -0.032 -20.355 -0.041 -20.325 -0.045 13.167 0.192 2.038 0.037 43.949 42.295
5.400 -20.524 -0.034 -20.481 -0.032 -20.354 -0.041 -20.325 -0.044 13.151 0.191 2.040 0.037 43.948 42.290
5.800 -20.522 -0.034 -20.480 -0.032 -20.354 -0.040 -20.324 -0.044 13.137 0.188 2.042 0.037 43.947 42.285
6.200 -20.521 -0.035 -20.479 -0.033 -20.353 -0.040 -20.323 -0.044 13.126 0.185 2.043 0.036 43.946 42.278
6.600 -20.520 -0.035 -20.478 -0.033 -20.352 -0.040 -20.323 -0.043 13.116 0.182 2.044 0.036 43.945 42.271
7.000 -20.519 -0.035 -20.477 -0.033 -20.351 -0.039 -20.322 -0.043 13.108 0.178 2.045 0.035 43.944 42.262
7.400 -20.518 -0.035 -20.476 -0.033 -20.351 -0.039 -20.321 -0.042 13.101 0.174 2.045 0.034 43.944 42.253
7.800 -20.516 -0.035 -20.475 -0.032 -20.349 -0.038 -20.320 -0.041 13.095 0.170 2.045 0.033 43.943 42.242
8.200 -20.515 -0.035 -20.474 -0.032 -20.348 -0.037 -20.318 -0.041 13.091 0.166 2.045 0.032 43.942 42.231
8.600 -20.513 -0.035 -20.472 -0.032 -20.347 -0.036 -20.317 -0.040 13.089 0.161 2.044 0.031 43.941 42.219
9.000 -20.511 -0.035 -20.471 -0.031 -20.345 -0.035 -20.315 -0.039 13.087 0.157 2.043 0.030 43.940 42.207
