"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-17.000 -21.617 -0.109 -21.615 -0.107 -21.594 -0.094 -21.519 -0.084 -21.496 -0.083 -21.469 -0.084 -21.359 -0.093 -21.328 -0.098 -21.173 -0.158 15.295 0.071 2.675 0.015 44.446 42.313
-16.600 -21.633 -0.108 -21.631 -0.106 -21.611 -0.093 -21.538 -0.083 -21.515 -0.083 -21.489 -0.083 -21.379 -0.091 -21.349 -0.097 -21.193 -0.157 15.233 0.072 2.711 0.016 44.450 42.323
-16.200 -21.649 -0.107 -21.647 -0.104 -21.628 -0.092 -21.557 -0.083 -21.534 -0.082 -21.508 -0.082 -21.399 -0.090 -21.369 -0.095 -21.213 -0.155 15.171 0.073 2.748 0.016 44.455 42.336
-15.800 -21.665 -0.105 -21.664 -0.103 -21.645 -0.091 -21.575 -0.082 -21.552 -0.082 -21.527 -0.082 -21.419 -0.089 -21.389 -0.094 -21.233 -0.154 15.108 0.075 2.786 0.017 44.460 42.351
-15.400 -21.681 -0.104 -21.679 -0.102 -21.662 -0.090 -21.593 -0.082 -21.571 -0.081 -21.546 -0.081 -21.439 -0.088 -21.409 -0.093 -21.252 -0.153 15.046 0.077 2.824 0.018 44.464 42.367
-15.000 -21.697 -0.103 -21.695 -0.101 -21.678 -0.089 -21.611 -0.081 -21.589 -0.081 -21.564 -0.081 -21.459 -0.087 -21.429 -0.092 -21.272 -0.151 14.983 0.079 2.862 0.019 44.469 42.384
-14.600 -21.712 -0.102 -21.711 -0.100 -21.694 -0.088 -21.628 -0.081 -21.607 -0.080 -21.582 -0.080 -21.479 -0.086 -21.449 -0.090 -21.291 -0.150 14.921 0.082 2.900 0.020 44.473 42.402
-14.200 -21.727 -0.100 -21.726 -0.098 -21.710 -0.087 -21.645 -0.080 -21.624 -0.080 -21.600 -0.080 -21.498 -0.085 -21.469 -0.089 -21.310 -0.149 14.859 0.084 2.939 0.021 44.477 42.420
-13.800 -21.742 -0.099 -21.741 -0.097 -21.726 -0.086 -21.662 -0.080 -21.642 -0.079 -21.618 -0.079 -21.517 -0.084 -21.488 -0.088 -21.329 -0.148 14.798 0.087 2.977 0.022 44.481 42.438
-13.400 -21.757 -0.098 -21.756 -0.096 -21.741 -0.086 -21.679 -0.079 -21.659 -0.079 -21.635 -0.079 -21.536 -0.083 -21.507 -0.087 -21.348 -0.147 14.737 0.090 3.016 0.023 44.485 42.456
-13.000 -21.771 -0.096 -21.770 -0.095 -21.756 -0.085 -21.695 -0.079 -21.675 -0.078 -21.652 -0.078 -21.555 -0.081 -21.526 -0.085 -21.366 -0.146 14.677 0.093 3.055 0.024 44.489 42.473
-12.600 -21.785 -0.095 -21.784 -0.093 -21.771 -0.083 -21.711 -0.078 -21.692 -0.078 -21.669 -0.078 -21.573 -0.080 -21.544 -0.084 -21.385 -0.145 14.618 0.096 3.094 0.026 44.493 42.490
-12.200 -21.799 -0.094 -21.798 -0.092 -21.785 -0.082 -21.727 -0.078 -21.708 -0.077 -21.686 -0.077 -21.591 -0.079 -21.562 -0.083 -21.403 -0.144 14.559 0.098 3.133 0.027 44.497 42.506
-11.800 -21.812 -0.092 -21.812 -0.090 -21.799 -0.081 -21.742 -0.077 -21.723 -0.077 -21.702 -0.076 -21.608 -0.078 -21.580 -0.082 -21.420 -0.143 14.501 0.101 3.171 0.028 44.501 42.522
-11.400 -21.825 -0.090 -21.825 -0.089 -21.813 -0.080 -21.757 -0.076 -21.739 -0.076 -21.717 -0.076 -21.625 -0.077 -21.597 -0.080 -21.438 -0.142 14.445 0.104 3.210 0.030 44.505 42.536
-11.000 -21.838 -0.089 -21.838 -0.087 -21.827 -0.079 -21.772 -0.076 -21.754 -0.075 -21.733 -0.075 -21.642 -0.075 -21.614 -0.079 -21.455 -0.141 14.389 0.106 3.248 0.031 44.508 42.550
-10.600 -21.851 -0.087 -21.850 -0.085 -21.840 -0.077 -21.786 -0.075 -21.768 -0.074 -21.748 -0.074 -21.658 -0.074 -21.631 -0.077 -21.472 -0.140 14.335 0.109 3.286 0.032 44.512 42.562
-10.200 -21.863 -0.085 -21.862 -0.084 -21.853 -0.076 -21.800 -0.074 -21.782 -0.074 -21.762 -0.073 -21.674 -0.073 -21.647 -0.076 -21.488 -0.139 14.282 0.111 3.323 0.033 44.515 42.573
-9.800 -21.875 -0.084 -21.874 -0.082 -21.865 -0.074 -21.814 -0.073 -21.796 -0.073 -21.776 -0.072 -21.689 -0.071 -21.663 -0.074 -21.504 -0.138 14.231 0.113 3.360 0.035 44.518 42.583
-9.400 -21.886 -0.082 -21.886 -0.080 -21.877 -0.073 -21.827 -0.072 -21.810 -0.072 -21.790 -0.071 -21.704 -0.070 -21.678 -0.073 -21.520 -0.137 14.181 0.114 3.396 0.036 44.522 42.591
-9.000 -21.897 -0.080 -21.897 -0.078 -21.889 -0.071 -21.839 -0.071 -21.822 -0.071 -21.803 -0.070 -21.719 -0.069 -21.693 -0.072 -21.536 -0.136 14.133 0.116 3.431 0.037 44.525 42.598
-8.600 -21.908 -0.078 -21.908 -0.076 -21.900 -0.069 -21.852 -0.070 -21.835 -0.070 -21.816 -0.069 -21.733 -0.067 -21.707 -0.070 -21.551 -0.135 14.087 0.116 3.466 0.038 44.528 42.604
-8.200 -21.918 -0.076 -21.918 -0.074 -21.911 -0.068 -21.864 -0.068 -21.847 -0.068 -21.828 -0.068 -21.746 -0.066 -21.721 -0.069 -21.566 -0.134 14.043 0.117 3.500 0.038 44.531 42.607
-7.800 -21.928 -0.074 -21.928 -0.072 -21.921 -0.066 -21.875 -0.067 -21.859 -0.067 -21.840 -0.067 -21.759 -0.065 -21.734 -0.068 -21.580 -0.133 14.000 0.117 3.533 0.039 44.533 42.609
-7.400 -21.937 -0.072 -21.938 -0.070 -21.931 -0.064 -21.886 -0.066 -21.870 -0.066 -21.852 -0.066 -21.772 -0.063 -21.747 -0.066 -21.594 -0.133 13.959 0.117 3.565 0.040 44.536 42.609
-7.000 -21.946 -0.070 -21.947 -0.068 -21.941 -0.062 -21.897 -0.065 -21.881 -0.065 -21.863 -0.065 -21.784 -0.062 -21.759 -0.065 -21.608 -0.132 13.919 0.116 3.596 0.040 44.539 42.607
-6.600 -21.955 -0.068 -21.955 -0.066 -21.951 -0.061 -21.907 -0.063 -21.892 -0.064 -21.874 -0.064 -21.795 -0.061 -21.770 -0.064 -21.621 -0.131 13.882 0.115 3.626 0.040 44.541 42.605
-6.200 -21.963 -0.066 -21.964 -0.064 -21.960 -0.059 -21.917 -0.062 -21.902 -0.062 -21.884 -0.062 -21.806 -0.060 -21.782 -0.063 -21.634 -0.130 13.845 0.114 3.655 0.040 44.544 42.601
-5.800 -21.971 -0.064 -21.971 -0.062 -21.968 -0.057 -21.927 -0.060 -21.911 -0.061 -21.894 -0.061 -21.816 -0.059 -21.792 -0.062 -21.646 -0.129 13.810 0.112 3.683 0.040 44.546 42.596
-5.400 -21.978 -0.062 -21.979 -0.060 -21.976 -0.055 -21.936 -0.059 -21.921 -0.059 -21.903 -0.060 -21.826 -0.057 -21.803 -0.060 -21.659 -0.128 13.776 0.110 3.711 0.040 44.548 42.590
-5.000 -21.985 -0.059 -21.986 -0.058 -21.984 -0.054 -21.945 -0.057 -21.930 -0.058 -21.912 -0.058 -21.836 -0.056 -21.812 -0.059 -21.670 -0.127 13.743 0.109 3.737 0.040 44.550 42.583
-4.600 -21.992 -0.057 -21.993 -0.056 -21.991 -0.052 -21.953 -0.056 -21.938 -0.056 -21.921 -0.057 -21.845 -0.055 -21.822 -0.058 -21.682 -0.127 13.711 0.107 3.763 0.040 44.552 42.575
-4.200 -21.998 -0.055 -21.999 -0.054 -21.998 -0.050 -21.961 -0.054 -21.946 -0.055 -21.929 -0.056 -21.853 -0.054 -21.830 -0.057 -21.693 -0.126 13.679 0.105 3.788 0.040 44.554 42.567
-3.800 -22.003 -0.053 -22.005 -0.052 -22.005 -0.049 -21.968 -0.053 -21.954 -0.053 -21.937 -0.055 -21.861 -0.053 -21.839 -0.056 -21.704 -0.125 13.647 0.103 3.813 0.039 44.556 42.557
-3.400 -22.009 -0.051 -22.010 -0.050 -22.011 -0.047 -21.975 -0.051 -21.961 -0.052 -21.944 -0.053 -21.869 -0.052 -21.847 -0.055 -21.714 -0.124 13.616 0.100 3.837 0.039 44.557 42.546
-3.000 -22.013 -0.049 -22.015 -0.048 -22.017 -0.045 -21.982 -0.050 -21.968 -0.051 -21.951 -0.052 -21.876 -0.051 -21.854 -0.054 -21.724 -0.123 13.584 0.098 3.860 0.039 44.558 42.534
-2.600 -22.018 -0.047 -22.019 -0.046 -22.022 -0.044 -21.989 -0.048 -21.975 -0.049 -21.958 -0.051 -21.883 -0.050 -21.861 -0.053 -21.734 -0.123 13.552 0.095 3.884 0.038 44.559 42.521
-2.200 -22.021 -0.045 -22.023 -0.044 -22.027 -0.043 -21.995 -0.047 -21.981 -0.048 -21.964 -0.050 -21.889 -0.049 -21.868 -0.052 -21.743 -0.122 13.519 0.093 3.907 0.037 44.560 42.506
-1.800 -22.025 -0.043 -22.026 -0.042 -22.031 -0.041 -22.000 -0.045 -21.986 -0.047 -21.970 -0.049 -21.895 -0.048 -21.874 -0.052 -21.752 -0.121 13.484 0.090 3.930 0.037 44.561 42.490
-1.400 -22.027 -0.042 -22.029 -0.040 -22.035 -0.040 -22.005 -0.044 -21.992 -0.046 -21.975 -0.048 -21.901 -0.047 -21.880 -0.051 -21.761 -0.120 13.447 0.087 3.953 0.036 44.561 42.473
-1.000 -22.030 -0.040 -22.031 -0.039 -22.038 -0.039 -22.010 -0.043 -21.997 -0.045 -21.981 -0.047 -21.906 -0.047 -21.886 -0.050 -21.769 -0.120 13.408 0.084 3.977 0.035 44.561 42.456
-0.600 -22.031 -0.039 -22.033 -0.038 -22.041 -0.039 -22.015 -0.042 -22.002 -0.044 -21.985 -0.047 -21.912 -0.047 -21.892 -0.050 -21.777 -0.119 13.365 0.081 4.002 0.035 44.561 42.439
-0.200 -22.032 -0.038 -22.035 -0.037 -22.044 -0.038 -22.019 -0.042 -22.006 -0.043 -21.990 -0.046 -21.916 -0.046 -21.897 -0.050 -21.785 -0.118 13.319 0.079 4.027 0.034 44.561 42.422
0.200 -22.033 -0.038 -22.035 -0.036 -22.046 -0.038 -22.023 -0.041 -22.010 -0.043 -21.994 -0.046 -21.921 -0.046 -21.902 -0.050 -21.792 -0.118 13.269 0.076 4.054 0.034 44.560 42.406
0.600 -22.033 -0.037 -22.036 -0.036 -22.047 -0.038 -22.026 -0.041 -22.014 -0.043 -21.998 -0.046 -21.926 -0.046 -21.906 -0.050 -21.799 -0.117 13.215 0.074 4.082 0.033 44.559 42.392
1.000 -22.033 -0.037 -22.035 -0.036 -22.048 -0.038 -22.029 -0.041 -22.017 -0.043 -22.001 -0.046 -21.930 -0.047 -21.911 -0.050 -21.806 -0.116 13.158 0.073 4.112 0.033 44.558 42.381
1.400 -22.032 -0.038 -22.035 -0.037 -22.048 -0.038 -22.032 -0.042 -22.019 -0.043 -22.004 -0.046 -21.934 -0.047 -21.915 -0.051 -21.813 -0.116 13.097 0.072 4.142 0.033 44.556 42.373
1.800 -22.030 -0.038 -22.033 -0.037 -22.048 -0.039 -22.034 -0.042 -22.022 -0.044 -22.007 -0.046 -21.938 -0.048 -21.919 -0.051 -21.819 -0.115 13.034 0.072 4.173 0.034 44.554 42.369
2.200 -22.028 -0.039 -22.031 -0.038 -22.047 -0.039 -22.035 -0.043 -22.024 -0.044 -22.009 -0.047 -21.941 -0.048 -21.923 -0.052 -21.825 -0.115 12.968 0.072 4.205 0.034 44.552 42.368
2.600 -22.026 -0.040 -22.029 -0.039 -22.046 -0.040 -22.036 -0.043 -22.025 -0.045 -22.010 -0.047 -21.944 -0.049 -21.927 -0.052 -21.831 -0.114 12.900 0.073 4.238 0.035 44.550 42.371
3.000 -22.023 -0.040 -22.026 -0.040 -22.044 -0.041 -22.037 -0.044 -22.026 -0.045 -22.011 -0.048 -21.947 -0.050 -21.930 -0.053 -21.836 -0.114 12.831 0.075 4.271 0.037 44.547 42.378
3.400 -22.019 -0.041 -22.022 -0.040 -22.042 -0.042 -22.036 -0.045 -22.026 -0.046 -22.012 -0.048 -21.950 -0.050 -21.933 -0.054 -21.841 -0.113 12.759 0.077 4.305 0.038 44.544 42.386
3.800 -22.014 -0.042 -22.018 -0.041 -22.039 -0.043 -22.036 -0.046 -22.026 -0.047 -22.012 -0.049 -21.952 -0.051 -21.936 -0.054 -21.846 -0.113 12.686 0.079 4.339 0.040 44.541 42.396
4.200 -22.010 -0.043 -22.013 -0.042 -22.035 -0.043 -22.035 -0.047 -22.025 -0.048 -22.012 -0.050 -21.954 -0.052 -21.938 -0.055 -21.851 -0.112 12.611 0.082 4.374 0.043 44.537 42.408
4.600 -22.004 -0.044 -22.008 -0.043 -22.031 -0.044 -22.033 -0.048 -22.024 -0.049 -22.012 -0.050 -21.956 -0.053 -21.940 -0.055 -21.855 -0.112 12.534 0.085 4.409 0.045 44.534 42.419
5.000 -21.998 -0.045 -22.002 -0.044 -22.027 -0.045 -22.030 -0.049 -22.022 -0.049 -22.011 -0.051 -21.957 -0.053 -21.942 -0.056 -21.860 -0.111 12.455 0.089 4.445 0.048 44.530 42.431
5.400 -21.992 -0.046 -21.996 -0.045 -22.021 -0.046 -22.028 -0.050 -22.020 -0.050 -22.009 -0.052 -21.958 -0.054 -21.944 -0.057 -21.863 -0.111 12.375 0.092 4.482 0.050 44.526 42.442
5.800 -21.984 -0.046 -21.989 -0.046 -22.016 -0.046 -22.024 -0.050 -22.017 -0.051 -22.007 -0.052 -21.959 -0.054 -21.945 -0.057 -21.867 -0.111 12.293 0.096 4.519 0.053 44.522 42.453
6.200 -21.977 -0.047 -21.981 -0.046 -22.009 -0.047 -22.021 -0.051 -22.014 -0.052 -22.005 -0.053 -21.959 -0.055 -21.946 -0.057 -21.870 -0.110 12.209 0.099 4.558 0.056 44.517 42.463
6.600 -21.968 -0.048 -21.973 -0.047 -22.002 -0.048 -22.017 -0.052 -22.011 -0.052 -22.002 -0.054 -21.959 -0.055 -21.947 -0.058 -21.873 -0.110 12.124 0.103 4.597 0.060 44.512 42.471
7.000 -21.959 -0.048 -21.964 -0.048 -21.995 -0.048 -22.012 -0.053 -22.007 -0.053 -21.999 -0.054 -21.959 -0.056 -21.948 -0.058 -21.876 -0.110 12.037 0.106 4.637 0.063 44.507 42.478
7.400 -21.950 -0.049 -21.955 -0.048 -21.987 -0.049 -22.007 -0.053 -22.003 -0.054 -21.995 -0.055 -21.959 -0.056 -21.948 -0.058 -21.879 -0.110 11.948 0.109 4.679 0.066 44.502 42.483
7.800 -21.939 -0.050 -21.945 -0.049 -21.978 -0.049 -22.001 -0.054 -21.998 -0.054 -21.992 -0.055 -21.958 -0.056 -21.948 -0.058 -21.881 -0.110 11.857 0.112 4.721 0.069 44.497 42.487
8.200 -21.929 -0.050 -21.934 -0.049 -21.969 -0.050 -21.995 -0.055 -21.993 -0.055 -21.988 -0.056 -21.957 -0.056 -21.948 -0.058 -21.883 -0.110 11.765 0.114 4.765 0.073 44.491 42.490
8.600 -21.917 -0.051 -21.923 -0.050 -21.959 -0.051 -21.989 -0.056 -21.987 -0.056 -21.983 -0.056 -21.956 -0.057 -21.947 -0.058 -21.885 -0.110 11.671 0.117 4.810 0.076 44.486 42.491
9.000 -21.905 -0.052 -21.911 -0.051 -21.949 -0.051 -21.982 -0.056 -21.982 -0.056 -21.978 -0.057 -21.955 -0.057 -21.946 -0.058 -21.886 -0.110 11.577 0.119 4.857 0.079 44.480 42.491
9.400 -21.893 -0.052 -21.899 -0.051 -21.938 -0.052 -21.975 -0.057 -21.976 -0.057 -21.973 -0.057 -21.953 -0.057 -21.945 -0.058 -21.887 -0.110 11.481 0.121 4.904 0.082 44.474 42.490
9.800 -21.880 -0.053 -21.886 -0.052 -21.927 -0.052 -21.968 -0.058 -21.969 -0.057 -21.968 -0.058 -21.951 -0.057 -21.944 -0.058 -21.888 -0.110 11.385 0.123 4.953 0.085 44.468 42.489
10.200 -21.867 -0.054 -21.873 -0.053 -21.915 -0.053 -21.961 -0.058 -21.963 -0.058 -21.962 -0.058 -21.949 -0.057 -21.942 -0.058 -21.889 -0.110 11.288 0.124 5.003 0.088 44.462 42.486
10.600 -21.853 -0.055 -21.860 -0.054 -21.904 -0.053 -21.953 -0.059 -21.956 -0.059 -21.957 -0.059 -21.947 -0.057 -21.941 -0.058 -21.889 -0.110 11.191 0.125 5.054 0.091 44.456 42.482
11.000 -21.839 -0.055 -21.846 -0.054 -21.891 -0.054 -21.945 -0.059 -21.949 -0.059 -21.951 -0.059 -21.944 -0.056 -21.939 -0.058 -21.890 -0.110 11.094 0.126 5.105 0.094 44.449 42.477
11.400 -21.825 -0.056 -21.831 -0.055 -21.879 -0.054 -21.936 -0.060 -21.941 -0.060 -21.945 -0.060 -21.941 -0.056 -21.937 -0.058 -21.890 -0.110 10.997 0.126 5.158 0.097 44.443 42.471
11.800 -21.810 -0.057 -21.817 -0.056 -21.866 -0.055 -21.928 -0.061 -21.934 -0.060 -21.938 -0.060 -21.938 -0.056 -21.934 -0.057 -21.890 -0.110 10.901 0.127 5.212 0.100 44.437 42.465
12.200 -21.795 -0.058 -21.802 -0.057 -21.852 -0.055 -21.919 -0.061 -21.926 -0.061 -21.932 -0.061 -21.935 -0.056 -21.932 -0.057 -21.889 -0.110 10.805 0.127 5.267 0.102 44.430 42.457
12.600 -21.779 -0.058 -21.787 -0.057 -21.839 -0.056 -21.910 -0.062 -21.919 -0.062 -21.925 -0.061 -21.932 -0.055 -21.929 -0.056 -21.889 -0.110 10.709 0.127 5.322 0.105 44.424 42.449
13.000 -21.764 -0.059 -21.771 -0.058 -21.825 -0.057 -21.901 -0.062 -21.911 -0.062 -21.919 -0.062 -21.929 -0.055 -21.926 -0.056 -21.888 -0.110 10.614 0.127 5.378 0.107 44.418 42.441
13.400 -21.748 -0.060 -21.755 -0.059 -21.811 -0.057 -21.891 -0.063 -21.902 -0.063 -21.912 -0.062 -21.925 -0.055 -21.924 -0.055 -21.887 -0.111 10.521 0.126 5.435 0.110 44.411 42.432
13.800 -21.732 -0.061 -21.739 -0.060 -21.797 -0.058 -21.882 -0.064 -21.894 -0.063 -21.905 -0.062 -21.921 -0.054 -21.920 -0.055 -21.886 -0.111 10.428 0.125 5.493 0.112 44.405 42.422
14.200 -21.715 -0.062 -21.723 -0.061 -21.782 -0.058 -21.872 -0.064 -21.886 -0.064 -21.898 -0.063 -21.918 -0.054 -21.917 -0.054 -21.885 -0.111 10.336 0.125 5.551 0.114 44.399 42.413
14.600 -21.699 -0.062 -21.707 -0.061 -21.768 -0.059 -21.863 -0.065 -21.877 -0.064 -21.890 -0.063 -21.914 -0.053 -21.914 -0.054 -21.884 -0.111 10.246 0.124 5.609 0.116 44.393 42.403
15.000 -21.682 -0.063 -21.690 -0.062 -21.753 -0.060 -21.853 -0.065 -21.869 -0.065 -21.883 -0.064 -21.910 -0.053 -21.910 -0.053 -21.882 -0.111 10.157 0.123 5.668 0.118 44.387 42.393
15.400 -21.665 -0.064 -21.673 -0.063 -21.738 -0.060 -21.843 -0.066 -21.860 -0.066 -21.876 -0.064 -21.905 -0.053 -21.907 -0.053 -21.880 -0.111 10.070 0.122 5.727 0.120 44.381 42.383
15.800 -21.648 -0.065 -21.657 -0.064 -21.723 -0.061 -21.833 -0.067 -21.852 -0.066 -21.868 -0.065 -21.901 -0.052 -21.903 -0.053 -21.878 -0.111 9.984 0.121 5.786 0.121 44.375 42.373
16.200 -21.631 -0.066 -21.640 -0.065 -21.707 -0.062 -21.823 -0.067 -21.843 -0.067 -21.860 -0.065 -21.897 -0.052 -21.899 -0.052 -21.876 -0.111 9.901 0.120 5.844 0.123 44.369 42.363
16.600 -21.614 -0.067 -21.623 -0.066 -21.692 -0.062 -21.813 -0.068 -21.834 -0.067 -21.853 -0.066 -21.892 -0.052 -21.895 -0.052 -21.874 -0.111 9.819 0.119 5.902 0.125 44.363 42.354
17.000 -21.597 -0.068 -21.606 -0.067 -21.677 -0.063 -21.803 -0.068 -21.825 -0.068 -21.845 -0.066 -21.888 -0.052 -21.891 -0.052 -21.872 -0.111 9.739 0.118 5.960 0.127 44.357 42.344
17.400 -21.580 -0.069 -21.589 -0.068 -21.662 -0.064 -21.792 -0.069 -21.816 -0.068 -21.837 -0.067 -21.883 -0.052 -21.887 -0.052 -21.869 -0.111 9.662 0.117 6.017 0.130 44.352 42.335
17.800 -21.562 -0.070 -21.572 -0.069 -21.646 -0.065 -21.782 -0.069 -21.807 -0.069 -21.829 -0.067 -21.878 -0.053 -21.883 -0.052 -21.867 -0.111 9.586 0.117 6.073 0.132 44.346 42.326
18.200 -21.545 -0.071 -21.555 -0.070 -21.631 -0.066 -21.772 -0.070 -21.797 -0.069 -21.821 -0.068 -21.873 -0.053 -21.878 -0.052 -21.864 -0.111 9.513 0.116 6.128 0.134 44.341 42.317
18.600 -21.528 -0.072 -21.538 -0.071 -21.616 -0.067 -21.761 -0.070 -21.788 -0.070 -21.813 -0.068 -21.868 -0.053 -21.873 -0.053 -21.861 -0.111 9.442 0.115 6.182 0.136 44.335 42.308
19.000 -21.511 -0.073 -21.521 -0.072 -21.600 -0.068 -21.751 -0.071 -21.779 -0.070 -21.805 -0.068 -21.863 -0.054 -21.869 -0.053 -21.858 -0.110 9.374 0.115 6.234 0.138 44.330 42.299
19.400 -21.494 -0.074 -21.504 -0.073 -21.585 -0.068 -21.740 -0.071 -21.769 -0.071 -21.796 -0.069 -21.857 -0.054 -21.864 -0.054 -21.855 -0.110 9.308 0.114 6.285 0.140 44.325 42.290
19.800 -21.477 -0.076 -21.487 -0.074 -21.570 -0.069 -21.730 -0.072 -21.760 -0.071 -21.788 -0.069 -21.851 -0.055 -21.859 -0.055 -21.852 -0.110 9.245 0.114 6.334 0.143 44.320 42.282
20.200 -21.460 -0.077 -21.470 -0.075 -21.555 -0.070 -21.719 -0.072 -21.751 -0.072 -21.779 -0.070 -21.846 -0.056 -21.853 -0.056 -21.848 -0.110 9.183 0.113 6.381 0.145 44.315 42.274
20.600 -21.443 -0.078 -21.454 -0.076 -21.539 -0.071 -21.708 -0.073 -21.741 -0.072 -21.771 -0.070 -21.840 -0.057 -21.848 -0.057 -21.845 -0.110 9.124 0.113 6.427 0.147 44.310 42.266
21.000 -21.426 -0.079 -21.437 -0.077 -21.524 -0.072 -21.698 -0.073 -21.731 -0.073 -21.762 -0.071 -21.834 -0.058 -21.842 -0.058 -21.841 -0.110 9.067 0.112 6.471 0.149 44.305 42.258
21.400 -21.409 -0.080 -21.420 -0.078 -21.509 -0.073 -21.687 -0.074 -21.722 -0.073 -21.754 -0.071 -21.828 -0.059 -21.837 -0.059 -21.838 -0.110 9.011 0.112 6.514 0.151 44.300 42.250
21.800 -21.392 -0.081 -21.404 -0.079 -21.494 -0.074 -21.676 -0.074 -21.712 -0.073 -21.745 -0.072 -21.821 -0.060 -21.831 -0.060 -21.834 -0.110 8.958 0.111 6.556 0.153 44.295 42.243
22.200 -21.376 -0.082 -21.387 -0.080 -21.479 -0.075 -21.666 -0.075 -21.702 -0.074 -21.736 -0.072 -21.815 -0.061 -21.825 -0.061 -21.830 -0.110 8.905 0.111 6.596 0.155 44.290 42.236
22.600 -21.359 -0.082 -21.371 -0.081 -21.464 -0.076 -21.655 -0.075 -21.693 -0.074 -21.727 -0.073 -21.808 -0.062 -21.819 -0.062 -21.826 -0.109 8.855 0.110 6.636 0.157 44.285 42.229
23.000 -21.343 -0.083 -21.354 -0.082 -21.450 -0.076 -21.644 -0.076 -21.683 -0.075 -21.718 -0.073 -21.802 -0.063 -21.813 -0.063 -21.822 -0.109 8.805 0.110 6.675 0.159 44.281 42.222
23.400 -21.326 -0.084 -21.338 -0.083 -21.435 -0.077 -21.634 -0.076 -21.673 -0.075 -21.709 -0.073 -21.795 -0.063 -21.806 -0.063 -21.818 -0.109 8.757 0.109 6.713 0.161 44.276 42.216
23.800 -21.309 -0.085 -21.322 -0.083 -21.420 -0.077 -21.623 -0.076 -21.663 -0.075 -21.700 -0.074 -21.788 -0.064 -21.800 -0.064 -21.814 -0.109 8.710 0.109 6.750 0.163 44.271 42.211
24.200 -21.293 -0.085 -21.305 -0.084 -21.405 -0.078 -21.612 -0.076 -21.653 -0.075 -21.691 -0.074 -21.782 -0.065 -21.794 -0.065 -21.810 -0.109 8.663 0.108 6.786 0.164 44.267 42.205
