"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-9.800 -20.560 -0.074 -20.504 -0.072 -20.408 -0.074 -20.324 -0.074 -20.277 -0.078 15.216 0.085 1.716 0.011 44.051 42.052
-9.400 -20.583 -0.070 -20.530 -0.070 -20.438 -0.073 -20.356 -0.073 -20.311 -0.077 14.906 0.070 1.780 0.009 44.047 41.964
-9.000 -20.606 -0.067 -20.555 -0.067 -20.467 -0.072 -20.389 -0.072 -20.344 -0.076 14.625 0.060 1.842 0.009 44.044 41.892
-8.600 -20.629 -0.064 -20.580 -0.065 -20.496 -0.071 -20.420 -0.071 -20.377 -0.075 14.376 0.054 1.903 0.008 44.042 41.848
-8.200 -20.652 -0.062 -20.605 -0.063 -20.523 -0.069 -20.450 -0.070 -20.409 -0.074 14.154 0.054 1.962 0.009 44.042 41.845
-7.800 -20.674 -0.060 -20.629 -0.061 -20.551 -0.068 -20.480 -0.069 -20.439 -0.073 13.958 0.058 2.019 0.010 44.042 41.873
-7.400 -20.696 -0.057 -20.652 -0.059 -20.577 -0.067 -20.509 -0.068 -20.469 -0.072 13.781 0.063 2.074 0.011 44.044 41.915
-7.000 -20.717 -0.055 -20.675 -0.057 -20.602 -0.065 -20.536 -0.066 -20.498 -0.071 13.620 0.070 2.128 0.013 44.045 41.960
-6.600 -20.738 -0.053 -20.698 -0.055 -20.627 -0.064 -20.563 -0.065 -20.526 -0.069 13.471 0.077 2.180 0.015 44.047 42.003
-6.200 -20.758 -0.052 -20.719 -0.053 -20.651 -0.062 -20.589 -0.063 -20.552 -0.068 13.332 0.084 2.232 0.017 44.050 42.042
-5.800 -20.777 -0.050 -20.739 -0.052 -20.674 -0.061 -20.614 -0.062 -20.578 -0.066 13.197 0.091 2.283 0.020 44.052 42.077
-5.400 -20.795 -0.049 -20.759 -0.050 -20.695 -0.059 -20.637 -0.060 -20.603 -0.064 13.065 0.097 2.334 0.022 44.054 42.108
-5.000 -20.812 -0.048 -20.777 -0.049 -20.716 -0.057 -20.660 -0.057 -20.626 -0.061 12.932 0.102 2.386 0.024 44.055 42.132
-4.600 -20.828 -0.048 -20.795 -0.047 -20.736 -0.055 -20.682 -0.055 -20.649 -0.059 12.797 0.106 2.439 0.026 44.056 42.147
-4.200 -20.843 -0.048 -20.811 -0.046 -20.755 -0.054 -20.702 -0.052 -20.670 -0.056 12.663 0.107 2.492 0.027 44.056 42.156
-3.800 -20.856 -0.049 -20.826 -0.045 -20.773 -0.052 -20.722 -0.050 -20.690 -0.053 12.535 0.107 2.545 0.028 44.056 42.157
-3.400 -20.869 -0.050 -20.841 -0.044 -20.790 -0.050 -20.740 -0.047 -20.709 -0.051 12.415 0.105 2.595 0.028 44.057 42.150
-3.000 -20.881 -0.050 -20.855 -0.043 -20.806 -0.049 -20.757 -0.045 -20.727 -0.048 12.305 0.100 2.643 0.027 44.057 42.131
-2.600 -20.892 -0.051 -20.868 -0.042 -20.821 -0.047 -20.773 -0.043 -20.744 -0.045 12.208 0.092 2.688 0.026 44.058 42.099
-2.200 -20.903 -0.051 -20.881 -0.041 -20.836 -0.046 -20.788 -0.042 -20.759 -0.043 12.119 0.083 2.731 0.024 44.059 42.057
-1.800 -20.912 -0.051 -20.893 -0.040 -20.849 -0.045 -20.802 -0.040 -20.774 -0.041 12.037 0.074 2.771 0.022 44.060 42.008
-1.400 -20.921 -0.051 -20.903 -0.038 -20.861 -0.044 -20.815 -0.040 -20.787 -0.040 11.958 0.065 2.810 0.020 44.061 41.954
-1.000 -20.928 -0.052 -20.913 -0.036 -20.872 -0.043 -20.827 -0.039 -20.800 -0.040 11.879 0.058 2.848 0.018 44.061 41.897
-0.600 -20.935 -0.052 -20.922 -0.034 -20.883 -0.042 -20.838 -0.039 -20.812 -0.040 11.799 0.051 2.886 0.016 44.061 41.838
-0.200 -20.940 -0.053 -20.929 -0.032 -20.891 -0.042 -20.848 -0.040 -20.822 -0.041 11.716 0.045 2.924 0.015 44.060 41.781
0.200 -20.943 -0.054 -20.935 -0.032 -20.899 -0.042 -20.857 -0.040 -20.832 -0.042 11.628 0.041 2.964 0.014 44.058 41.734
0.600 -20.945 -0.057 -20.939 -0.033 -20.905 -0.042 -20.865 -0.041 -20.840 -0.042 11.533 0.038 3.004 0.013 44.056 41.707
1.000 -20.946 -0.060 -20.942 -0.037 -20.911 -0.043 -20.871 -0.042 -20.847 -0.043 11.431 0.038 3.047 0.014 44.053 41.705
1.400 -20.945 -0.065 -20.942 -0.041 -20.914 -0.044 -20.877 -0.042 -20.854 -0.044 11.322 0.040 3.091 0.015 44.049 41.723
1.800 -20.942 -0.070 -20.942 -0.047 -20.917 -0.046 -20.881 -0.043 -20.859 -0.044 11.208 0.043 3.137 0.016 44.044 41.754
2.200 -20.938 -0.075 -20.940 -0.053 -20.917 -0.048 -20.884 -0.044 -20.863 -0.045 11.087 0.047 3.184 0.018 44.038 41.792
2.600 -20.933 -0.081 -20.936 -0.059 -20.917 -0.051 -20.886 -0.045 -20.866 -0.047 10.963 0.053 3.233 0.021 44.032 41.835
3.000 -20.926 -0.088 -20.931 -0.065 -20.916 -0.053 -20.887 -0.047 -20.868 -0.048 10.836 0.059 3.284 0.024 44.025 41.877
3.400 -20.917 -0.094 -20.925 -0.071 -20.913 -0.056 -20.887 -0.049 -20.869 -0.050 10.706 0.066 3.335 0.028 44.018 41.917
3.800 -20.907 -0.100 -20.917 -0.077 -20.908 -0.059 -20.886 -0.050 -20.869 -0.052 10.576 0.073 3.386 0.032 44.010 41.952
4.200 -20.896 -0.106 -20.908 -0.083 -20.903 -0.062 -20.883 -0.052 -20.868 -0.054 10.447 0.080 3.438 0.037 44.001 41.983
4.600 -20.884 -0.112 -20.897 -0.089 -20.896 -0.065 -20.879 -0.054 -20.866 -0.056 10.318 0.087 3.489 0.041 43.993 42.010
5.000 -20.870 -0.118 -20.886 -0.094 -20.888 -0.068 -20.874 -0.055 -20.863 -0.057 10.191 0.094 3.540 0.046 43.984 42.032
5.400 -20.855 -0.123 -20.873 -0.099 -20.879 -0.071 -20.868 -0.057 -20.858 -0.059 10.066 0.101 3.589 0.052 43.974 42.051
5.800 -20.839 -0.128 -20.858 -0.104 -20.869 -0.074 -20.861 -0.059 -20.852 -0.061 9.945 0.108 3.637 0.057 43.965 42.065
6.200 -20.821 -0.133 -20.843 -0.108 -20.857 -0.077 -20.852 -0.061 -20.845 -0.063 9.878 0.120 3.655 0.064 43.957 42.099
6.600 -20.803 -0.138 -20.826 -0.113 -20.844 -0.080 -20.843 -0.064 -20.837 -0.065 9.713 0.121 3.726 0.068 43.945 42.085
7.000 -20.783 -0.142 -20.809 -0.117 -20.830 -0.084 -20.832 -0.067 -20.827 -0.068 9.604 0.127 3.767 0.074 43.935 42.090
7.400 -20.762 -0.146 -20.790 -0.121 -20.815 -0.087 -20.819 -0.070 -20.816 -0.071 9.546 0.136 3.777 0.080 43.926 42.108
7.800 -20.740 -0.150 -20.770 -0.124 -20.798 -0.090 -20.806 -0.074 -20.804 -0.074 9.401 0.138 3.838 0.085 43.914 42.091
8.200 -20.717 -0.153 -20.749 -0.128 -20.781 -0.094 -20.791 -0.077 -20.791 -0.078 9.305 0.142 3.869 0.090 43.903 42.088
8.600 -20.693 -0.156 -20.726 -0.131 -20.762 -0.097 -20.775 -0.081 -20.777 -0.082 9.215 0.147 3.896 0.096 43.892 42.083
9.000 -20.668 -0.159 -20.703 -0.133 -20.742 -0.100 -20.758 -0.085 -20.762 -0.086 9.126 0.152 3.920 0.102 43.881 42.077
9.400 -20.642 -0.161 -20.679 -0.136 -20.721 -0.103 -20.740 -0.088 -20.745 -0.089 9.041 0.156 3.942 0.107 43.869 42.070
9.800 -20.615 -0.163 -20.654 -0.138 -20.700 -0.105 -20.721 -0.092 -20.728 -0.093 8.958 0.161 3.962 0.113 43.858 42.062
10.200 -20.587 -0.165 -20.628 -0.140 -20.677 -0.108 -20.702 -0.095 -20.709 -0.096 8.878 0.165 3.979 0.119 43.846 42.053
10.600 -20.558 -0.166 -20.601 -0.141 -20.653 -0.110 -20.681 -0.097 -20.690 -0.099 8.799 0.169 3.994 0.124 43.833 42.043
11.000 -20.529 -0.167 -20.573 -0.142 -20.628 -0.111 -20.659 -0.099 -20.670 -0.101 8.723 0.174 4.007 0.130 43.821 42.033
11.400 -20.499 -0.168 -20.544 -0.142 -20.603 -0.112 -20.636 -0.101 -20.649 -0.103 8.647 0.178 4.019 0.136 43.809 42.022
11.800 -20.468 -0.168 -20.515 -0.143 -20.577 -0.113 -20.613 -0.102 -20.627 -0.104 8.574 0.182 4.029 0.142 43.796 42.010
12.200 -20.436 -0.167 -20.485 -0.142 -20.550 -0.113 -20.589 -0.103 -20.605 -0.105 8.502 0.186 4.037 0.148 43.783 41.998
12.600 -20.404 -0.167 -20.454 -0.142 -20.522 -0.113 -20.564 -0.103 -20.581 -0.106 8.431 0.190 4.044 0.154 43.770 41.985
13.000 -20.371 -0.165 -20.423 -0.140 -20.494 -0.112 -20.539 -0.103 -20.558 -0.105 8.362 0.194 4.050 0.160 43.757 41.972
13.400 -20.338 -0.164 -20.391 -0.139 -20.466 -0.110 -20.513 -0.102 -20.533 -0.105 8.293 0.198 4.054 0.166 43.743 41.958
13.800 -20.304 -0.162 -20.359 -0.137 -20.436 -0.109 -20.487 -0.101 -20.509 -0.104 8.226 0.202 4.057 0.172 43.730 41.944
14.200 -20.269 -0.160 -20.326 -0.134 -20.407 -0.107 -20.460 -0.099 -20.483 -0.103 8.160 0.206 4.060 0.178 43.717 41.930
14.600 -20.235 -0.157 -20.293 -0.132 -20.376 -0.104 -20.433 -0.097 -20.457 -0.101 8.095 0.211 4.061 0.185 43.703 41.915
15.000 -20.200 -0.154 -20.259 -0.128 -20.346 -0.101 -20.405 -0.095 -20.431 -0.099 8.032 0.215 4.061 0.191 43.689 41.900
15.400 -20.165 -0.151 -20.225 -0.125 -20.315 -0.097 -20.377 -0.092 -20.405 -0.097 7.969 0.219 4.061 0.198 43.676 41.885
15.800 -20.129 -0.147 -20.191 -0.121 -20.284 -0.093 -20.349 -0.089 -20.378 -0.094 7.907 0.224 4.060 0.205 43.662 41.871
16.200 -20.093 -0.144 -20.157 -0.116 -20.252 -0.089 -20.320 -0.085 -20.351 -0.092 7.846 0.228 4.058 0.212 43.648 41.856
16.600 -20.058 -0.140 -20.122 -0.112 -20.221 -0.084 -20.291 -0.082 -20.324 -0.089 7.787 0.233 4.056 0.220 43.634 41.840
17.000 -20.022 -0.136 -20.088 -0.107 -20.189 -0.079 -20.262 -0.078 -20.296 -0.086 7.728 0.239 4.053 0.228 43.621 41.825
17.400 -19.986 -0.132 -20.053 -0.102 -20.157 -0.073 -20.233 -0.073 -20.269 -0.082 7.671 0.245 4.049 0.236 43.607 41.810
17.800 -19.951 -0.128 -20.019 -0.097 -20.125 -0.068 -20.204 -0.069 -20.241 -0.079 7.615 0.251 4.044 0.246 43.593 41.795
18.200 -19.915 -0.123 -19.984 -0.092 -20.093 -0.061 -20.175 -0.065 -20.213 -0.076 7.561 0.258 4.038 0.256 43.579 41.779
18.600 -19.880 -0.119 -19.950 -0.087 -20.062 -0.055 -20.146 -0.061 -20.185 -0.073 7.508 0.267 4.030 0.267 43.566 41.763
19.000 -19.845 -0.116 -19.916 -0.081 -20.030 -0.048 -20.116 -0.057 -20.157 -0.070 7.458 0.276 4.020 0.279 43.552 41.745
19.400 -19.811 -0.112 -19.883 -0.077 -19.999 -0.041 -20.087 -0.053 -20.129 -0.068 7.411 0.288 4.008 0.294 43.538 41.725
19.800 -19.777 -0.109 -19.850 -0.072 -19.968 -0.034 -20.058 -0.050 -20.102 -0.066 7.365 0.303 3.994 0.312 43.524 41.700
20.200 -19.744 -0.106 -19.818 -0.069 -19.938 -0.027 -20.030 -0.047 -20.074 -0.065 7.321 0.319 3.978 0.331 43.510 41.667
20.600 -19.712 -0.104 -19.786 -0.066 -19.908 -0.022 -20.002 -0.046 -20.048 -0.064 7.281 0.335 3.959 0.349 43.497 41.626
21.000 -19.680 -0.102 -19.755 -0.064 -19.879 -0.020 -19.975 -0.045 -20.021 -0.063 7.249 0.342 3.938 0.358 43.485 41.593
21.400 -19.649 -0.101 -19.725 -0.064 -19.851 -0.022 -19.948 -0.045 -19.996 -0.063 7.226 0.336 3.914 0.352 43.474 41.590
21.800 -19.619 -0.100 -19.697 -0.064 -19.824 -0.026 -19.922 -0.046 -19.971 -0.063 7.209 0.322 3.889 0.337 43.464 41.600
22.200 -19.590 -0.100 -19.669 -0.066 -19.797 -0.032 -19.897 -0.047 -19.946 -0.063 7.194 0.307 3.865 0.320 43.455 41.605
22.600 -19.563 -0.101 -19.642 -0.068 -19.772 -0.038 -19.873 -0.049 -19.923 -0.064 7.179 0.294 3.841 0.306 43.446 41.604
23.000 -19.536 -0.102 -19.616 -0.071 -19.748 -0.043 -19.850 -0.051 -19.901 -0.065 7.164 0.284 3.819 0.295 43.437 41.599
23.400 -19.511 -0.103 -19.592 -0.074 -19.726 -0.049 -19.829 -0.054 -19.880 -0.066 7.148 0.276 3.800 0.286 43.429 41.592
23.800 -19.486 -0.105 -19.569 -0.077 -19.704 -0.054 -19.808 -0.056 -19.860 -0.067 7.130 0.269 3.783 0.280 43.421 41.585
24.200 -19.463 -0.107 -19.547 -0.080 -19.684 -0.058 -19.789 -0.059 -19.841 -0.068 7.111 0.264 3.770 0.275 43.413 41.577
24.600 -19.441 -0.108 -19.526 -0.084 -19.665 -0.062 -19.771 -0.061 -19.824 -0.069 7.091 0.260 3.760 0.271 43.406 41.569
25.000 -19.420 -0.110 -19.507 -0.086 -19.647 -0.065 -19.754 -0.063 -19.808 -0.071 7.069 0.256 3.753 0.268 43.399 41.560
25.400 -19.400 -0.112 -19.488 -0.089 -19.630 -0.068 -19.739 -0.065 -19.792 -0.072 7.046 0.252 3.750 0.266 43.392 41.552
25.800 -19.381 -0.114 -19.471 -0.092 -19.615 -0.071 -19.724 -0.066 -19.779 -0.073 7.021 0.248 3.749 0.263 43.386 41.544
26.200 -19.363 -0.116 -19.454 -0.094 -19.601 -0.073 -19.711 -0.068 -19.766 -0.073 6.997 0.245 3.752 0.261 43.381 41.535
26.600 -19.347 -0.117 -19.439 -0.096 -19.587 -0.075 -19.699 -0.068 -19.754 -0.074 6.971 0.241 3.756 0.259 43.376 41.527
27.000 -19.331 -0.119 -19.425 -0.098 -19.575 -0.076 -19.688 -0.069 -19.743 -0.074 6.946 0.237 3.763 0.258 43.371 41.519
27.400 -19.316 -0.120 -19.411 -0.099 -19.564 -0.078 -19.678 -0.070 -19.733 -0.075 6.920 0.234 3.771 0.256 43.366 41.511
27.800 -19.301 -0.122 -19.399 -0.101 -19.554 -0.079 -19.668 -0.071 -19.724 -0.076 6.896 0.231 3.780 0.255 43.362 41.504
28.200 -19.288 -0.124 -19.387 -0.103 -19.544 -0.080 -19.660 -0.072 -19.715 -0.076 6.872 0.227 3.790 0.253 43.358 41.498
28.600 -19.276 -0.126 -19.376 -0.105 -19.535 -0.081 -19.652 -0.073 -19.707 -0.077 6.854 0.225 3.794 0.252 43.355 41.491
29.000 -19.264 -0.128 -19.366 -0.107 -19.527 -0.083 -19.644 -0.074 -19.700 -0.078 6.826 0.221 3.810 0.251 43.352 41.485
29.400 -19.253 -0.131 -19.357 -0.109 -19.519 -0.084 -19.637 -0.074 -19.693 -0.079 6.810 0.219 3.815 0.249 43.348 41.479
29.800 -19.243 -0.134 -19.348 -0.112 -19.512 -0.086 -19.631 -0.076 -19.687 -0.080 6.791 0.216 3.824 0.248 43.346 41.473
30.200 -19.233 -0.138 -19.339 -0.114 -19.505 -0.087 -19.625 -0.077 -19.681 -0.081 6.772 0.214 3.833 0.247 43.343 41.467
30.600 -19.224 -0.141 -19.331 -0.117 -19.499 -0.089 -19.619 -0.078 -19.675 -0.082 6.755 0.212 3.842 0.246 43.340 41.462
31.000 -19.215 -0.145 -19.323 -0.120 -19.492 -0.091 -19.613 -0.080 -19.669 -0.084 6.738 0.209 3.849 0.245 43.338 41.457
31.400 -19.206 -0.149 -19.315 -0.124 -19.486 -0.093 -19.607 -0.081 -19.663 -0.086 6.723 0.207 3.855 0.244 43.335 41.453
31.800 -19.197 -0.153 -19.308 -0.127 -19.479 -0.095 -19.601 -0.084 -19.657 -0.088 6.710 0.206 3.858 0.243 43.333 41.450
32.200 -19.188 -0.157 -19.300 -0.131 -19.472 -0.098 -19.594 -0.086 -19.650 -0.091 6.698 0.204 3.860 0.242 43.330 41.448
32.600 -19.180 -0.161 -19.292 -0.134 -19.465 -0.101 -19.587 -0.089 -19.643 -0.094 6.692 0.203 3.854 0.241 43.327 41.446
33.000 -19.171 -0.165 -19.284 -0.138 -19.457 -0.104 -19.580 -0.092 -19.635 -0.098 6.690 0.202 3.843 0.240 43.324 41.444
33.400 -19.162 -0.169 -19.275 -0.141 -19.448 -0.107 -19.571 -0.096 -19.627 -0.101 6.690 0.201 3.827 0.238 43.320 41.441
33.800 -19.153 -0.173 -19.266 -0.145 -19.439 -0.110 -19.562 -0.099 -19.618 -0.105 6.694 0.201 3.807 0.236 43.317 41.439
34.200 -19.143 -0.176 -19.257 -0.148 -19.430 -0.113 -19.552 -0.103 -19.608 -0.108 6.699 0.201 3.784 0.234 43.313 41.436
34.600 -19.134 -0.180 -19.247 -0.151 -19.420 -0.116 -19.542 -0.107 -19.598 -0.112 6.706 0.200 3.759 0.232 43.309 41.433
35.000 -19.124 -0.183 -19.237 -0.154 -19.409 -0.119 -19.530 -0.110 -19.587 -0.116 6.714 0.201 3.731 0.231 43.304 41.429
35.400 -19.113 -0.186 -19.227 -0.157 -19.398 -0.122 -19.519 -0.113 -19.575 -0.119 6.723 0.201 3.701 0.229 43.300 41.426
35.800 -19.103 -0.189 -19.216 -0.159 -19.386 -0.125 -19.507 -0.116 -19.563 -0.122 6.732 0.201 3.671 0.227 43.295 41.422
36.200 -19.092 -0.191 -19.204 -0.161 -19.374 -0.127 -19.494 -0.119 -19.550 -0.125 6.742 0.202 3.639 0.225 43.290 41.418
36.600 -19.080 -0.193 -19.193 -0.163 -19.361 -0.129 -19.481 -0.121 -19.537 -0.128 6.752 0.203 3.607 0.224 43.285 41.413
37.000 -19.069 -0.195 -19.181 -0.164 -19.348 -0.130 -19.468 -0.123 -19.524 -0.130 6.762 0.204 3.575 0.222 43.280 41.409
37.400 -19.057 -0.196 -19.168 -0.165 -19.335 -0.131 -19.454 -0.125 -19.510 -0.132 6.772 0.205 3.542 0.221 43.274 41.404
37.800 -19.045 -0.198 -19.155 -0.166 -19.321 -0.131 -19.440 -0.126 -19.496 -0.133 6.782 0.206 3.510 0.220 43.269 41.399
38.200 -19.032 -0.198 -19.142 -0.166 -19.307 -0.131 -19.426 -0.127 -19.482 -0.134 6.791 0.207 3.478 0.219 43.263 41.394
38.600 -19.019 -0.199 -19.129 -0.166 -19.293 -0.131 -19.411 -0.127 -19.467 -0.135 6.800 0.209 3.446 0.218 43.257 41.388
39.000 -19.006 -0.199 -19.115 -0.165 -19.279 -0.130 -19.396 -0.127 -19.453 -0.136 6.808 0.210 3.414 0.217 43.251 41.383
39.400 -18.993 -0.198 -19.101 -0.164 -19.264 -0.129 -19.381 -0.126 -19.438 -0.136 6.815 0.212 3.383 0.216 43.245 41.378
39.800 -18.979 -0.198 -19.087 -0.163 -19.249 -0.127 -19.366 -0.125 -19.422 -0.136 6.822 0.214 3.353 0.215 43.239 41.373
40.200 -18.965 -0.197 -19.073 -0.161 -19.234 -0.125 -19.351 -0.124 -19.407 -0.135 6.829 0.216 3.323 0.215 43.233 41.367
40.600 -18.951 -0.196 -19.058 -0.159 -19.219 -0.122 -19.335 -0.123 -19.392 -0.135 6.835 0.218 3.294 0.215 43.227 41.362
41.000 -18.936 -0.194 -19.043 -0.156 -19.203 -0.118 -19.320 -0.121 -19.376 -0.134 6.840 0.220 3.265 0.215 43.221 41.356
41.400 -18.922 -0.192 -19.028 -0.153 -19.188 -0.114 -19.304 -0.118 -19.360 -0.132 6.844 0.223 3.237 0.215 43.214 41.351
41.800 -18.907 -0.190 -19.013 -0.150 -19.172 -0.110 -19.288 -0.116 -19.344 -0.131 6.848 0.225 3.209 0.216 43.208 41.344
42.200 -18.892 -0.188 -18.998 -0.146 -19.156 -0.105 -19.272 -0.113 -19.328 -0.129 6.852 0.228 3.181 0.216 43.201 41.338
42.600 -18.877 -0.186 -18.982 -0.143 -19.140 -0.100 -19.256 -0.109 -19.312 -0.127 6.855 0.232 3.154 0.218 43.195 41.331
43.000 -18.862 -0.184 -18.966 -0.139 -19.123 -0.095 -19.239 -0.106 -19.295 -0.126 6.858 0.235 3.126 0.219 43.188 41.324
43.400 -18.846 -0.182 -18.950 -0.135 -19.107 -0.089 -19.223 -0.103 -19.279 -0.124 6.861 0.240 3.099 0.221 43.181 41.316
43.800 -18.831 -0.180 -18.934 -0.131 -19.091 -0.083 -19.206 -0.099 -19.262 -0.122 6.863 0.244 3.072 0.223 43.174 41.307
44.200 -18.815 -0.178 -18.918 -0.127 -19.074 -0.077 -19.189 -0.096 -19.245 -0.121 6.866 0.250 3.045 0.225 43.167 41.298
44.600 -18.799 -0.176 -18.902 -0.124 -19.057 -0.071 -19.172 -0.093 -19.228 -0.119 6.868 0.255 3.018 0.228 43.160 41.287
45.000 -18.783 -0.175 -18.886 -0.122 -19.040 -0.065 -19.155 -0.091 -19.211 -0.118 6.871 0.261 2.990 0.231 43.152 41.276
45.400 -18.767 -0.174 -18.869 -0.119 -19.023 -0.061 -19.138 -0.090 -19.194 -0.118 6.874 0.267 2.963 0.234 43.145 41.265
45.800 -18.751 -0.174 -18.853 -0.118 -19.006 -0.058 -19.121 -0.089 -19.177 -0.118 6.878 0.272 2.935 0.236 43.138 41.254
46.200 -18.735 -0.174 -18.836 -0.118 -18.989 -0.057 -19.104 -0.089 -19.160 -0.118 6.883 0.275 2.907 0.235 43.131 41.245
46.600 -18.719 -0.175 -18.819 -0.119 -18.972 -0.058 -19.086 -0.090 -19.143 -0.119 6.890 0.275 2.879 0.233 43.124 41.240
47.000 -18.702 -0.176 -18.803 -0.120 -18.955 -0.061 -19.069 -0.092 -19.125 -0.121 6.898 0.272 2.851 0.228 43.118 41.239
47.400 -18.686 -0.178 -18.786 -0.123 -18.938 -0.066 -19.052 -0.095 -19.108 -0.123 6.907 0.268 2.823 0.222 43.111 41.238
47.800 -18.670 -0.180 -18.769 -0.126 -18.921 -0.072 -19.034 -0.099 -19.091 -0.126 6.915 0.264 2.795 0.216 43.105 41.238
48.200 -18.653 -0.183 -18.752 -0.131 -18.904 -0.079 -19.017 -0.103 -19.073 -0.129 6.924 0.260 2.768 0.210 43.098 41.237
