"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7457.89 i-7457.89_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-6.000 -21.776 -0.020 -21.787 -0.028 -21.779 -0.026 -21.768 -0.033 -21.718 -0.094 12.620 0.133 3.902 0.063 44.440 42.467
-5.600 -21.776 -0.020 -21.788 -0.028 -21.780 -0.025 -21.770 -0.033 -21.722 -0.094 12.603 0.131 3.911 0.063 44.439 42.464
-5.200 -21.776 -0.021 -21.789 -0.028 -21.781 -0.025 -21.771 -0.033 -21.725 -0.094 12.581 0.131 3.923 0.062 44.439 42.464
-4.800 -21.776 -0.021 -21.789 -0.028 -21.782 -0.025 -21.773 -0.033 -21.729 -0.095 12.553 0.131 3.937 0.063 44.438 42.467
-4.400 -21.775 -0.022 -21.789 -0.028 -21.783 -0.025 -21.774 -0.033 -21.732 -0.095 12.522 0.132 3.952 0.064 44.437 42.471
-4.000 -21.775 -0.023 -21.789 -0.028 -21.784 -0.025 -21.776 -0.033 -21.735 -0.095 12.487 0.134 3.970 0.065 44.436 42.476
-3.600 -21.774 -0.023 -21.789 -0.029 -21.785 -0.026 -21.778 -0.033 -21.738 -0.095 12.450 0.136 3.988 0.067 44.435 42.479
-3.200 -21.773 -0.023 -21.789 -0.029 -21.787 -0.026 -21.779 -0.033 -21.741 -0.095 12.413 0.137 4.007 0.068 44.434 42.481
-2.800 -21.772 -0.023 -21.788 -0.029 -21.788 -0.026 -21.781 -0.033 -21.744 -0.095 12.376 0.138 4.027 0.069 44.433 42.481
-2.400 -21.771 -0.023 -21.788 -0.029 -21.790 -0.026 -21.783 -0.033 -21.747 -0.096 12.339 0.138 4.046 0.070 44.432 42.479
-2.000 -21.771 -0.023 -21.788 -0.029 -21.792 -0.026 -21.785 -0.033 -21.750 -0.096 12.305 0.139 4.064 0.071 44.431 42.476
-1.600 -21.770 -0.022 -21.788 -0.029 -21.793 -0.026 -21.787 -0.033 -21.752 -0.096 12.273 0.139 4.082 0.072 44.430 42.473
-1.200 -21.770 -0.022 -21.788 -0.029 -21.795 -0.026 -21.789 -0.033 -21.755 -0.096 12.244 0.140 4.098 0.073 44.430 42.471
-0.800 -21.770 -0.021 -21.788 -0.029 -21.797 -0.026 -21.791 -0.034 -21.757 -0.097 12.218 0.141 4.113 0.074 44.429 42.470
-0.400 -21.770 -0.021 -21.788 -0.029 -21.799 -0.026 -21.793 -0.034 -21.759 -0.097 12.195 0.142 4.127 0.076 44.429 42.471
-0.000 -21.770 -0.021 -21.789 -0.029 -21.800 -0.026 -21.795 -0.034 -21.761 -0.098 12.175 0.144 4.139 0.077 44.429 42.473
0.400 -21.770 -0.021 -21.789 -0.029 -21.802 -0.026 -21.796 -0.034 -21.763 -0.098 12.156 0.146 4.151 0.079 44.428 42.479
0.800 -21.771 -0.022 -21.789 -0.029 -21.803 -0.026 -21.798 -0.035 -21.764 -0.099 12.137 0.148 4.163 0.080 44.428 42.487
1.200 -21.771 -0.023 -21.789 -0.030 -21.804 -0.027 -21.799 -0.035 -21.766 -0.100 12.116 0.151 4.175 0.082 44.428 42.498
1.600 -21.770 -0.024 -21.789 -0.031 -21.805 -0.028 -21.800 -0.036 -21.767 -0.100 12.094 0.154 4.187 0.084 44.427 42.510
2.000 -21.770 -0.027 -21.788 -0.032 -21.805 -0.029 -21.800 -0.037 -21.768 -0.101 12.070 0.158 4.199 0.086 44.426 42.522
2.400 -21.769 -0.029 -21.788 -0.033 -21.805 -0.030 -21.800 -0.038 -21.768 -0.102 12.047 0.161 4.211 0.088 44.425 42.535
2.800 -21.768 -0.032 -21.786 -0.035 -21.805 -0.032 -21.800 -0.040 -21.769 -0.103 12.023 0.164 4.222 0.090 44.424 42.546
3.200 -21.766 -0.035 -21.785 -0.037 -21.804 -0.034 -21.799 -0.042 -21.769 -0.104 12.000 0.167 4.231 0.091 44.423 42.557
3.600 -21.764 -0.039 -21.783 -0.039 -21.802 -0.036 -21.798 -0.043 -21.769 -0.105 11.976 0.169 4.241 0.093 44.421 42.567
4.000 -21.762 -0.043 -21.781 -0.041 -21.800 -0.037 -21.796 -0.045 -21.768 -0.106 11.957 0.173 4.247 0.095 44.420 42.578
4.400 -21.759 -0.047 -21.778 -0.044 -21.798 -0.039 -21.794 -0.047 -21.767 -0.107 11.935 0.176 4.255 0.097 44.418 42.589
4.800 -21.756 -0.051 -21.775 -0.047 -21.795 -0.041 -21.792 -0.048 -21.766 -0.108 11.918 0.180 4.259 0.099 44.416 42.602
5.200 -21.753 -0.055 -21.772 -0.049 -21.792 -0.043 -21.789 -0.050 -21.765 -0.109 11.900 0.185 4.263 0.101 44.414 42.616
5.600 -21.749 -0.059 -21.769 -0.052 -21.789 -0.044 -21.786 -0.051 -21.763 -0.110 11.882 0.190 4.266 0.104 44.413 42.630
6.000 -21.746 -0.063 -21.765 -0.055 -21.785 -0.046 -21.783 -0.053 -21.761 -0.111 11.866 0.196 4.268 0.107 44.411 42.645
6.400 -21.742 -0.068 -21.761 -0.058 -21.781 -0.047 -21.779 -0.054 -21.759 -0.112 11.850 0.202 4.270 0.110 44.408 42.661
6.800 -21.738 -0.072 -21.757 -0.061 -21.777 -0.048 -21.776 -0.054 -21.757 -0.113 11.832 0.209 4.272 0.114 44.406 42.677
7.200 -21.733 -0.076 -21.753 -0.064 -21.773 -0.048 -21.772 -0.055 -21.755 -0.114 11.817 0.216 4.272 0.118 44.404 42.694
7.600 -21.729 -0.080 -21.748 -0.067 -21.769 -0.048 -21.768 -0.055 -21.752 -0.115 11.801 0.224 4.272 0.121 44.402 42.710
8.000 -21.724 -0.085 -21.743 -0.070 -21.764 -0.048 -21.763 -0.055 -21.749 -0.115 11.786 0.232 4.271 0.126 44.399 42.727
8.400 -21.719 -0.089 -21.738 -0.073 -21.759 -0.048 -21.759 -0.055 -21.746 -0.116 11.770 0.240 4.270 0.130 44.397 42.743
8.800 -21.714 -0.093 -21.733 -0.076 -21.755 -0.047 -21.755 -0.055 -21.743 -0.117 11.753 0.248 4.270 0.134 44.394 42.759
9.200 -21.709 -0.097 -21.728 -0.078 -21.750 -0.046 -21.750 -0.054 -21.740 -0.117 11.736 0.257 4.269 0.138 44.392 42.775
9.600 -21.703 -0.101 -21.723 -0.081 -21.745 -0.045 -21.746 -0.053 -21.737 -0.118 11.718 0.266 4.269 0.143 44.389 42.790
10.000 -21.698 -0.104 -21.718 -0.084 -21.740 -0.043 -21.741 -0.052 -21.733 -0.118 11.698 0.274 4.270 0.147 44.386 42.803
10.400 -21.692 -0.108 -21.712 -0.086 -21.735 -0.042 -21.737 -0.050 -21.730 -0.119 11.677 0.283 4.271 0.152 44.383 42.816
10.800 -21.686 -0.112 -21.707 -0.089 -21.731 -0.040 -21.732 -0.049 -21.727 -0.119 11.654 0.291 4.274 0.156 44.380 42.828
11.200 -21.680 -0.116 -21.701 -0.091 -21.726 -0.038 -21.728 -0.047 -21.723 -0.120 11.628 0.299 4.277 0.160 44.377 42.838
11.600 -21.674 -0.119 -21.695 -0.093 -21.722 -0.035 -21.724 -0.046 -21.720 -0.120 11.599 0.305 4.283 0.164 44.374 42.845
12.000 -21.668 -0.123 -21.690 -0.096 -21.717 -0.033 -21.720 -0.044 -21.716 -0.121 11.567 0.311 4.291 0.167 44.371 42.850
12.400 -21.661 -0.126 -21.684 -0.098 -21.713 -0.031 -21.716 -0.042 -21.712 -0.122 11.531 0.314 4.301 0.170 44.367 42.852
12.800 -21.655 -0.129 -21.678 -0.101 -21.709 -0.029 -21.712 -0.041 -21.708 -0.122 11.505 0.316 4.306 0.172 44.364 42.852
13.200 -21.648 -0.133 -21.671 -0.103 -21.705 -0.027 -21.708 -0.040 -21.704 -0.123 11.449 0.313 4.328 0.172 44.360 42.843
13.600 -21.641 -0.136 -21.665 -0.105 -21.702 -0.026 -21.704 -0.039 -21.700 -0.123 11.405 0.307 4.344 0.171 44.357 42.830
14.000 -21.634 -0.139 -21.658 -0.107 -21.698 -0.024 -21.701 -0.038 -21.696 -0.124 11.360 0.299 4.360 0.168 44.353 42.814
14.400 -21.627 -0.142 -21.652 -0.110 -21.694 -0.024 -21.697 -0.038 -21.691 -0.125 11.317 0.290 4.376 0.164 44.350 42.796
14.800 -21.619 -0.145 -21.645 -0.112 -21.690 -0.023 -21.692 -0.038 -21.686 -0.126 11.278 0.284 4.389 0.162 44.346 42.781
15.200 -21.611 -0.148 -21.637 -0.114 -21.684 -0.023 -21.687 -0.038 -21.681 -0.127 11.242 0.279 4.399 0.161 44.343 42.769
15.600 -21.603 -0.151 -21.630 -0.116 -21.679 -0.023 -21.682 -0.038 -21.676 -0.128 11.210 0.277 4.405 0.161 44.339 42.761
16.000 -21.595 -0.154 -21.622 -0.118 -21.672 -0.023 -21.675 -0.038 -21.670 -0.129 11.182 0.278 4.409 0.162 44.335 42.757
16.400 -21.587 -0.157 -21.614 -0.120 -21.665 -0.023 -21.669 -0.038 -21.664 -0.130 11.156 0.280 4.409 0.164 44.332 42.756
16.800 -21.578 -0.160 -21.606 -0.122 -21.658 -0.023 -21.661 -0.038 -21.658 -0.131 11.134 0.285 4.407 0.167 44.328 42.759
17.200 -21.569 -0.163 -21.597 -0.124 -21.649 -0.023 -21.654 -0.039 -21.651 -0.132 11.114 0.292 4.402 0.171 44.324 42.764
17.600 -21.560 -0.166 -21.588 -0.126 -21.641 -0.023 -21.645 -0.039 -21.644 -0.133 11.097 0.299 4.395 0.176 44.320 42.770
18.000 -21.550 -0.169 -21.578 -0.128 -21.632 -0.024 -21.637 -0.039 -21.637 -0.134 11.081 0.308 4.386 0.181 44.315 42.777
18.400 -21.540 -0.171 -21.569 -0.130 -21.622 -0.024 -21.627 -0.040 -21.629 -0.135 11.068 0.317 4.375 0.187 44.311 42.786
18.800 -21.530 -0.174 -21.559 -0.132 -21.612 -0.025 -21.618 -0.040 -21.621 -0.136 11.056 0.328 4.362 0.192 44.307 42.795
19.200 -21.520 -0.177 -21.549 -0.135 -21.602 -0.025 -21.608 -0.041 -21.613 -0.138 11.045 0.339 4.348 0.199 44.302 42.804
19.600 -21.510 -0.180 -21.538 -0.137 -21.591 -0.026 -21.598 -0.042 -21.605 -0.139 11.036 0.350 4.333 0.205 44.298 42.814
20.000 -21.499 -0.183 -21.527 -0.139 -21.580 -0.028 -21.587 -0.043 -21.596 -0.140 11.028 0.361 4.317 0.211 44.293 42.823
20.400 -21.489 -0.185 -21.517 -0.141 -21.569 -0.030 -21.577 -0.045 -21.588 -0.142 11.020 0.371 4.301 0.216 44.289 42.829
20.800 -21.478 -0.188 -21.506 -0.144 -21.558 -0.032 -21.566 -0.047 -21.579 -0.144 11.012 0.378 4.284 0.220 44.284 42.833
21.200 -21.467 -0.191 -21.495 -0.146 -21.547 -0.035 -21.555 -0.049 -21.569 -0.146 11.004 0.383 4.268 0.222 44.280 42.834
21.600 -21.456 -0.195 -21.483 -0.149 -21.537 -0.039 -21.545 -0.052 -21.560 -0.148 10.996 0.387 4.253 0.224 44.275 42.833
22.000 -21.444 -0.198 -21.472 -0.151 -21.526 -0.043 -21.534 -0.055 -21.551 -0.150 10.986 0.389 4.239 0.225 44.271 42.831
22.400 -21.433 -0.201 -21.461 -0.154 -21.515 -0.047 -21.523 -0.059 -21.542 -0.152 10.975 0.391 4.225 0.226 44.266 42.827
22.800 -21.421 -0.204 -21.449 -0.157 -21.504 -0.052 -21.513 -0.063 -21.532 -0.155 10.963 0.391 4.213 0.227 44.262 42.822
23.200 -21.410 -0.208 -21.437 -0.161 -21.493 -0.058 -21.502 -0.068 -21.523 -0.158 10.949 0.392 4.201 0.227 44.257 42.817
23.600 -21.398 -0.211 -21.426 -0.164 -21.482 -0.064 -21.491 -0.073 -21.513 -0.161 10.934 0.392 4.190 0.228 44.252 42.810
24.000 -21.386 -0.215 -21.414 -0.168 -21.471 -0.070 -21.481 -0.079 -21.503 -0.164 10.917 0.391 4.180 0.228 44.248 42.803
24.400 -21.374 -0.219 -21.402 -0.172 -21.460 -0.077 -21.470 -0.085 -21.494 -0.168 10.900 0.390 4.171 0.228 44.243 42.796
24.800 -21.363 -0.223 -21.391 -0.176 -21.449 -0.084 -21.459 -0.091 -21.484 -0.171 10.882 0.390 4.162 0.229 44.238 42.788
25.200 -21.351 -0.228 -21.379 -0.181 -21.438 -0.091 -21.449 -0.097 -21.474 -0.175 10.864 0.389 4.153 0.229 44.234 42.780
25.600 -21.339 -0.232 -21.367 -0.185 -21.427 -0.098 -21.438 -0.104 -21.465 -0.180 10.845 0.388 4.145 0.229 44.229 42.772
26.000 -21.327 -0.236 -21.355 -0.190 -21.416 -0.105 -21.427 -0.111 -21.455 -0.184 10.826 0.386 4.137 0.229 44.224 42.763
26.400 -21.315 -0.241 -21.343 -0.195 -21.405 -0.113 -21.417 -0.118 -21.445 -0.189 10.807 0.385 4.129 0.229 44.219 42.755
26.800 -21.303 -0.246 -21.332 -0.200 -21.395 -0.120 -21.406 -0.126 -21.436 -0.194 10.787 0.384 4.121 0.229 44.214 42.747
27.200 -21.291 -0.251 -21.320 -0.206 -21.384 -0.128 -21.395 -0.133 -21.426 -0.199 10.768 0.383 4.113 0.229 44.210 42.738
27.600 -21.279 -0.256 -21.308 -0.212 -21.373 -0.136 -21.385 -0.141 -21.416 -0.204 10.749 0.382 4.105 0.230 44.205 42.730
28.000 -21.267 -0.261 -21.296 -0.217 -21.362 -0.144 -21.374 -0.148 -21.406 -0.210 10.730 0.380 4.097 0.230 44.200 42.721
28.400 -21.254 -0.267 -21.284 -0.223 -21.351 -0.152 -21.363 -0.156 -21.397 -0.216 10.711 0.379 4.089 0.230 44.195 42.713
28.800 -21.242 -0.273 -21.272 -0.230 -21.340 -0.160 -21.353 -0.164 -21.387 -0.222 10.692 0.378 4.080 0.230 44.190 42.705
29.200 -21.230 -0.278 -21.261 -0.236 -21.329 -0.169 -21.342 -0.172 -21.377 -0.228 10.673 0.377 4.072 0.230 44.186 42.697
29.600 -21.218 -0.284 -21.249 -0.242 -21.319 -0.177 -21.332 -0.180 -21.367 -0.234 10.654 0.376 4.064 0.230 44.181 42.689
30.000 -21.206 -0.290 -21.237 -0.249 -21.308 -0.185 -21.321 -0.188 -21.358 -0.240 10.636 0.376 4.055 0.230 44.176 42.681
30.400 -21.194 -0.296 -21.225 -0.256 -21.297 -0.194 -21.311 -0.197 -21.348 -0.247 10.617 0.375 4.047 0.230 44.171 42.673
30.800 -21.182 -0.302 -21.213 -0.262 -21.286 -0.202 -21.300 -0.205 -21.338 -0.254 10.599 0.374 4.039 0.230 44.166 42.666
31.200 -21.170 -0.309 -21.201 -0.269 -21.275 -0.210 -21.290 -0.213 -21.329 -0.260 10.581 0.373 4.030 0.230 44.162 42.658
31.600 -21.157 -0.315 -21.190 -0.276 -21.265 -0.219 -21.279 -0.221 -21.319 -0.267 10.562 0.373 4.022 0.230 44.157 42.651
32.000 -21.145 -0.321 -21.178 -0.283 -21.254 -0.227 -21.268 -0.230 -21.309 -0.274 10.544 0.372 4.013 0.231 44.152 42.643
32.400 -21.133 -0.328 -21.166 -0.291 -21.243 -0.236 -21.258 -0.238 -21.300 -0.281 10.526 0.372 4.005 0.231 44.147 42.636
32.800 -21.121 -0.335 -21.154 -0.298 -21.232 -0.244 -21.247 -0.246 -21.290 -0.288 10.508 0.371 3.997 0.231 44.142 42.629
33.200 -21.109 -0.341 -21.142 -0.305 -21.221 -0.253 -21.237 -0.255 -21.280 -0.295 10.490 0.371 3.988 0.231 44.137 42.622
33.600 -21.097 -0.348 -21.130 -0.312 -21.211 -0.261 -21.226 -0.263 -21.271 -0.302 10.472 0.370 3.980 0.231 44.133 42.615
34.000 -21.085 -0.355 -21.119 -0.320 -21.200 -0.270 -21.216 -0.272 -21.261 -0.309 10.454 0.370 3.971 0.232 44.128 42.608
34.400 -21.072 -0.362 -21.107 -0.327 -21.189 -0.278 -21.206 -0.280 -21.251 -0.317 10.436 0.370 3.963 0.232 44.123 42.601
34.800 -21.060 -0.369 -21.095 -0.335 -21.179 -0.287 -21.195 -0.288 -21.242 -0.324 10.418 0.369 3.955 0.232 44.118 42.594
35.200 -21.048 -0.376 -21.083 -0.342 -21.168 -0.295 -21.185 -0.297 -21.232 -0.331 10.400 0.369 3.947 0.232 44.113 42.587
35.600 -21.036 -0.382 -21.072 -0.349 -21.157 -0.303 -21.174 -0.305 -21.223 -0.338 10.382 0.369 3.938 0.233 44.109 42.581
36.000 -21.024 -0.389 -21.060 -0.357 -21.147 -0.312 -21.164 -0.313 -21.213 -0.346 10.365 0.369 3.930 0.233 44.104 42.574
36.400 -21.012 -0.396 -21.048 -0.364 -21.136 -0.320 -21.153 -0.321 -21.204 -0.353 10.347 0.368 3.922 0.233 44.099 42.568
36.800 -21.000 -0.403 -21.036 -0.372 -21.125 -0.328 -21.143 -0.329 -21.194 -0.360 10.329 0.368 3.914 0.233 44.094 42.561
37.200 -20.988 -0.410 -21.025 -0.379 -21.115 -0.336 -21.133 -0.338 -21.185 -0.368 10.311 0.368 3.906 0.234 44.089 42.555
37.600 -20.976 -0.417 -21.013 -0.387 -21.104 -0.345 -21.122 -0.346 -21.175 -0.375 10.294 0.368 3.898 0.234 44.085 42.548
38.000 -20.964 -0.424 -21.001 -0.394 -21.093 -0.353 -21.112 -0.354 -21.166 -0.382 10.276 0.368 3.890 0.234 44.080 42.542
38.400 -20.952 -0.431 -20.990 -0.402 -21.083 -0.361 -21.102 -0.362 -21.156 -0.389 10.258 0.368 3.882 0.235 44.075 42.535
38.800 -20.940 -0.438 -20.978 -0.409 -21.072 -0.369 -21.091 -0.370 -21.147 -0.396 10.241 0.368 3.874 0.235 44.070 42.529
39.200 -20.927 -0.445 -20.966 -0.416 -21.062 -0.377 -21.081 -0.377 -21.137 -0.404 10.223 0.368 3.866 0.235 44.066 42.523
