"Time (MJD)" g-4810.16 g-4810.16_err i-7503.03 i-7503.03_err r-6155.47 r-6155.47_err z-8668.36 z-8668.36_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-23.000 -20.407 -0.175 -20.377 -0.138 -20.286 -0.148 -20.239 -0.214 20.414 0.868 0.999 0.058 44.092 42.860
-22.600 -20.426 -0.169 -20.403 -0.134 -20.315 -0.142 -20.268 -0.208 20.241 0.831 1.023 0.057 44.097 42.846
-22.200 -20.445 -0.164 -20.429 -0.130 -20.345 -0.137 -20.299 -0.203 20.060 0.794 1.048 0.057 44.103 42.830
-21.800 -20.464 -0.160 -20.455 -0.127 -20.375 -0.132 -20.329 -0.197 19.872 0.757 1.074 0.057 44.108 42.814
-21.400 -20.482 -0.156 -20.481 -0.124 -20.406 -0.127 -20.361 -0.193 19.678 0.720 1.102 0.056 44.113 42.797
-21.000 -20.501 -0.153 -20.507 -0.123 -20.437 -0.123 -20.392 -0.188 19.478 0.684 1.132 0.056 44.119 42.779
-20.600 -20.519 -0.151 -20.534 -0.122 -20.468 -0.120 -20.424 -0.184 19.273 0.649 1.163 0.055 44.124 42.761
-20.200 -20.537 -0.150 -20.560 -0.121 -20.500 -0.116 -20.456 -0.180 19.063 0.615 1.196 0.055 44.129 42.743
-19.800 -20.555 -0.149 -20.587 -0.121 -20.531 -0.114 -20.489 -0.177 18.848 0.582 1.231 0.054 44.134 42.723
-19.400 -20.572 -0.149 -20.613 -0.122 -20.563 -0.111 -20.521 -0.173 18.630 0.550 1.267 0.054 44.139 42.704
-19.000 -20.589 -0.149 -20.640 -0.123 -20.595 -0.110 -20.554 -0.171 18.410 0.519 1.305 0.053 44.144 42.684
-18.600 -20.605 -0.150 -20.666 -0.124 -20.628 -0.108 -20.587 -0.168 18.189 0.489 1.345 0.053 44.150 42.663
