"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-52.000 -19.697 -0.113 -19.695 -0.100 -19.689 -0.108 -19.688 -0.119 11.577 0.284 1.698 0.063 43.567 41.982
-51.600 -19.725 -0.110 -19.723 -0.097 -19.718 -0.105 -19.717 -0.115 11.568 0.281 1.722 0.063 43.578 41.989
-51.200 -19.753 -0.108 -19.752 -0.094 -19.748 -0.102 -19.746 -0.112 11.559 0.278 1.747 0.063 43.589 41.996
-50.800 -19.782 -0.105 -19.781 -0.091 -19.777 -0.099 -19.775 -0.109 11.549 0.275 1.773 0.064 43.600 42.003
-50.400 -19.811 -0.103 -19.811 -0.089 -19.807 -0.096 -19.805 -0.106 11.539 0.272 1.799 0.064 43.612 42.009
-50.000 -19.840 -0.101 -19.840 -0.087 -19.836 -0.093 -19.835 -0.103 11.528 0.269 1.827 0.064 43.623 42.015
-49.600 -19.869 -0.099 -19.869 -0.086 -19.866 -0.091 -19.864 -0.101 11.517 0.265 1.854 0.064 43.635 42.021
-49.200 -19.898 -0.098 -19.899 -0.084 -19.896 -0.089 -19.894 -0.099 11.506 0.261 1.883 0.064 43.646 42.027
-48.800 -19.927 -0.097 -19.929 -0.083 -19.927 -0.087 -19.924 -0.097 11.494 0.258 1.911 0.064 43.657 42.032
-48.400 -19.956 -0.096 -19.959 -0.082 -19.957 -0.086 -19.954 -0.095 11.483 0.254 1.941 0.065 43.669 42.038
-48.000 -19.986 -0.095 -19.988 -0.082 -19.987 -0.084 -19.984 -0.094 11.472 0.250 1.971 0.065 43.681 42.043
-47.600 -20.015 -0.094 -20.018 -0.081 -20.017 -0.083 -20.015 -0.092 11.461 0.246 2.001 0.065 43.692 42.048
-47.200 -20.044 -0.094 -20.048 -0.081 -20.048 -0.082 -20.045 -0.091 11.450 0.241 2.032 0.064 43.704 42.053
-46.800 -20.074 -0.094 -20.078 -0.081 -20.078 -0.081 -20.075 -0.090 11.440 0.237 2.062 0.064 43.715 42.058
-46.400 -20.103 -0.093 -20.108 -0.080 -20.108 -0.080 -20.105 -0.089 11.430 0.233 2.094 0.064 43.727 42.063
-46.000 -20.132 -0.093 -20.138 -0.080 -20.138 -0.080 -20.135 -0.088 11.422 0.229 2.125 0.064 43.739 42.068
-45.600 -20.162 -0.093 -20.167 -0.080 -20.168 -0.079 -20.165 -0.087 11.413 0.225 2.157 0.064 43.750 42.072
-45.200 -20.191 -0.093 -20.197 -0.080 -20.198 -0.079 -20.195 -0.087 11.406 0.222 2.189 0.064 43.762 42.077
-44.800 -20.220 -0.093 -20.227 -0.081 -20.228 -0.078 -20.224 -0.086 11.399 0.218 2.221 0.064 43.773 42.081
-44.400 -20.249 -0.093 -20.256 -0.081 -20.258 -0.078 -20.254 -0.086 11.392 0.214 2.253 0.064 43.785 42.086
-44.000 -20.278 -0.093 -20.286 -0.081 -20.288 -0.078 -20.283 -0.085 11.387 0.211 2.286 0.064 43.796 42.090
-43.600 -20.307 -0.093 -20.315 -0.081 -20.317 -0.078 -20.312 -0.085 11.382 0.207 2.318 0.063 43.808 42.095
-43.200 -20.335 -0.093 -20.344 -0.081 -20.346 -0.077 -20.341 -0.085 11.377 0.204 2.351 0.063 43.819 42.099
-42.800 -20.364 -0.093 -20.373 -0.081 -20.375 -0.077 -20.370 -0.084 11.374 0.201 2.383 0.063 43.831 42.104
-42.400 -20.392 -0.093 -20.402 -0.081 -20.404 -0.077 -20.399 -0.084 11.371 0.197 2.416 0.063 43.842 42.109
-42.000 -20.421 -0.093 -20.430 -0.081 -20.433 -0.077 -20.427 -0.084 11.368 0.194 2.449 0.063 43.853 42.113
-41.600 -20.449 -0.092 -20.459 -0.081 -20.461 -0.077 -20.455 -0.084 11.367 0.191 2.481 0.063 43.865 42.118
-41.200 -20.476 -0.092 -20.487 -0.081 -20.489 -0.077 -20.483 -0.084 11.367 0.189 2.514 0.063 43.876 42.123
-40.800 -20.504 -0.092 -20.515 -0.081 -20.517 -0.077 -20.511 -0.084 11.367 0.186 2.546 0.063 43.887 42.127
-40.400 -20.531 -0.092 -20.542 -0.081 -20.545 -0.077 -20.538 -0.083 11.368 0.183 2.578 0.062 43.898 42.132
-40.000 -20.559 -0.091 -20.570 -0.081 -20.572 -0.077 -20.565 -0.083 11.371 0.181 2.609 0.062 43.909 42.137
-39.600 -20.586 -0.091 -20.597 -0.080 -20.599 -0.077 -20.592 -0.083 11.374 0.178 2.641 0.062 43.920 42.141
-39.200 -20.612 -0.091 -20.624 -0.080 -20.625 -0.077 -20.618 -0.083 11.379 0.176 2.672 0.062 43.931 42.146
-38.800 -20.639 -0.090 -20.651 -0.080 -20.651 -0.076 -20.645 -0.083 11.385 0.173 2.702 0.062 43.942 42.151
-38.400 -20.665 -0.090 -20.677 -0.079 -20.677 -0.076 -20.670 -0.083 11.391 0.171 2.732 0.062 43.952 42.156
-38.000 -20.691 -0.089 -20.703 -0.079 -20.703 -0.076 -20.696 -0.082 11.399 0.169 2.762 0.061 43.963 42.161
-37.600 -20.716 -0.089 -20.729 -0.078 -20.728 -0.076 -20.721 -0.082 11.406 0.167 2.792 0.061 43.973 42.165
-37.200 -20.741 -0.088 -20.754 -0.078 -20.753 -0.076 -20.745 -0.082 11.415 0.165 2.821 0.061 43.984 42.170
-36.800 -20.766 -0.087 -20.779 -0.077 -20.777 -0.075 -20.770 -0.082 11.423 0.163 2.850 0.061 43.994 42.175
-36.400 -20.791 -0.087 -20.804 -0.077 -20.802 -0.075 -20.794 -0.081 11.432 0.161 2.879 0.061 44.004 42.180
-36.000 -20.815 -0.086 -20.828 -0.076 -20.825 -0.075 -20.817 -0.081 11.440 0.159 2.908 0.061 44.014 42.185
-35.600 -20.839 -0.085 -20.852 -0.075 -20.849 -0.074 -20.841 -0.080 11.448 0.157 2.937 0.060 44.024 42.189
-35.200 -20.863 -0.084 -20.876 -0.074 -20.872 -0.074 -20.864 -0.080 11.456 0.155 2.965 0.060 44.033 42.194
-34.800 -20.886 -0.084 -20.899 -0.073 -20.895 -0.073 -20.887 -0.079 11.464 0.154 2.994 0.060 44.043 42.199
-34.400 -20.909 -0.083 -20.922 -0.073 -20.917 -0.072 -20.909 -0.079 11.471 0.152 3.023 0.060 44.052 42.203
-34.000 -20.931 -0.082 -20.945 -0.072 -20.940 -0.072 -20.931 -0.078 11.478 0.150 3.051 0.060 44.061 42.208
-33.600 -20.953 -0.081 -20.967 -0.071 -20.961 -0.071 -20.953 -0.078 11.484 0.149 3.080 0.060 44.070 42.213
-33.200 -20.975 -0.080 -20.989 -0.070 -20.983 -0.070 -20.974 -0.077 11.489 0.148 3.108 0.060 44.079 42.217
-32.800 -20.997 -0.079 -21.010 -0.069 -21.004 -0.070 -20.995 -0.076 11.494 0.146 3.137 0.060 44.088 42.222
-32.400 -21.018 -0.078 -21.031 -0.068 -21.025 -0.069 -21.016 -0.075 11.499 0.145 3.165 0.060 44.096 42.227
-32.000 -21.038 -0.077 -21.052 -0.067 -21.045 -0.068 -21.036 -0.075 11.503 0.144 3.194 0.060 44.105 42.231
-31.600 -21.058 -0.075 -21.072 -0.065 -21.065 -0.067 -21.056 -0.074 11.506 0.143 3.222 0.060 44.113 42.236
-31.200 -21.078 -0.074 -21.092 -0.064 -21.085 -0.066 -21.076 -0.073 11.508 0.142 3.251 0.060 44.121 42.241
-30.800 -21.098 -0.073 -21.112 -0.063 -21.104 -0.066 -21.095 -0.072 11.510 0.142 3.279 0.061 44.129 42.246
-30.400 -21.117 -0.072 -21.131 -0.062 -21.124 -0.065 -21.114 -0.071 11.511 0.141 3.308 0.061 44.136 42.251
-30.000 -21.135 -0.071 -21.150 -0.061 -21.142 -0.064 -21.133 -0.071 11.511 0.140 3.336 0.061 44.144 42.256
-29.600 -21.154 -0.070 -21.168 -0.060 -21.161 -0.063 -21.151 -0.070 11.511 0.140 3.365 0.061 44.151 42.262
-29.200 -21.172 -0.069 -21.186 -0.059 -21.178 -0.062 -21.169 -0.069 11.510 0.139 3.393 0.062 44.158 42.267
-28.800 -21.189 -0.067 -21.203 -0.058 -21.196 -0.061 -21.187 -0.068 11.509 0.139 3.421 0.062 44.165 42.272
-28.400 -21.206 -0.066 -21.220 -0.057 -21.213 -0.061 -21.204 -0.067 11.508 0.139 3.449 0.063 44.172 42.277
-28.000 -21.223 -0.065 -21.237 -0.056 -21.230 -0.060 -21.221 -0.066 11.505 0.138 3.476 0.063 44.179 42.283
-27.600 -21.239 -0.064 -21.254 -0.055 -21.247 -0.059 -21.237 -0.066 11.502 0.138 3.504 0.063 44.185 42.288
-27.200 -21.255 -0.063 -21.269 -0.054 -21.263 -0.058 -21.253 -0.065 11.499 0.138 3.531 0.064 44.191 42.293
-26.800 -21.270 -0.062 -21.285 -0.053 -21.278 -0.057 -21.269 -0.064 11.495 0.138 3.559 0.064 44.197 42.298
-26.400 -21.285 -0.061 -21.300 -0.053 -21.294 -0.057 -21.284 -0.063 11.490 0.138 3.586 0.065 44.203 42.303
-26.000 -21.300 -0.060 -21.315 -0.052 -21.309 -0.056 -21.299 -0.062 11.484 0.138 3.613 0.066 44.209 42.308
-25.600 -21.314 -0.059 -21.329 -0.051 -21.323 -0.055 -21.314 -0.062 11.478 0.138 3.640 0.066 44.215 42.313
-25.200 -21.328 -0.058 -21.343 -0.050 -21.338 -0.055 -21.329 -0.061 11.470 0.138 3.668 0.067 44.220 42.318
-24.800 -21.341 -0.057 -21.357 -0.050 -21.352 -0.054 -21.343 -0.060 11.462 0.138 3.695 0.067 44.225 42.323
-24.400 -21.354 -0.057 -21.370 -0.049 -21.365 -0.053 -21.356 -0.060 11.452 0.138 3.722 0.068 44.230 42.328
-24.000 -21.366 -0.056 -21.382 -0.049 -21.378 -0.053 -21.370 -0.059 11.442 0.139 3.750 0.069 44.235 42.333
-23.600 -21.379 -0.055 -21.395 -0.048 -21.391 -0.052 -21.383 -0.059 11.431 0.139 3.777 0.070 44.239 42.339
-23.200 -21.390 -0.055 -21.407 -0.047 -21.404 -0.052 -21.395 -0.058 11.418 0.140 3.805 0.071 44.244 42.344
-22.800 -21.402 -0.054 -21.418 -0.047 -21.416 -0.051 -21.408 -0.058 11.404 0.140 3.833 0.072 44.248 42.349
-22.400 -21.413 -0.053 -21.429 -0.047 -21.428 -0.051 -21.420 -0.057 11.390 0.141 3.861 0.073 44.252 42.355
-22.000 -21.423 -0.053 -21.440 -0.046 -21.440 -0.051 -21.432 -0.057 11.374 0.142 3.888 0.074 44.256 42.361
-21.600 -21.433 -0.053 -21.451 -0.046 -21.451 -0.050 -21.443 -0.057 11.358 0.143 3.916 0.076 44.260 42.366
-21.200 -21.443 -0.052 -21.461 -0.046 -21.462 -0.050 -21.454 -0.057 11.342 0.144 3.944 0.077 44.263 42.371
-20.800 -21.452 -0.052 -21.470 -0.046 -21.473 -0.050 -21.465 -0.057 11.325 0.145 3.971 0.078 44.267 42.377
-20.400 -21.461 -0.052 -21.480 -0.045 -21.483 -0.050 -21.475 -0.056 11.308 0.146 3.998 0.079 44.270 42.382
-20.000 -21.470 -0.052 -21.488 -0.046 -21.493 -0.050 -21.485 -0.057 11.291 0.147 4.024 0.081 44.273 42.386
-19.600 -21.478 -0.052 -21.497 -0.046 -21.502 -0.050 -21.495 -0.057 11.274 0.148 4.050 0.082 44.276 42.390
-19.200 -21.486 -0.052 -21.505 -0.046 -21.511 -0.051 -21.504 -0.057 11.257 0.148 4.076 0.083 44.279 42.394
-18.800 -21.494 -0.052 -21.513 -0.046 -21.520 -0.051 -21.513 -0.057 11.239 0.149 4.101 0.084 44.282 42.397
-18.400 -21.501 -0.052 -21.521 -0.047 -21.528 -0.051 -21.522 -0.057 11.222 0.149 4.126 0.085 44.284 42.400
-18.000 -21.508 -0.053 -21.528 -0.047 -21.536 -0.052 -21.530 -0.057 11.204 0.149 4.151 0.086 44.287 42.403
-17.600 -21.514 -0.053 -21.535 -0.048 -21.544 -0.052 -21.539 -0.058 11.186 0.150 4.175 0.087 44.289 42.406
-17.200 -21.521 -0.054 -21.541 -0.048 -21.552 -0.052 -21.546 -0.058 11.168 0.150 4.199 0.087 44.291 42.409
-16.800 -21.527 -0.054 -21.548 -0.049 -21.559 -0.053 -21.554 -0.058 11.149 0.150 4.223 0.088 44.293 42.411
-16.400 -21.532 -0.055 -21.554 -0.050 -21.566 -0.053 -21.561 -0.059 11.131 0.150 4.246 0.089 44.295 42.414
-16.000 -21.538 -0.056 -21.559 -0.050 -21.572 -0.054 -21.568 -0.059 11.112 0.151 4.270 0.090 44.297 42.416
-15.600 -21.543 -0.056 -21.565 -0.051 -21.579 -0.054 -21.574 -0.059 11.092 0.151 4.293 0.091 44.298 42.419
-15.200 -21.547 -0.057 -21.570 -0.052 -21.585 -0.054 -21.581 -0.059 11.073 0.151 4.316 0.092 44.300 42.421
-14.800 -21.552 -0.058 -21.575 -0.053 -21.591 -0.055 -21.587 -0.060 11.053 0.151 4.338 0.093 44.301 42.423
-14.400 -21.556 -0.058 -21.579 -0.053 -21.596 -0.055 -21.593 -0.060 11.032 0.151 4.361 0.093 44.303 42.424
-14.000 -21.560 -0.059 -21.583 -0.054 -21.602 -0.055 -21.598 -0.060 11.011 0.152 4.383 0.094 44.304 42.426
-13.600 -21.563 -0.059 -21.587 -0.054 -21.607 -0.055 -21.604 -0.060 10.990 0.152 4.406 0.095 44.305 42.427
-13.200 -21.567 -0.060 -21.591 -0.055 -21.612 -0.055 -21.609 -0.060 10.968 0.152 4.428 0.096 44.306 42.429
-12.800 -21.570 -0.060 -21.594 -0.055 -21.616 -0.056 -21.614 -0.060 10.946 0.152 4.450 0.097 44.306 42.430
-12.400 -21.572 -0.061 -21.597 -0.055 -21.620 -0.055 -21.618 -0.060 10.923 0.153 4.472 0.098 44.307 42.431
-12.000 -21.575 -0.061 -21.600 -0.055 -21.625 -0.055 -21.622 -0.060 10.900 0.153 4.493 0.099 44.308 42.432
-11.600 -21.577 -0.061 -21.603 -0.056 -21.628 -0.055 -21.626 -0.060 10.876 0.153 4.515 0.100 44.308 42.433
-11.200 -21.578 -0.061 -21.605 -0.056 -21.632 -0.055 -21.630 -0.060 10.852 0.153 4.537 0.101 44.308 42.433
-10.800 -21.580 -0.061 -21.607 -0.056 -21.635 -0.055 -21.634 -0.059 10.828 0.154 4.558 0.102 44.309 42.434
-10.400 -21.581 -0.061 -21.608 -0.055 -21.638 -0.054 -21.637 -0.059 10.802 0.154 4.579 0.103 44.309 42.434
-10.000 -21.581 -0.061 -21.609 -0.055 -21.640 -0.054 -21.640 -0.058 10.777 0.154 4.601 0.104 44.308 42.435
-9.600 -21.582 -0.061 -21.610 -0.055 -21.643 -0.053 -21.643 -0.058 10.750 0.155 4.622 0.105 44.308 42.435
-9.200 -21.582 -0.061 -21.611 -0.054 -21.645 -0.052 -21.645 -0.057 10.723 0.155 4.643 0.107 44.308 42.435
-8.800 -21.582 -0.060 -21.611 -0.054 -21.647 -0.052 -21.647 -0.056 10.696 0.156 4.664 0.108 44.307 42.435
-8.400 -21.581 -0.060 -21.611 -0.053 -21.648 -0.051 -21.649 -0.056 10.668 0.156 4.684 0.109 44.306 42.435
-8.000 -21.580 -0.059 -21.610 -0.053 -21.649 -0.050 -21.650 -0.055 10.640 0.157 4.705 0.110 44.306 42.435
-7.600 -21.579 -0.059 -21.610 -0.052 -21.650 -0.049 -21.651 -0.054 10.612 0.157 4.725 0.112 44.305 42.435
-7.200 -21.577 -0.058 -21.609 -0.052 -21.651 -0.048 -21.652 -0.053 10.584 0.158 4.744 0.113 44.304 42.435
-6.800 -21.575 -0.058 -21.607 -0.051 -21.651 -0.048 -21.653 -0.053 10.556 0.159 4.763 0.115 44.302 42.435
-6.400 -21.573 -0.057 -21.605 -0.050 -21.651 -0.047 -21.653 -0.052 10.526 0.160 4.782 0.117 44.301 42.434
-6.000 -21.570 -0.057 -21.603 -0.050 -21.650 -0.046 -21.653 -0.052 10.497 0.161 4.800 0.118 44.300 42.434
-5.600 -21.567 -0.056 -21.601 -0.049 -21.650 -0.046 -21.653 -0.051 10.469 0.162 4.817 0.120 44.298 42.433
-5.200 -21.564 -0.056 -21.598 -0.048 -21.649 -0.045 -21.652 -0.051 10.441 0.163 4.834 0.122 44.296 42.433
-4.800 -21.560 -0.055 -21.595 -0.048 -21.647 -0.045 -21.651 -0.050 10.412 0.164 4.850 0.124 44.295 42.432
-4.400 -21.556 -0.055 -21.592 -0.047 -21.645 -0.045 -21.650 -0.050 10.384 0.166 4.866 0.126 44.293 42.431
-4.000 -21.552 -0.055 -21.588 -0.047 -21.643 -0.045 -21.649 -0.050 10.356 0.167 4.881 0.128 44.291 42.430
-3.600 -21.547 -0.054 -21.584 -0.047 -21.641 -0.045 -21.647 -0.050 10.331 0.168 4.893 0.130 44.289 42.429
-3.200 -21.543 -0.054 -21.580 -0.046 -21.639 -0.045 -21.645 -0.050 10.299 0.170 4.910 0.132 44.286 42.427
-2.800 -21.537 -0.054 -21.575 -0.046 -21.636 -0.045 -21.643 -0.050 10.275 0.171 4.921 0.135 44.284 42.426
-2.400 -21.532 -0.054 -21.571 -0.046 -21.633 -0.045 -21.640 -0.050 10.242 0.173 4.938 0.137 44.281 42.425
-2.000 -21.526 -0.055 -21.566 -0.047 -21.630 -0.045 -21.638 -0.050 10.213 0.174 4.952 0.139 44.279 42.424
-1.600 -21.520 -0.055 -21.560 -0.047 -21.626 -0.045 -21.635 -0.051 10.183 0.176 4.966 0.142 44.276 42.423
-1.200 -21.514 -0.055 -21.555 -0.047 -21.622 -0.046 -21.632 -0.051 10.152 0.178 4.980 0.144 44.274 42.422
-0.800 -21.508 -0.056 -21.549 -0.048 -21.619 -0.046 -21.628 -0.051 10.121 0.179 4.994 0.147 44.271 42.421
-0.400 -21.501 -0.056 -21.542 -0.048 -21.614 -0.046 -21.625 -0.051 10.090 0.181 5.008 0.149 44.268 42.420
-0.000 -21.494 -0.057 -21.536 -0.049 -21.610 -0.047 -21.621 -0.052 10.058 0.182 5.023 0.152 44.265 42.419
0.400 -21.487 -0.058 -21.530 -0.049 -21.606 -0.047 -21.617 -0.052 10.024 0.184 5.038 0.154 44.262 42.418
0.800 -21.480 -0.059 -21.523 -0.050 -21.601 -0.048 -21.614 -0.053 9.990 0.185 5.054 0.157 44.258 42.416
