"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-27.000 -20.147 -0.074 -20.145 -0.067 -20.155 -0.077 -20.152 -0.089 10.391 0.293 2.464 0.107 43.703 42.150
-26.600 -20.169 -0.069 -20.167 -0.063 -20.176 -0.072 -20.173 -0.085 10.400 0.293 2.485 0.108 43.712 42.158
-26.200 -20.191 -0.065 -20.189 -0.059 -20.198 -0.069 -20.195 -0.081 10.411 0.293 2.507 0.109 43.721 42.167
-25.800 -20.214 -0.062 -20.211 -0.056 -20.220 -0.065 -20.216 -0.077 10.423 0.292 2.528 0.109 43.730 42.174
-25.400 -20.236 -0.058 -20.234 -0.053 -20.242 -0.063 -20.237 -0.074 10.437 0.292 2.548 0.110 43.740 42.182
-25.000 -20.259 -0.056 -20.256 -0.051 -20.264 -0.060 -20.259 -0.072 10.454 0.290 2.568 0.110 43.749 42.190
-24.600 -20.282 -0.054 -20.279 -0.049 -20.286 -0.058 -20.280 -0.069 10.474 0.288 2.587 0.110 43.759 42.197
-24.200 -20.305 -0.052 -20.302 -0.048 -20.308 -0.057 -20.301 -0.067 10.497 0.285 2.605 0.109 43.769 42.202
-23.800 -20.328 -0.051 -20.325 -0.046 -20.329 -0.055 -20.322 -0.065 10.523 0.280 2.622 0.107 43.779 42.206
-23.400 -20.352 -0.049 -20.349 -0.045 -20.351 -0.054 -20.343 -0.064 10.552 0.275 2.639 0.105 43.789 42.209
-23.000 -20.375 -0.049 -20.372 -0.044 -20.372 -0.053 -20.363 -0.063 10.584 0.268 2.654 0.103 43.799 42.210
-22.600 -20.398 -0.048 -20.396 -0.044 -20.393 -0.053 -20.384 -0.062 10.618 0.261 2.668 0.100 43.809 42.210
-22.200 -20.421 -0.048 -20.419 -0.043 -20.414 -0.052 -20.404 -0.061 10.653 0.253 2.682 0.097 43.820 42.208
-21.800 -20.444 -0.047 -20.442 -0.042 -20.435 -0.052 -20.423 -0.060 10.691 0.244 2.695 0.093 43.830 42.206
-21.400 -20.467 -0.047 -20.465 -0.042 -20.455 -0.052 -20.443 -0.059 10.730 0.235 2.707 0.089 43.840 42.202
-21.000 -20.489 -0.047 -20.487 -0.042 -20.475 -0.051 -20.462 -0.058 10.770 0.225 2.718 0.085 43.850 42.196
-20.600 -20.511 -0.047 -20.510 -0.041 -20.494 -0.051 -20.481 -0.058 10.812 0.215 2.729 0.081 43.860 42.188
-20.200 -20.533 -0.047 -20.532 -0.041 -20.514 -0.051 -20.499 -0.057 10.854 0.204 2.739 0.077 43.870 42.179
-19.800 -20.554 -0.048 -20.553 -0.041 -20.532 -0.051 -20.517 -0.057 10.897 0.193 2.749 0.072 43.880 42.167
-19.400 -20.575 -0.048 -20.574 -0.041 -20.551 -0.051 -20.535 -0.056 10.942 0.182 2.757 0.068 43.890 42.154
-19.000 -20.595 -0.048 -20.595 -0.041 -20.568 -0.051 -20.552 -0.056 10.987 0.171 2.765 0.064 43.900 42.139
