"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-30.000 -19.366 -0.042 -19.922 -0.045 -19.887 -0.061 -19.714 -0.081 10.079 0.715 2.259 0.323 43.574 42.344
-29.600 -19.433 -0.039 -19.991 -0.034 -19.952 -0.051 -19.776 -0.070 10.110 0.803 2.328 0.363 43.606 42.410
-29.200 -19.500 -0.040 -20.060 -0.024 -20.016 -0.041 -19.837 -0.059 10.235 0.970 2.370 0.421 43.643 42.499
-28.800 -19.567 -0.043 -20.128 -0.015 -20.079 -0.032 -19.897 -0.048 10.574 1.234 2.342 0.483 43.689 42.614
-28.400 -19.634 -0.048 -20.193 -0.010 -20.141 -0.025 -19.958 -0.039 11.166 1.473 2.223 0.488 43.738 42.755
-28.000 -19.701 -0.054 -20.257 -0.014 -20.203 -0.020 -20.017 -0.030 11.573 1.478 2.136 0.425 43.766 42.877
-27.600 -19.767 -0.060 -20.319 -0.021 -20.263 -0.020 -20.075 -0.023 11.728 1.447 2.120 0.382 43.782 42.957
-27.200 -19.833 -0.066 -20.379 -0.030 -20.321 -0.024 -20.132 -0.020 11.812 1.413 2.131 0.356 43.799 43.002
-26.800 -19.899 -0.072 -20.437 -0.037 -20.378 -0.030 -20.188 -0.021 11.745 1.342 2.193 0.347 43.814 43.004
-26.400 -19.963 -0.077 -20.493 -0.045 -20.434 -0.036 -20.242 -0.026 11.632 1.271 2.278 0.352 43.831 42.991
-26.000 -20.027 -0.082 -20.548 -0.051 -20.488 -0.043 -20.295 -0.032 11.545 1.213 2.362 0.358 43.849 42.980
-25.600 -20.090 -0.086 -20.601 -0.057 -20.540 -0.049 -20.346 -0.039 11.492 1.166 2.438 0.364 43.868 42.973
-25.200 -20.152 -0.090 -20.652 -0.062 -20.591 -0.054 -20.395 -0.045 11.469 1.127 2.505 0.368 43.889 42.971
-24.800 -20.213 -0.093 -20.702 -0.067 -20.640 -0.059 -20.443 -0.051 11.469 1.095 2.565 0.370 43.909 42.973
-24.400 -20.273 -0.095 -20.750 -0.071 -20.688 -0.063 -20.490 -0.056 11.486 1.068 2.619 0.371 43.930 42.977
-24.000 -20.332 -0.097 -20.797 -0.075 -20.733 -0.067 -20.535 -0.060 11.516 1.044 2.668 0.370 43.950 42.983
-23.600 -20.389 -0.099 -20.842 -0.077 -20.777 -0.070 -20.579 -0.064 11.556 1.022 2.712 0.368 43.971 42.991
