"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-50.000 -20.188 -0.114 -20.142 -0.098 -20.014 -0.101 -19.987 -0.113 16.330 0.271 1.262 0.026 43.907 42.325
-49.600 -20.229 -0.111 -20.184 -0.094 -20.056 -0.098 -20.029 -0.109 16.309 0.263 1.288 0.025 43.923 42.327
-49.200 -20.270 -0.108 -20.226 -0.092 -20.098 -0.095 -20.072 -0.106 16.282 0.254 1.316 0.025 43.938 42.328
-48.800 -20.311 -0.106 -20.268 -0.089 -20.141 -0.093 -20.114 -0.104 16.251 0.245 1.345 0.025 43.954 42.328
-48.400 -20.353 -0.103 -20.310 -0.088 -20.184 -0.091 -20.157 -0.102 16.216 0.236 1.375 0.025 43.969 42.327
-48.000 -20.394 -0.102 -20.352 -0.086 -20.227 -0.089 -20.200 -0.100 16.176 0.227 1.407 0.024 43.985 42.326
-47.600 -20.435 -0.100 -20.394 -0.085 -20.270 -0.088 -20.243 -0.099 16.132 0.218 1.439 0.024 44.000 42.323
-47.200 -20.476 -0.099 -20.436 -0.084 -20.313 -0.088 -20.286 -0.098 16.084 0.209 1.473 0.024 44.015 42.319
-46.800 -20.517 -0.098 -20.478 -0.084 -20.357 -0.087 -20.329 -0.097 16.033 0.200 1.508 0.023 44.030 42.314
-46.400 -20.558 -0.097 -20.520 -0.083 -20.400 -0.087 -20.372 -0.096 15.979 0.191 1.544 0.023 44.044 42.308
-46.000 -20.598 -0.096 -20.562 -0.083 -20.442 -0.086 -20.414 -0.096 15.923 0.182 1.581 0.023 44.059 42.302
-45.600 -20.638 -0.095 -20.603 -0.083 -20.485 -0.086 -20.457 -0.096 15.865 0.174 1.619 0.022 44.073 42.296
-45.200 -20.678 -0.095 -20.644 -0.083 -20.527 -0.086 -20.499 -0.095 15.805 0.166 1.658 0.022 44.087 42.290
-44.800 -20.717 -0.094 -20.684 -0.082 -20.569 -0.086 -20.541 -0.095 15.743 0.159 1.698 0.022 44.101 42.283
-44.400 -20.756 -0.093 -20.724 -0.082 -20.611 -0.086 -20.582 -0.094 15.679 0.152 1.738 0.021 44.114 42.277
-44.000 -20.794 -0.092 -20.763 -0.081 -20.652 -0.085 -20.623 -0.094 15.614 0.146 1.780 0.021 44.128 42.272
-43.600 -20.832 -0.091 -20.802 -0.081 -20.693 -0.085 -20.664 -0.093 15.547 0.140 1.822 0.021 44.141 42.267
-43.200 -20.869 -0.091 -20.840 -0.080 -20.733 -0.085 -20.704 -0.093 15.479 0.135 1.866 0.021 44.153 42.263
-42.800 -20.906 -0.090 -20.878 -0.080 -20.772 -0.084 -20.743 -0.092 15.411 0.131 1.909 0.021 44.166 42.261
-42.400 -20.941 -0.088 -20.914 -0.079 -20.811 -0.083 -20.782 -0.091 15.342 0.127 1.954 0.021 44.178 42.260
-42.000 -20.976 -0.087 -20.950 -0.078 -20.849 -0.082 -20.820 -0.090 15.273 0.124 1.999 0.021 44.190 42.262
-41.600 -21.010 -0.086 -20.986 -0.077 -20.886 -0.081 -20.857 -0.089 15.204 0.122 2.044 0.021 44.202 42.266
-41.200 -21.044 -0.085 -21.020 -0.075 -20.922 -0.080 -20.894 -0.088 15.136 0.121 2.089 0.022 44.213 42.273
-40.800 -21.076 -0.083 -21.053 -0.074 -20.958 -0.079 -20.929 -0.087 15.067 0.121 2.135 0.022 44.224 42.282
-40.400 -21.108 -0.081 -21.086 -0.073 -20.992 -0.078 -20.964 -0.085 14.998 0.121 2.181 0.023 44.234 42.293
-40.000 -21.139 -0.080 -21.117 -0.071 -21.026 -0.076 -20.998 -0.084 14.929 0.123 2.227 0.024 44.244 42.307
-39.600 -21.168 -0.078 -21.148 -0.069 -21.059 -0.074 -21.031 -0.082 14.860 0.124 2.273 0.025 44.254 42.322
-39.200 -21.197 -0.076 -21.178 -0.068 -21.091 -0.073 -21.063 -0.081 14.792 0.127 2.320 0.026 44.264 42.339
-38.800 -21.225 -0.075 -21.206 -0.066 -21.122 -0.071 -21.094 -0.079 14.725 0.130 2.366 0.028 44.273 42.357
-38.400 -21.252 -0.073 -21.234 -0.064 -21.151 -0.069 -21.124 -0.077 14.659 0.133 2.411 0.029 44.282 42.377
-38.000 -21.278 -0.071 -21.260 -0.063 -21.180 -0.067 -21.153 -0.076 14.595 0.137 2.456 0.031 44.290 42.397
-37.600 -21.303 -0.069 -21.286 -0.061 -21.208 -0.066 -21.181 -0.074 14.535 0.142 2.500 0.033 44.298 42.418
-37.200 -21.327 -0.068 -21.310 -0.059 -21.234 -0.064 -21.208 -0.072 14.478 0.146 2.543 0.035 44.306 42.438
-36.800 -21.350 -0.066 -21.334 -0.058 -21.260 -0.062 -21.234 -0.071 14.424 0.150 2.584 0.036 44.314 42.456
-36.400 -21.372 -0.065 -21.357 -0.056 -21.284 -0.061 -21.258 -0.069 14.375 0.153 2.624 0.038 44.321 42.472
-36.000 -21.394 -0.064 -21.378 -0.055 -21.307 -0.059 -21.282 -0.068 14.331 0.155 2.663 0.039 44.329 42.485
-35.600 -21.414 -0.062 -21.399 -0.054 -21.329 -0.058 -21.304 -0.066 14.291 0.157 2.699 0.040 44.336 42.498
-35.200 -21.434 -0.061 -21.419 -0.053 -21.350 -0.057 -21.326 -0.065 14.256 0.159 2.734 0.042 44.342 42.510
-34.800 -21.452 -0.060 -21.438 -0.052 -21.370 -0.056 -21.346 -0.064 14.225 0.162 2.766 0.043 44.349 42.522
-34.400 -21.470 -0.059 -21.456 -0.051 -21.389 -0.055 -21.365 -0.063 14.196 0.164 2.798 0.044 44.355 42.535
-34.000 -21.487 -0.059 -21.473 -0.050 -21.407 -0.054 -21.384 -0.062 14.169 0.168 2.828 0.046 44.361 42.549
-33.600 -21.503 -0.058 -21.489 -0.050 -21.424 -0.053 -21.401 -0.062 14.143 0.171 2.856 0.048 44.367 42.564
-33.200 -21.518 -0.057 -21.504 -0.049 -21.440 -0.053 -21.418 -0.061 14.117 0.176 2.884 0.049 44.372 42.579
