"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-32.000 -20.922 -0.081 -20.920 -0.081 -20.847 -0.070 -20.732 -0.065 -20.671 -0.067 -20.641 -0.070 -20.594 -0.076 -20.414 -0.113 18.901 0.047 1.499 0.004 44.311 41.997
-31.600 -20.953 -0.077 -20.952 -0.077 -20.880 -0.066 -20.764 -0.061 -20.703 -0.064 -20.673 -0.067 -20.626 -0.073 -20.444 -0.110 18.919 0.038 1.520 0.003 44.324 41.913
-31.200 -20.985 -0.074 -20.984 -0.074 -20.912 -0.063 -20.797 -0.058 -20.735 -0.061 -20.706 -0.064 -20.658 -0.070 -20.474 -0.108 18.930 0.035 1.542 0.003 44.338 41.891
-30.800 -21.018 -0.071 -21.016 -0.071 -20.944 -0.060 -20.830 -0.056 -20.768 -0.059 -20.738 -0.062 -20.690 -0.068 -20.505 -0.106 18.936 0.041 1.564 0.004 44.351 41.972
-30.400 -21.050 -0.069 -21.048 -0.068 -20.977 -0.058 -20.862 -0.054 -20.801 -0.057 -20.770 -0.060 -20.722 -0.066 -20.535 -0.104 18.938 0.053 1.588 0.005 44.364 42.096
-30.000 -21.082 -0.067 -21.080 -0.066 -21.009 -0.056 -20.895 -0.052 -20.833 -0.056 -20.803 -0.059 -20.755 -0.065 -20.566 -0.103 18.936 0.067 1.612 0.006 44.377 42.214
-29.600 -21.113 -0.065 -21.112 -0.065 -21.041 -0.055 -20.928 -0.051 -20.866 -0.055 -20.835 -0.058 -20.787 -0.064 -20.596 -0.102 18.934 0.083 1.636 0.007 44.389 42.314
-29.200 -21.145 -0.064 -21.143 -0.063 -21.074 -0.054 -20.960 -0.051 -20.898 -0.055 -20.868 -0.058 -20.819 -0.064 -20.627 -0.101 18.932 0.097 1.660 0.009 44.402 42.398
-28.800 -21.177 -0.063 -21.175 -0.062 -21.105 -0.053 -20.992 -0.051 -20.930 -0.055 -20.899 -0.058 -20.850 -0.064 -20.657 -0.101 18.932 0.111 1.685 0.010 44.415 42.468
-28.400 -21.208 -0.062 -21.206 -0.062 -21.137 -0.053 -21.024 -0.051 -20.962 -0.055 -20.931 -0.058 -20.882 -0.064 -20.688 -0.100 18.936 0.123 1.709 0.012 44.428 42.526
-28.000 -21.239 -0.062 -21.237 -0.062 -21.168 -0.053 -21.055 -0.051 -20.993 -0.055 -20.962 -0.058 -20.913 -0.064 -20.718 -0.100 18.943 0.134 1.733 0.013 44.440 42.575
-27.600 -21.270 -0.062 -21.268 -0.061 -21.199 -0.053 -21.086 -0.052 -21.024 -0.056 -20.993 -0.059 -20.943 -0.064 -20.747 -0.100 18.953 0.144 1.757 0.014 44.453 42.616
-27.200 -21.300 -0.062 -21.298 -0.062 -21.230 -0.053 -21.117 -0.052 -21.054 -0.056 -21.023 -0.059 -20.974 -0.065 -20.777 -0.100 18.966 0.152 1.780 0.015 44.466 42.653
-26.800 -21.330 -0.062 -21.328 -0.062 -21.260 -0.054 -21.147 -0.053 -21.084 -0.057 -21.053 -0.060 -21.003 -0.065 -20.806 -0.100 18.978 0.159 1.804 0.016 44.478 42.685
-26.400 -21.359 -0.063 -21.358 -0.062 -21.290 -0.055 -21.177 -0.054 -21.114 -0.058 -21.083 -0.060 -21.033 -0.066 -20.835 -0.100 18.991 0.165 1.827 0.017 44.491 42.713
-26.000 -21.388 -0.063 -21.387 -0.063 -21.319 -0.055 -21.206 -0.055 -21.143 -0.058 -21.111 -0.061 -21.062 -0.066 -20.863 -0.100 19.001 0.170 1.851 0.017 44.503 42.738
-25.600 -21.417 -0.064 -21.415 -0.063 -21.348 -0.056 -21.234 -0.055 -21.171 -0.059 -21.140 -0.062 -21.090 -0.067 -20.891 -0.100 19.010 0.174 1.874 0.018 44.514 42.760
-25.200 -21.445 -0.064 -21.443 -0.064 -21.376 -0.057 -21.262 -0.056 -21.199 -0.059 -21.168 -0.062 -21.118 -0.067 -20.919 -0.100 19.014 0.177 1.898 0.018 44.526 42.779
-24.800 -21.472 -0.065 -21.471 -0.064 -21.403 -0.057 -21.290 -0.056 -21.227 -0.060 -21.196 -0.062 -21.145 -0.068 -20.947 -0.100 19.015 0.179 1.922 0.019 44.537 42.795
-24.400 -21.499 -0.065 -21.498 -0.065 -21.430 -0.058 -21.317 -0.057 -21.254 -0.060 -21.223 -0.063 -21.173 -0.068 -20.974 -0.100 19.012 0.180 1.947 0.019 44.547 42.810
-24.000 -21.526 -0.065 -21.524 -0.065 -21.457 -0.058 -21.343 -0.057 -21.280 -0.060 -21.249 -0.063 -21.199 -0.068 -21.000 -0.100 19.005 0.181 1.971 0.020 44.558 42.822
-23.600 -21.551 -0.066 -21.550 -0.065 -21.483 -0.058 -21.369 -0.057 -21.306 -0.060 -21.275 -0.062 -21.225 -0.067 -21.026 -0.100 18.994 0.181 1.996 0.020 44.568 42.832
-23.200 -21.577 -0.066 -21.575 -0.065 -21.508 -0.058 -21.395 -0.057 -21.332 -0.060 -21.301 -0.062 -21.251 -0.067 -21.052 -0.099 18.979 0.180 2.021 0.020 44.577 42.840
-22.800 -21.601 -0.066 -21.600 -0.065 -21.533 -0.058 -21.420 -0.056 -21.357 -0.059 -21.326 -0.062 -21.276 -0.067 -21.078 -0.099 18.961 0.179 2.047 0.020 44.586 42.846
-22.400 -21.626 -0.065 -21.624 -0.065 -21.557 -0.058 -21.444 -0.056 -21.382 -0.059 -21.351 -0.061 -21.301 -0.066 -21.103 -0.098 18.939 0.177 2.073 0.020 44.595 42.851
-22.000 -21.649 -0.065 -21.648 -0.065 -21.581 -0.057 -21.468 -0.055 -21.406 -0.058 -21.375 -0.060 -21.325 -0.065 -21.127 -0.098 18.914 0.175 2.098 0.020 44.604 42.854
