"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-21.600 -21.673 -0.065 -21.671 -0.064 -21.604 -0.057 -21.492 -0.054 -21.429 -0.057 -21.399 -0.059 -21.349 -0.064 -21.151 -0.097 18.886 0.172 2.125 0.020 44.612 42.856
-21.200 -21.695 -0.064 -21.694 -0.064 -21.627 -0.056 -21.515 -0.053 -21.453 -0.055 -21.422 -0.058 -21.373 -0.063 -21.175 -0.096 18.855 0.169 2.151 0.020 44.620 42.857
-20.800 -21.717 -0.063 -21.716 -0.063 -21.649 -0.054 -21.537 -0.051 -21.475 -0.054 -21.445 -0.056 -21.396 -0.062 -21.198 -0.096 18.822 0.166 2.178 0.020 44.627 42.857
-20.400 -21.739 -0.062 -21.738 -0.062 -21.671 -0.053 -21.559 -0.049 -21.498 -0.052 -21.467 -0.055 -21.418 -0.060 -21.221 -0.095 18.785 0.163 2.204 0.020 44.635 42.856
-20.000 -21.760 -0.061 -21.759 -0.060 -21.692 -0.052 -21.581 -0.048 -21.519 -0.050 -21.489 -0.053 -21.440 -0.059 -21.243 -0.094 18.746 0.159 2.231 0.020 44.642 42.854
-19.600 -21.781 -0.059 -21.779 -0.059 -21.713 -0.050 -21.602 -0.045 -21.541 -0.048 -21.510 -0.051 -21.462 -0.057 -21.265 -0.093 18.705 0.156 2.258 0.020 44.648 42.852
-19.200 -21.801 -0.058 -21.800 -0.058 -21.733 -0.048 -21.622 -0.043 -21.561 -0.046 -21.531 -0.049 -21.483 -0.055 -21.287 -0.092 18.663 0.152 2.285 0.020 44.655 42.849
-18.800 -21.821 -0.057 -21.819 -0.056 -21.753 -0.046 -21.642 -0.041 -21.582 -0.044 -21.552 -0.047 -21.504 -0.053 -21.307 -0.091 18.619 0.149 2.312 0.019 44.661 42.846
-18.400 -21.840 -0.055 -21.838 -0.055 -21.772 -0.045 -21.662 -0.038 -21.602 -0.041 -21.572 -0.044 -21.524 -0.051 -21.328 -0.090 18.575 0.145 2.339 0.019 44.667 42.842
-18.000 -21.859 -0.054 -21.857 -0.054 -21.791 -0.043 -21.681 -0.036 -21.621 -0.039 -21.591 -0.042 -21.544 -0.049 -21.348 -0.088 18.530 0.142 2.366 0.019 44.672 42.840
-17.600 -21.877 -0.053 -21.875 -0.052 -21.809 -0.041 -21.699 -0.033 -21.640 -0.036 -21.610 -0.040 -21.563 -0.047 -21.367 -0.087 18.485 0.140 2.393 0.019 44.678 42.838
-17.200 -21.894 -0.051 -21.893 -0.051 -21.827 -0.039 -21.718 -0.030 -21.658 -0.034 -21.629 -0.037 -21.582 -0.045 -21.386 -0.086 18.441 0.138 2.419 0.019 44.683 42.837
-16.800 -21.912 -0.050 -21.910 -0.050 -21.844 -0.037 -21.735 -0.027 -21.676 -0.031 -21.647 -0.035 -21.600 -0.043 -21.404 -0.085 18.398 0.136 2.445 0.019 44.688 42.839
-16.400 -21.928 -0.049 -21.927 -0.049 -21.861 -0.036 -21.752 -0.025 -21.694 -0.029 -21.665 -0.033 -21.618 -0.042 -21.422 -0.084 18.357 0.136 2.470 0.019 44.693 42.844
-16.000 -21.945 -0.048 -21.943 -0.048 -21.877 -0.035 -21.769 -0.023 -21.710 -0.027 -21.682 -0.032 -21.635 -0.040 -21.439 -0.083 18.319 0.136 2.495 0.019 44.698 42.851
-15.600 -21.960 -0.048 -21.959 -0.047 -21.893 -0.034 -21.785 -0.021 -21.727 -0.026 -21.698 -0.030 -21.651 -0.039 -21.455 -0.083 18.284 0.138 2.518 0.020 44.703 42.862
-15.200 -21.976 -0.047 -21.974 -0.047 -21.908 -0.034 -21.801 -0.021 -21.743 -0.025 -21.714 -0.030 -21.667 -0.039 -21.471 -0.082 18.254 0.141 2.541 0.021 44.708 42.876
-14.800 -21.991 -0.047 -21.989 -0.046 -21.923 -0.033 -21.816 -0.021 -21.758 -0.025 -21.730 -0.029 -21.683 -0.038 -21.486 -0.081 18.230 0.144 2.563 0.021 44.713 42.892
-14.400 -22.005 -0.046 -22.003 -0.046 -21.938 -0.033 -21.831 -0.022 -21.773 -0.025 -21.745 -0.030 -21.698 -0.038 -21.501 -0.081 18.215 0.148 2.583 0.022 44.719 42.909
-14.000 -22.019 -0.046 -22.017 -0.046 -21.952 -0.034 -21.846 -0.023 -21.788 -0.026 -21.759 -0.030 -21.712 -0.038 -21.515 -0.080 18.209 0.152 2.600 0.023 44.724 42.925
-13.600 -22.032 -0.046 -22.031 -0.045 -21.966 -0.034 -21.859 -0.025 -21.801 -0.028 -21.772 -0.031 -21.725 -0.039 -21.528 -0.080 18.215 0.155 2.616 0.023 44.730 42.937
-13.200 -22.045 -0.045 -22.043 -0.045 -21.979 -0.034 -21.872 -0.026 -21.814 -0.029 -21.785 -0.033 -21.738 -0.040 -21.541 -0.079 18.232 0.156 2.628 0.024 44.735 42.945
-12.800 -22.057 -0.045 -22.056 -0.044 -21.991 -0.035 -21.885 -0.028 -21.826 -0.031 -21.797 -0.034 -21.749 -0.041 -21.552 -0.079 18.258 0.155 2.639 0.024 44.741 42.948
-12.400 -22.069 -0.044 -22.068 -0.044 -22.003 -0.035 -21.896 -0.030 -21.837 -0.033 -21.808 -0.036 -21.760 -0.042 -21.564 -0.079 18.292 0.153 2.648 0.024 44.748 42.947
-12.000 -22.080 -0.043 -22.079 -0.043 -22.014 -0.035 -21.907 -0.032 -21.848 -0.034 -21.818 -0.037 -21.770 -0.043 -21.574 -0.079 18.329 0.150 2.655 0.023 44.753 42.942
-11.600 -22.091 -0.043 -22.089 -0.042 -22.025 -0.035 -21.917 -0.033 -21.858 -0.036 -21.828 -0.038 -21.780 -0.044 -21.584 -0.078 18.369 0.145 2.661 0.022 44.759 42.933
-11.200 -22.101 -0.042 -22.099 -0.041 -22.035 -0.035 -21.927 -0.034 -21.867 -0.037 -21.837 -0.040 -21.789 -0.045 -21.594 -0.078 18.409 0.140 2.666 0.022 44.765 42.920
-10.800 -22.110 -0.041 -22.109 -0.040 -22.044 -0.035 -21.936 -0.035 -21.875 -0.038 -21.845 -0.041 -21.797 -0.046 -21.603 -0.078 18.449 0.134 2.671 0.021 44.770 42.904
-10.400 -22.119 -0.040 -22.118 -0.039 -22.053 -0.035 -21.944 -0.036 -21.883 -0.039 -21.853 -0.042 -21.805 -0.047 -21.611 -0.078 18.485 0.127 2.676 0.020 44.775 42.886
-10.000 -22.128 -0.038 -22.126 -0.038 -22.061 -0.034 -21.952 -0.037 -21.891 -0.040 -21.860 -0.042 -21.812 -0.047 -21.619 -0.077 18.517 0.121 2.680 0.019 44.779 42.865
-9.600 -22.135 -0.037 -22.134 -0.037 -22.069 -0.034 -21.959 -0.037 -21.898 -0.041 -21.867 -0.043 -21.819 -0.048 -21.627 -0.077 18.543 0.114 2.685 0.018 44.784 42.842
-9.200 -22.142 -0.036 -22.141 -0.036 -22.076 -0.033 -21.965 -0.038 -21.904 -0.041 -21.874 -0.044 -21.826 -0.048 -21.634 -0.076 18.561 0.107 2.691 0.017 44.787 42.817
-8.800 -22.149 -0.035 -22.147 -0.035 -22.082 -0.033 -21.972 -0.038 -21.910 -0.042 -21.880 -0.044 -21.832 -0.048 -21.641 -0.076 18.572 0.100 2.697 0.016 44.790 42.792
-8.400 -22.155 -0.034 -22.153 -0.034 -22.088 -0.033 -21.977 -0.038 -21.916 -0.042 -21.885 -0.044 -21.837 -0.048 -21.648 -0.075 18.575 0.094 2.704 0.015 44.792 42.766
-8.000 -22.160 -0.034 -22.158 -0.034 -22.093 -0.032 -21.982 -0.038 -21.921 -0.042 -21.891 -0.044 -21.843 -0.048 -21.654 -0.074 18.567 0.089 2.711 0.014 44.794 42.740
-7.600 -22.165 -0.034 -22.163 -0.034 -22.098 -0.032 -21.987 -0.038 -21.926 -0.042 -21.896 -0.044 -21.848 -0.048 -21.660 -0.073 18.550 0.083 2.720 0.013 44.795 42.714
-7.200 -22.169 -0.034 -22.167 -0.034 -22.102 -0.032 -21.992 -0.038 -21.930 -0.041 -21.900 -0.043 -21.853 -0.047 -21.666 -0.072 18.524 0.078 2.730 0.012 44.796 42.688
-6.800 -22.172 -0.034 -22.171 -0.034 -22.106 -0.032 -21.996 -0.037 -21.935 -0.041 -21.905 -0.043 -21.857 -0.047 -21.671 -0.071 18.489 0.073 2.741 0.012 44.796 42.661
-6.400 -22.175 -0.034 -22.174 -0.034 -22.110 -0.032 -22.000 -0.037 -21.939 -0.040 -21.909 -0.042 -21.861 -0.046 -21.676 -0.070 18.445 0.069 2.752 0.011 44.796 42.633
-6.000 -22.178 -0.035 -22.177 -0.035 -22.113 -0.032 -22.003 -0.037 -21.942 -0.040 -21.913 -0.042 -21.865 -0.045 -21.681 -0.069 18.392 0.064 2.765 0.010 44.795 42.604
-5.600 -22.180 -0.035 -22.179 -0.035 -22.115 -0.032 -22.006 -0.036 -21.946 -0.039 -21.916 -0.041 -21.869 -0.044 -21.686 -0.067 18.332 0.060 2.779 0.010 44.793 42.574
-5.200 -22.182 -0.035 -22.181 -0.035 -22.117 -0.032 -22.009 -0.036 -21.949 -0.038 -21.920 -0.040 -21.873 -0.043 -21.691 -0.066 18.263 0.056 2.794 0.009 44.791 42.545
-4.800 -22.184 -0.035 -22.182 -0.035 -22.120 -0.032 -22.012 -0.035 -21.953 -0.038 -21.923 -0.039 -21.877 -0.042 -21.696 -0.064 18.187 0.053 2.810 0.009 44.789 42.519
-4.400 -22.185 -0.035 -22.184 -0.035 -22.121 -0.032 -22.015 -0.035 -21.956 -0.037 -21.927 -0.039 -21.880 -0.041 -21.700 -0.063 18.102 0.050 2.827 0.009 44.786 42.496
-4.000 -22.186 -0.035 -22.185 -0.035 -22.123 -0.031 -22.017 -0.034 -21.959 -0.036 -21.930 -0.038 -21.884 -0.041 -21.705 -0.061 18.011 0.049 2.846 0.008 44.783 42.480
-3.600 -22.187 -0.035 -22.185 -0.034 -22.124 -0.031 -22.020 -0.033 -21.962 -0.036 -21.933 -0.037 -21.887 -0.039 -21.709 -0.059 17.912 0.048 2.865 0.008 44.780 42.473
-3.200 -22.187 -0.034 -22.186 -0.034 -22.125 -0.030 -22.022 -0.033 -21.965 -0.035 -21.936 -0.036 -21.891 -0.038 -21.713 -0.057 17.808 0.049 2.886 0.009 44.776 42.476
-2.800 -22.187 -0.034 -22.186 -0.033 -22.126 -0.030 -22.024 -0.032 -21.967 -0.034 -21.939 -0.035 -21.894 -0.037 -21.717 -0.055 17.699 0.051 2.908 0.009 44.772 42.489
-2.400 -22.187 -0.033 -22.186 -0.033 -22.127 -0.029 -22.027 -0.031 -21.970 -0.033 -21.942 -0.034 -21.897 -0.036 -21.721 -0.053 17.585 0.054 2.931 0.010 44.767 42.512
-2.000 -22.187 -0.032 -22.185 -0.032 -22.127 -0.029 -22.029 -0.031 -21.973 -0.032 -21.945 -0.033 -21.901 -0.035 -21.725 -0.051 17.468 0.058 2.955 0.011 44.763 42.543
-1.600 -22.186 -0.031 -22.185 -0.031 -22.128 -0.028 -22.031 -0.030 -21.976 -0.031 -21.948 -0.032 -21.904 -0.034 -21.729 -0.049 17.348 0.064 2.980 0.012 44.758 42.578
-1.200 -22.186 -0.030 -22.184 -0.030 -22.128 -0.027 -22.033 -0.029 -21.979 -0.030 -21.951 -0.031 -21.907 -0.033 -21.732 -0.047 17.228 0.070 3.005 0.014 44.753 42.616
-0.800 -22.185 -0.029 -22.184 -0.029 -22.128 -0.026 -22.035 -0.028 -21.981 -0.029 -21.954 -0.030 -21.910 -0.031 -21.736 -0.045 17.109 0.077 3.030 0.015 44.749 42.653
-0.400 -22.184 -0.028 -22.183 -0.028 -22.128 -0.025 -22.036 -0.027 -21.984 -0.028 -21.957 -0.029 -21.913 -0.030 -21.739 -0.043 16.994 0.084 3.055 0.017 44.744 42.686
-0.000 -22.183 -0.028 -22.182 -0.027 -22.128 -0.025 -22.038 -0.026 -21.986 -0.027 -21.959 -0.028 -21.916 -0.029 -21.742 -0.041 16.884 0.091 3.078 0.019 44.739 42.715
0.400 -22.182 -0.027 -22.180 -0.027 -22.128 -0.024 -22.039 -0.026 -21.988 -0.027 -21.962 -0.027 -21.918 -0.028 -21.745 -0.039 16.780 0.096 3.101 0.020 44.735 42.739
0.800 -22.180 -0.026 -22.179 -0.026 -22.127 -0.024 -22.040 -0.025 -21.989 -0.026 -21.963 -0.026 -21.920 -0.027 -21.747 -0.038 16.683 0.101 3.122 0.022 44.731 42.756
1.200 -22.178 -0.026 -22.177 -0.026 -22.126 -0.023 -22.041 -0.025 -21.990 -0.025 -21.965 -0.026 -21.922 -0.027 -21.749 -0.037 16.593 0.105 3.141 0.023 44.727 42.769
1.600 -22.176 -0.027 -22.175 -0.026 -22.125 -0.024 -22.041 -0.024 -21.991 -0.025 -21.965 -0.025 -21.923 -0.026 -21.751 -0.036 16.507 0.107 3.159 0.023 44.723 42.774
2.000 -22.173 -0.027 -22.172 -0.027 -22.123 -0.024 -22.040 -0.024 -21.991 -0.025 -21.965 -0.025 -21.923 -0.026 -21.752 -0.036 16.424 0.107 3.176 0.024 44.719 42.772
2.400 -22.170 -0.028 -22.169 -0.028 -22.121 -0.025 -22.039 -0.024 -21.990 -0.025 -21.965 -0.025 -21.923 -0.026 -21.753 -0.036 16.343 0.105 3.192 0.023 44.714 42.761
2.800 -22.167 -0.030 -22.166 -0.030 -22.118 -0.025 -22.037 -0.025 -21.988 -0.025 -21.963 -0.025 -21.922 -0.027 -21.754 -0.036 16.273 0.100 3.205 0.023 44.710 42.740
3.200 -22.163 -0.031 -22.162 -0.031 -22.115 -0.026 -22.034 -0.025 -21.986 -0.025 -21.962 -0.026 -21.921 -0.027 -21.754 -0.037 16.181 0.093 3.222 0.021 44.705 42.703
3.600 -22.158 -0.033 -22.157 -0.033 -22.111 -0.027 -22.031 -0.025 -21.984 -0.026 -21.959 -0.026 -21.919 -0.028 -21.754 -0.038 16.099 0.084 3.237 0.019 44.700 42.654
4.000 -22.153 -0.035 -22.152 -0.034 -22.107 -0.029 -22.027 -0.026 -21.981 -0.026 -21.956 -0.027 -21.917 -0.028 -21.754 -0.039 16.016 0.073 3.251 0.017 44.695 42.594
4.400 -22.148 -0.036 -22.147 -0.036 -22.102 -0.030 -22.023 -0.026 -21.977 -0.027 -21.953 -0.027 -21.914 -0.029 -21.754 -0.040 15.930 0.063 3.266 0.015 44.690 42.525
4.800 -22.142 -0.038 -22.141 -0.038 -22.097 -0.031 -22.019 -0.026 -21.973 -0.027 -21.950 -0.028 -21.911 -0.030 -21.754 -0.041 15.841 0.054 3.280 0.013 44.684 42.454
5.200 -22.135 -0.040 -22.134 -0.040 -22.091 -0.032 -22.014 -0.027 -21.969 -0.028 -21.946 -0.029 -21.908 -0.031 -21.753 -0.043 15.750 0.048 3.296 0.012 44.678 42.393
5.600 -22.129 -0.041 -22.128 -0.041 -22.085 -0.033 -22.009 -0.027 -21.965 -0.028 -21.942 -0.029 -21.905 -0.031 -21.752 -0.044 15.655 0.044 3.312 0.011 44.672 42.355
6.000 -22.122 -0.043 -22.121 -0.043 -22.079 -0.034 -22.004 -0.028 -21.960 -0.029 -21.938 -0.030 -21.901 -0.032 -21.750 -0.045 15.584 0.045 3.322 0.011 44.666 42.359
6.400 -22.114 -0.044 -22.113 -0.044 -22.072 -0.036 -21.999 -0.029 -21.956 -0.029 -21.934 -0.030 -21.898 -0.033 -21.749 -0.046 15.456 0.045 3.346 0.011 44.658 42.348
6.800 -22.107 -0.046 -22.106 -0.045 -22.066 -0.037 -21.993 -0.030 -21.951 -0.030 -21.929 -0.031 -21.894 -0.033 -21.747 -0.047 15.381 0.049 3.357 0.012 44.653 42.378
7.200 -22.098 -0.047 -22.098 -0.047 -22.059 -0.038 -21.988 -0.031 -21.946 -0.031 -21.925 -0.032 -21.890 -0.034 -21.745 -0.047 15.244 0.049 3.384 0.013 44.644 42.375
7.600 -22.090 -0.048 -22.089 -0.048 -22.051 -0.039 -21.982 -0.031 -21.941 -0.031 -21.920 -0.032 -21.886 -0.034 -21.743 -0.048 15.134 0.051 3.404 0.014 44.637 42.387
8.000 -22.081 -0.049 -22.080 -0.049 -22.044 -0.040 -21.976 -0.032 -21.936 -0.032 -21.916 -0.032 -21.882 -0.034 -21.741 -0.048 15.022 0.053 3.425 0.014 44.629 42.397
8.400 -22.072 -0.050 -22.071 -0.050 -22.035 -0.040 -21.970 -0.033 -21.931 -0.032 -21.911 -0.033 -21.877 -0.034 -21.738 -0.049 14.908 0.055 3.447 0.015 44.621 42.406
8.800 -22.062 -0.051 -22.062 -0.050 -22.027 -0.041 -21.964 -0.033 -21.925 -0.032 -21.905 -0.033 -21.873 -0.035 -21.735 -0.049 14.793 0.057 3.469 0.016 44.613 42.412
9.200 -22.052 -0.051 -22.052 -0.051 -22.018 -0.042 -21.957 -0.034 -21.919 -0.033 -21.900 -0.033 -21.868 -0.035 -21.732 -0.049 14.678 0.059 3.491 0.017 44.605 42.419
9.600 -22.042 -0.052 -22.041 -0.052 -22.009 -0.043 -21.950 -0.034 -21.913 -0.033 -21.894 -0.033 -21.862 -0.034 -21.728 -0.049 14.562 0.061 3.513 0.018 44.597 42.426
10.000 -22.031 -0.053 -22.030 -0.053 -22.000 -0.043 -21.942 -0.034 -21.906 -0.033 -21.888 -0.033 -21.857 -0.034 -21.725 -0.049 14.446 0.063 3.535 0.019 44.589 42.434
10.400 -22.020 -0.054 -22.019 -0.053 -21.989 -0.044 -21.934 -0.035 -21.899 -0.033 -21.881 -0.033 -21.851 -0.034 -21.721 -0.049 14.331 0.066 3.557 0.020 44.580 42.444
10.800 -22.008 -0.054 -22.007 -0.054 -21.979 -0.044 -21.925 -0.035 -21.892 -0.033 -21.874 -0.033 -21.844 -0.034 -21.716 -0.049 14.218 0.069 3.578 0.021 44.572 42.458
11.200 -21.996 -0.055 -21.995 -0.055 -21.968 -0.045 -21.916 -0.036 -21.883 -0.033 -21.866 -0.033 -21.837 -0.035 -21.711 -0.050 14.106 0.074 3.599 0.023 44.563 42.476
11.600 -21.983 -0.056 -21.983 -0.056 -21.956 -0.046 -21.906 -0.036 -21.875 -0.034 -21.858 -0.034 -21.829 -0.035 -21.706 -0.050 14.035 0.081 3.606 0.026 44.556 42.510
12.000 -21.970 -0.057 -21.969 -0.057 -21.944 -0.047 -21.896 -0.037 -21.865 -0.035 -21.849 -0.035 -21.821 -0.036 -21.701 -0.051 13.945 0.089 3.618 0.029 44.547 42.544
12.400 -21.956 -0.058 -21.956 -0.058 -21.931 -0.048 -21.885 -0.038 -21.855 -0.036 -21.839 -0.036 -21.812 -0.037 -21.695 -0.052 13.787 0.094 3.652 0.031 44.536 42.554
12.800 -21.942 -0.060 -21.942 -0.059 -21.918 -0.050 -21.873 -0.040 -21.844 -0.037 -21.829 -0.037 -21.803 -0.038 -21.689 -0.053 13.719 0.105 3.657 0.035 44.528 42.592
13.200 -21.928 -0.061 -21.927 -0.061 -21.904 -0.051 -21.861 -0.041 -21.833 -0.039 -21.818 -0.039 -21.793 -0.039 -21.683 -0.054 13.584 0.113 3.683 0.039 44.517 42.615
13.600 -21.913 -0.063 -21.912 -0.062 -21.890 -0.053 -21.848 -0.043 -21.821 -0.041 -21.807 -0.041 -21.782 -0.041 -21.676 -0.056 13.485 0.124 3.697 0.043 44.508 42.644
14.000 -21.897 -0.064 -21.897 -0.064 -21.876 -0.055 -21.835 -0.045 -21.809 -0.043 -21.795 -0.043 -21.772 -0.043 -21.669 -0.057 13.388 0.135 3.711 0.048 44.499 42.671
14.400 -21.882 -0.066 -21.881 -0.066 -21.861 -0.057 -21.822 -0.047 -21.797 -0.045 -21.783 -0.045 -21.761 -0.045 -21.662 -0.059 13.292 0.147 3.724 0.053 44.489 42.695
14.800 -21.866 -0.068 -21.865 -0.068 -21.846 -0.058 -21.808 -0.050 -21.784 -0.047 -21.771 -0.047 -21.749 -0.047 -21.654 -0.061 13.197 0.158 3.737 0.058 44.480 42.716
15.200 -21.850 -0.070 -21.849 -0.069 -21.830 -0.060 -21.794 -0.052 -21.771 -0.050 -21.758 -0.049 -21.738 -0.050 -21.646 -0.063 13.103 0.169 3.749 0.063 44.470 42.734
15.600 -21.833 -0.072 -21.833 -0.071 -21.815 -0.063 -21.780 -0.054 -21.757 -0.052 -21.746 -0.052 -21.726 -0.052 -21.638 -0.065 13.010 0.180 3.761 0.069 44.460 42.750
16.000 -21.816 -0.073 -21.816 -0.073 -21.799 -0.065 -21.765 -0.056 -21.744 -0.054 -21.733 -0.054 -21.714 -0.054 -21.630 -0.067 12.917 0.190 3.773 0.074 44.451 42.762
16.400 -21.799 -0.075 -21.799 -0.075 -21.783 -0.066 -21.751 -0.059 -21.730 -0.057 -21.720 -0.056 -21.702 -0.057 -21.622 -0.069 12.826 0.200 3.784 0.079 44.441 42.772
16.800 -21.782 -0.077 -21.782 -0.077 -21.766 -0.068 -21.736 -0.061 -21.717 -0.059 -21.706 -0.059 -21.689 -0.059 -21.613 -0.071 12.735 0.209 3.796 0.084 44.431 42.780
17.200 -21.765 -0.078 -21.765 -0.078 -21.750 -0.070 -21.721 -0.063 -21.703 -0.061 -21.693 -0.061 -21.677 -0.061 -21.605 -0.073 12.645 0.218 3.807 0.089 44.422 42.786
17.600 -21.747 -0.080 -21.747 -0.080 -21.733 -0.072 -21.706 -0.064 -21.689 -0.063 -21.680 -0.063 -21.664 -0.063 -21.596 -0.075 12.556 0.226 3.819 0.093 44.412 42.790
