"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-54.000 -19.034 -0.087 -19.042 -0.075 -19.063 -0.073 -19.067 -0.079 10.074 0.247 1.558 0.059 43.251 41.640
-53.600 -19.057 -0.084 -19.065 -0.072 -19.086 -0.070 -19.091 -0.076 10.072 0.247 1.576 0.060 43.260 41.648
-53.200 -19.081 -0.081 -19.089 -0.070 -19.110 -0.068 -19.114 -0.074 10.071 0.246 1.593 0.060 43.269 41.655
-52.800 -19.104 -0.079 -19.112 -0.067 -19.133 -0.066 -19.138 -0.072 10.069 0.246 1.611 0.061 43.279 41.663
-52.400 -19.128 -0.077 -19.136 -0.065 -19.157 -0.065 -19.161 -0.071 10.068 0.246 1.629 0.061 43.288 41.671
-52.000 -19.151 -0.075 -19.160 -0.063 -19.181 -0.063 -19.185 -0.069 10.067 0.245 1.647 0.062 43.298 41.678
-51.600 -19.175 -0.073 -19.184 -0.061 -19.205 -0.062 -19.209 -0.068 10.066 0.245 1.665 0.063 43.307 41.686
-51.200 -19.199 -0.071 -19.208 -0.060 -19.230 -0.061 -19.233 -0.067 10.066 0.244 1.684 0.063 43.317 41.693
-50.800 -19.224 -0.069 -19.233 -0.058 -19.254 -0.060 -19.258 -0.066 10.066 0.244 1.703 0.064 43.327 41.701
-50.400 -19.248 -0.068 -19.257 -0.057 -19.278 -0.059 -19.282 -0.066 10.067 0.243 1.722 0.065 43.336 41.708
-50.000 -19.272 -0.066 -19.282 -0.056 -19.303 -0.058 -19.306 -0.065 10.068 0.243 1.741 0.065 43.346 41.715
-49.600 -19.297 -0.065 -19.306 -0.055 -19.327 -0.058 -19.331 -0.065 10.069 0.242 1.760 0.066 43.356 41.723
-49.200 -19.321 -0.064 -19.331 -0.054 -19.352 -0.057 -19.355 -0.064 10.071 0.242 1.780 0.067 43.366 41.730
-48.800 -19.346 -0.062 -19.356 -0.053 -19.377 -0.057 -19.380 -0.064 10.073 0.241 1.800 0.067 43.376 41.737
-48.400 -19.370 -0.061 -19.380 -0.052 -19.401 -0.057 -19.404 -0.063 10.076 0.240 1.819 0.068 43.386 41.744
-48.000 -19.395 -0.060 -19.405 -0.051 -19.426 -0.056 -19.429 -0.063 10.079 0.239 1.839 0.068 43.396 41.751
-47.600 -19.419 -0.059 -19.430 -0.050 -19.451 -0.056 -19.453 -0.063 10.083 0.238 1.859 0.069 43.406 41.758
-47.200 -19.444 -0.058 -19.455 -0.049 -19.475 -0.056 -19.477 -0.063 10.087 0.237 1.879 0.069 43.416 41.765
-46.800 -19.469 -0.058 -19.479 -0.049 -19.499 -0.056 -19.501 -0.062 10.092 0.236 1.899 0.070 43.426 41.772
