"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4671.78 g-4671.78_err g-4746.48 g-4746.48_err i-7457.89 i-7457.89_err orange-6629.82 orange-6629.82_err r-6141.12 r-6141.12_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-29.400 -21.073 -0.065 -21.066 -0.063 -21.024 -0.058 -20.950 -0.055 -20.911 -0.053 -20.876 -0.052 -20.829 -0.057 -20.660 -0.100 15.418 0.294 2.094 0.046 44.247 42.761
-29.000 -21.098 -0.065 -21.092 -0.063 -21.051 -0.058 -20.979 -0.055 -20.940 -0.053 -20.905 -0.053 -20.859 -0.057 -20.689 -0.100 15.327 0.300 2.136 0.049 44.254 42.776
-28.600 -21.123 -0.065 -21.117 -0.063 -21.077 -0.058 -21.006 -0.056 -20.968 -0.054 -20.934 -0.054 -20.888 -0.058 -20.718 -0.100 15.238 0.305 2.178 0.051 44.261 42.790
-28.200 -21.148 -0.066 -21.142 -0.063 -21.103 -0.059 -21.034 -0.056 -20.997 -0.055 -20.962 -0.055 -20.916 -0.059 -20.746 -0.100 15.153 0.308 2.220 0.053 44.267 42.802
-27.800 -21.173 -0.066 -21.167 -0.064 -21.128 -0.059 -21.061 -0.057 -21.024 -0.055 -20.990 -0.055 -20.945 -0.059 -20.774 -0.100 15.070 0.311 2.261 0.055 44.274 42.812
-27.400 -21.197 -0.066 -21.191 -0.063 -21.154 -0.059 -21.087 -0.057 -21.051 -0.055 -21.018 -0.056 -20.973 -0.060 -20.802 -0.100 14.990 0.312 2.303 0.057 44.281 42.820
-27.000 -21.221 -0.065 -21.215 -0.063 -21.178 -0.058 -21.113 -0.057 -21.078 -0.056 -21.045 -0.056 -21.000 -0.060 -20.829 -0.100 14.913 0.313 2.345 0.058 44.287 42.827
-26.600 -21.245 -0.065 -21.239 -0.063 -21.202 -0.058 -21.139 -0.057 -21.104 -0.056 -21.072 -0.056 -21.027 -0.060 -20.856 -0.100 14.840 0.312 2.387 0.060 44.294 42.833
-26.200 -21.268 -0.064 -21.262 -0.062 -21.226 -0.058 -21.164 -0.057 -21.130 -0.056 -21.098 -0.056 -21.054 -0.061 -20.882 -0.100 14.769 0.311 2.428 0.061 44.301 42.837
-25.800 -21.291 -0.064 -21.285 -0.062 -21.250 -0.057 -21.188 -0.056 -21.155 -0.056 -21.123 -0.056 -21.079 -0.061 -20.908 -0.100 14.701 0.308 2.469 0.062 44.307 42.839
-25.400 -21.313 -0.063 -21.307 -0.061 -21.272 -0.056 -21.212 -0.056 -21.179 -0.055 -21.148 -0.056 -21.105 -0.061 -20.934 -0.099 14.637 0.305 2.509 0.063 44.314 42.840
-25.000 -21.335 -0.062 -21.330 -0.060 -21.295 -0.055 -21.236 -0.055 -21.203 -0.055 -21.172 -0.056 -21.129 -0.060 -20.959 -0.099 14.576 0.301 2.549 0.064 44.320 42.840
-24.600 -21.357 -0.061 -21.351 -0.059 -21.317 -0.054 -21.259 -0.055 -21.227 -0.054 -21.196 -0.055 -21.154 -0.060 -20.983 -0.099 14.517 0.296 2.589 0.064 44.326 42.839
-24.200 -21.378 -0.060 -21.372 -0.058 -21.338 -0.053 -21.281 -0.054 -21.249 -0.054 -21.219 -0.055 -21.177 -0.060 -21.007 -0.098 14.463 0.291 2.627 0.064 44.333 42.837
-23.800 -21.399 -0.059 -21.393 -0.057 -21.359 -0.052 -21.302 -0.053 -21.271 -0.053 -21.242 -0.055 -21.200 -0.059 -21.031 -0.098 14.412 0.285 2.665 0.065 44.339 42.834
-23.400 -21.419 -0.058 -21.413 -0.055 -21.379 -0.050 -21.323 -0.052 -21.293 -0.053 -21.264 -0.054 -21.222 -0.059 -21.054 -0.097 14.365 0.279 2.702 0.064 44.345 42.830
-23.000 -21.439 -0.056 -21.433 -0.054 -21.399 -0.049 -21.344 -0.051 -21.314 -0.052 -21.285 -0.053 -21.244 -0.058 -21.076 -0.097 14.322 0.272 2.738 0.064 44.352 42.825
-22.600 -21.458 -0.055 -21.453 -0.052 -21.418 -0.047 -21.364 -0.050 -21.334 -0.051 -21.306 -0.053 -21.265 -0.058 -21.098 -0.096 14.283 0.266 2.772 0.064 44.358 42.819
-22.200 -21.477 -0.053 -21.472 -0.051 -21.437 -0.046 -21.383 -0.049 -21.354 -0.050 -21.326 -0.052 -21.285 -0.057 -21.119 -0.095 14.249 0.259 2.805 0.063 44.364 42.814
-21.800 -21.496 -0.052 -21.490 -0.049 -21.455 -0.044 -21.401 -0.048 -21.373 -0.049 -21.345 -0.051 -21.305 -0.057 -21.140 -0.094 14.218 0.253 2.837 0.063 44.370 42.808
-21.400 -21.514 -0.051 -21.508 -0.048 -21.472 -0.042 -21.419 -0.047 -21.391 -0.049 -21.364 -0.051 -21.324 -0.056 -21.160 -0.093 14.192 0.247 2.868 0.062 44.376 42.802
-21.000 -21.532 -0.049 -21.526 -0.046 -21.490 -0.041 -21.437 -0.046 -21.409 -0.048 -21.382 -0.050 -21.343 -0.056 -21.179 -0.092 14.170 0.241 2.897 0.062 44.382 42.797
-20.600 -21.549 -0.048 -21.543 -0.045 -21.506 -0.039 -21.454 -0.045 -21.426 -0.047 -21.399 -0.049 -21.361 -0.055 -21.198 -0.091 14.152 0.236 2.924 0.061 44.388 42.792
-20.200 -21.565 -0.046 -21.560 -0.044 -21.523 -0.038 -21.470 -0.044 -21.443 -0.046 -21.416 -0.049 -21.378 -0.054 -21.217 -0.090 14.138 0.231 2.950 0.061 44.394 42.787
-19.800 -21.582 -0.045 -21.576 -0.042 -21.538 -0.036 -21.486 -0.043 -21.459 -0.045 -21.432 -0.048 -21.394 -0.054 -21.234 -0.088 14.128 0.226 2.975 0.060 44.400 42.782
-19.400 -21.597 -0.044 -21.591 -0.041 -21.554 -0.035 -21.501 -0.042 -21.474 -0.044 -21.448 -0.047 -21.410 -0.053 -21.252 -0.087 14.122 0.220 2.998 0.059 44.406 42.777
-19.000 -21.612 -0.043 -21.607 -0.040 -21.569 -0.034 -21.516 -0.041 -21.489 -0.044 -21.463 -0.046 -21.426 -0.052 -21.268 -0.086 14.118 0.215 3.020 0.058 44.412 42.772
-18.600 -21.627 -0.042 -21.621 -0.039 -21.583 -0.033 -21.530 -0.040 -21.503 -0.043 -21.477 -0.046 -21.440 -0.051 -21.284 -0.084 14.116 0.209 3.040 0.057 44.418 42.766
-18.200 -21.641 -0.041 -21.635 -0.038 -21.597 -0.032 -21.543 -0.039 -21.516 -0.042 -21.491 -0.045 -21.455 -0.051 -21.300 -0.082 14.116 0.204 3.060 0.056 44.423 42.760
-17.800 -21.655 -0.040 -21.649 -0.038 -21.611 -0.031 -21.556 -0.038 -21.529 -0.041 -21.504 -0.044 -21.468 -0.050 -21.315 -0.081 14.118 0.198 3.079 0.055 44.429 42.753
-17.400 -21.668 -0.040 -21.662 -0.037 -21.624 -0.031 -21.569 -0.036 -21.542 -0.039 -21.517 -0.043 -21.481 -0.049 -21.329 -0.079 14.121 0.193 3.096 0.053 44.434 42.746
-17.000 -21.680 -0.039 -21.674 -0.036 -21.636 -0.030 -21.581 -0.035 -21.554 -0.038 -21.529 -0.042 -21.493 -0.048 -21.343 -0.077 14.126 0.187 3.112 0.052 44.439 42.739
-16.600 -21.692 -0.038 -21.686 -0.036 -21.648 -0.029 -21.592 -0.034 -21.565 -0.037 -21.540 -0.040 -21.505 -0.047 -21.356 -0.075 14.134 0.182 3.127 0.051 44.444 42.732
-16.200 -21.704 -0.038 -21.698 -0.035 -21.660 -0.028 -21.603 -0.032 -21.576 -0.035 -21.551 -0.039 -21.516 -0.045 -21.368 -0.073 14.143 0.176 3.140 0.049 44.449 42.724
-15.800 -21.715 -0.037 -21.709 -0.034 -21.671 -0.027 -21.613 -0.030 -21.586 -0.034 -21.561 -0.038 -21.527 -0.044 -21.381 -0.071 14.155 0.171 3.153 0.048 44.454 42.717
-15.400 -21.726 -0.036 -21.720 -0.033 -21.681 -0.026 -21.622 -0.029 -21.595 -0.032 -21.571 -0.037 -21.537 -0.043 -21.392 -0.069 14.169 0.166 3.163 0.047 44.458 42.711
-15.000 -21.736 -0.035 -21.730 -0.032 -21.691 -0.026 -21.631 -0.027 -21.604 -0.031 -21.580 -0.035 -21.546 -0.042 -21.403 -0.066 14.185 0.163 3.173 0.046 44.463 42.707
-14.600 -21.746 -0.034 -21.740 -0.032 -21.700 -0.025 -21.640 -0.025 -21.613 -0.029 -21.589 -0.034 -21.555 -0.041 -21.414 -0.064 14.203 0.160 3.181 0.045 44.467 42.706
-14.200 -21.755 -0.033 -21.749 -0.031 -21.709 -0.024 -21.648 -0.023 -21.621 -0.027 -21.597 -0.033 -21.564 -0.039 -21.424 -0.062 14.222 0.159 3.188 0.044 44.472 42.709
-13.800 -21.764 -0.032 -21.758 -0.030 -21.717 -0.023 -21.655 -0.021 -21.628 -0.025 -21.604 -0.031 -21.572 -0.038 -21.433 -0.059 14.242 0.160 3.194 0.045 44.476 42.717
-13.400 -21.773 -0.031 -21.766 -0.029 -21.725 -0.022 -21.662 -0.019 -21.635 -0.024 -21.612 -0.030 -21.579 -0.037 -21.443 -0.057 14.263 0.163 3.199 0.045 44.480 42.730
-13.000 -21.780 -0.030 -21.774 -0.028 -21.731 -0.021 -21.668 -0.017 -21.641 -0.023 -21.618 -0.029 -21.586 -0.036 -21.451 -0.055 14.283 0.168 3.204 0.047 44.483 42.747
-12.600 -21.788 -0.029 -21.781 -0.027 -21.738 -0.021 -21.674 -0.016 -21.647 -0.021 -21.624 -0.028 -21.593 -0.035 -21.460 -0.052 14.302 0.175 3.208 0.048 44.487 42.768
-12.200 -21.795 -0.028 -21.788 -0.026 -21.743 -0.021 -21.680 -0.015 -21.653 -0.021 -21.630 -0.027 -21.599 -0.034 -21.467 -0.050 14.318 0.181 3.212 0.050 44.490 42.787
-11.800 -21.801 -0.027 -21.794 -0.025 -21.748 -0.020 -21.685 -0.015 -21.658 -0.020 -21.636 -0.027 -21.605 -0.033 -21.475 -0.048 14.328 0.187 3.217 0.052 44.493 42.804
-11.400 -21.806 -0.026 -21.799 -0.024 -21.753 -0.021 -21.689 -0.016 -21.663 -0.020 -21.641 -0.026 -21.610 -0.033 -21.482 -0.046 14.334 0.192 3.224 0.053 44.495 42.816
-11.000 -21.812 -0.026 -21.804 -0.024 -21.757 -0.021 -21.693 -0.017 -21.668 -0.021 -21.645 -0.026 -21.615 -0.032 -21.488 -0.045 14.333 0.196 3.231 0.055 44.497 42.825
-10.600 -21.816 -0.025 -21.809 -0.023 -21.760 -0.021 -21.697 -0.019 -21.672 -0.021 -21.650 -0.026 -21.620 -0.032 -21.495 -0.043 14.326 0.198 3.240 0.056 44.499 42.830
-10.200 -21.820 -0.025 -21.812 -0.023 -21.764 -0.022 -21.701 -0.020 -21.676 -0.022 -21.654 -0.026 -21.625 -0.032 -21.500 -0.042 14.312 0.199 3.251 0.056 44.500 42.832
-9.800 -21.823 -0.025 -21.816 -0.023 -21.767 -0.022 -21.705 -0.022 -21.679 -0.023 -21.658 -0.027 -21.629 -0.032 -21.506 -0.042 14.291 0.198 3.262 0.056 44.500 42.831
-9.400 -21.826 -0.025 -21.818 -0.023 -21.770 -0.023 -21.708 -0.023 -21.683 -0.024 -21.661 -0.027 -21.633 -0.032 -21.511 -0.042 14.266 0.196 3.275 0.056 44.501 42.825
-9.000 -21.829 -0.025 -21.821 -0.024 -21.773 -0.024 -21.711 -0.025 -21.686 -0.025 -21.665 -0.027 -21.636 -0.032 -21.516 -0.041 14.238 0.192 3.288 0.056 44.501 42.817
-8.600 -21.831 -0.025 -21.823 -0.024 -21.776 -0.025 -21.714 -0.026 -21.689 -0.026 -21.668 -0.028 -21.640 -0.032 -21.521 -0.042 14.207 0.188 3.302 0.055 44.500 42.808
-8.200 -21.833 -0.026 -21.825 -0.025 -21.778 -0.027 -21.717 -0.028 -21.692 -0.027 -21.671 -0.029 -21.643 -0.032 -21.526 -0.042 14.175 0.184 3.316 0.054 44.500 42.797
-7.800 -21.834 -0.026 -21.827 -0.025 -21.781 -0.028 -21.719 -0.029 -21.695 -0.028 -21.674 -0.029 -21.647 -0.032 -21.530 -0.043 14.142 0.180 3.330 0.053 44.500 42.787
-7.400 -21.836 -0.027 -21.828 -0.026 -21.783 -0.029 -21.722 -0.030 -21.697 -0.029 -21.677 -0.030 -21.650 -0.033 -21.534 -0.043 14.108 0.176 3.344 0.052 44.499 42.776
-7.000 -21.837 -0.027 -21.830 -0.026 -21.786 -0.030 -21.725 -0.031 -21.700 -0.029 -21.680 -0.030 -21.653 -0.033 -21.538 -0.044 14.074 0.172 3.358 0.052 44.499 42.766
-6.600 -21.839 -0.028 -21.831 -0.027 -21.788 -0.031 -21.727 -0.032 -21.703 -0.030 -21.683 -0.031 -21.656 -0.034 -21.542 -0.045 14.040 0.168 3.372 0.051 44.498 42.756
-6.200 -21.840 -0.028 -21.833 -0.027 -21.790 -0.032 -21.730 -0.033 -21.705 -0.031 -21.686 -0.031 -21.659 -0.034 -21.546 -0.046 14.004 0.164 3.387 0.050 44.497 42.745
-5.800 -21.841 -0.029 -21.834 -0.028 -21.793 -0.033 -21.733 -0.034 -21.708 -0.031 -21.689 -0.032 -21.662 -0.035 -21.549 -0.047 13.966 0.161 3.402 0.050 44.497 42.735
-5.400 -21.842 -0.029 -21.836 -0.028 -21.795 -0.033 -21.736 -0.035 -21.711 -0.032 -21.692 -0.032 -21.666 -0.035 -21.553 -0.049 13.927 0.157 3.418 0.049 44.496 42.724
-5.000 -21.843 -0.030 -21.837 -0.029 -21.797 -0.034 -21.738 -0.035 -21.714 -0.033 -21.695 -0.033 -21.669 -0.036 -21.556 -0.050 13.886 0.154 3.434 0.048 44.495 42.713
-4.600 -21.844 -0.031 -21.838 -0.030 -21.799 -0.035 -21.741 -0.036 -21.717 -0.034 -21.698 -0.034 -21.672 -0.036 -21.560 -0.051 13.843 0.150 3.452 0.048 44.494 42.701
-4.200 -21.845 -0.032 -21.839 -0.031 -21.801 -0.036 -21.744 -0.037 -21.721 -0.035 -21.701 -0.034 -21.675 -0.037 -21.563 -0.053 13.798 0.146 3.470 0.047 44.493 42.690
-3.800 -21.846 -0.032 -21.840 -0.032 -21.803 -0.036 -21.747 -0.038 -21.724 -0.035 -21.704 -0.035 -21.678 -0.038 -21.566 -0.054 13.752 0.143 3.488 0.046 44.491 42.678
-3.400 -21.847 -0.033 -21.841 -0.032 -21.805 -0.037 -21.750 -0.038 -21.727 -0.036 -21.708 -0.036 -21.681 -0.038 -21.569 -0.056 13.704 0.139 3.507 0.046 44.490 42.666
-3.000 -21.848 -0.034 -21.842 -0.033 -21.806 -0.038 -21.753 -0.039 -21.730 -0.037 -21.711 -0.036 -21.684 -0.039 -21.573 -0.057 13.655 0.136 3.526 0.045 44.489 42.653
-2.600 -21.848 -0.035 -21.843 -0.034 -21.808 -0.038 -21.756 -0.040 -21.733 -0.037 -21.714 -0.037 -21.687 -0.039 -21.575 -0.059 13.605 0.132 3.546 0.044 44.487 42.640
-2.200 -21.848 -0.036 -21.843 -0.035 -21.809 -0.039 -21.758 -0.040 -21.736 -0.038 -21.717 -0.037 -21.690 -0.040 -21.578 -0.060 13.553 0.128 3.567 0.044 44.485 42.627
-1.800 -21.848 -0.037 -21.843 -0.036 -21.811 -0.039 -21.761 -0.040 -21.739 -0.038 -21.719 -0.038 -21.693 -0.040 -21.581 -0.062 13.499 0.125 3.588 0.043 44.484 42.613
-1.400 -21.848 -0.038 -21.843 -0.037 -21.812 -0.040 -21.763 -0.041 -21.741 -0.039 -21.722 -0.038 -21.695 -0.041 -21.584 -0.063 13.443 0.121 3.609 0.042 44.482 42.600
-1.000 -21.847 -0.039 -21.843 -0.038 -21.812 -0.040 -21.766 -0.041 -21.744 -0.039 -21.725 -0.039 -21.698 -0.041 -21.586 -0.064 13.386 0.118 3.632 0.042 44.480 42.585
-0.600 -21.846 -0.041 -21.842 -0.039 -21.813 -0.041 -21.768 -0.041 -21.746 -0.039 -21.727 -0.039 -21.700 -0.042 -21.588 -0.065 13.325 0.115 3.655 0.041 44.477 42.571
-0.200 -21.845 -0.042 -21.841 -0.040 -21.813 -0.041 -21.770 -0.042 -21.748 -0.040 -21.729 -0.039 -21.702 -0.042 -21.590 -0.066 13.263 0.112 3.679 0.040 44.475 42.558
0.200 -21.844 -0.043 -21.840 -0.042 -21.813 -0.042 -21.772 -0.042 -21.751 -0.040 -21.731 -0.039 -21.704 -0.042 -21.592 -0.067 13.199 0.109 3.703 0.040 44.472 42.546
0.600 -21.842 -0.044 -21.838 -0.043 -21.813 -0.042 -21.773 -0.042 -21.752 -0.040 -21.733 -0.040 -21.706 -0.042 -21.594 -0.068 13.134 0.107 3.728 0.040 44.469 42.536
1.000 -21.840 -0.046 -21.837 -0.044 -21.813 -0.042 -21.775 -0.042 -21.754 -0.040 -21.735 -0.040 -21.707 -0.042 -21.596 -0.069 13.068 0.106 3.754 0.040 44.467 42.529
1.400 -21.838 -0.047 -21.835 -0.045 -21.812 -0.042 -21.776 -0.041 -21.756 -0.040 -21.736 -0.039 -21.709 -0.042 -21.597 -0.070 13.001 0.105 3.779 0.040 44.464 42.525
1.800 -21.836 -0.048 -21.833 -0.046 -21.811 -0.042 -21.777 -0.041 -21.757 -0.039 -21.738 -0.039 -21.710 -0.042 -21.599 -0.071 12.935 0.106 3.805 0.041 44.461 42.524
2.200 -21.834 -0.049 -21.830 -0.047 -21.810 -0.043 -21.778 -0.041 -21.759 -0.039 -21.739 -0.039 -21.711 -0.042 -21.600 -0.071 12.868 0.107 3.831 0.042 44.458 42.526
2.600 -21.831 -0.050 -21.828 -0.048 -21.809 -0.043 -21.779 -0.040 -21.760 -0.038 -21.740 -0.039 -21.712 -0.042 -21.601 -0.072 12.802 0.109 3.857 0.043 44.455 42.531
3.000 -21.828 -0.051 -21.825 -0.049 -21.808 -0.042 -21.780 -0.039 -21.761 -0.038 -21.741 -0.038 -21.713 -0.042 -21.601 -0.072 12.738 0.111 3.883 0.045 44.451 42.538
3.400 -21.825 -0.051 -21.823 -0.049 -21.806 -0.042 -21.780 -0.039 -21.762 -0.037 -21.742 -0.038 -21.714 -0.041 -21.602 -0.073 12.674 0.114 3.908 0.047 44.448 42.547
3.800 -21.822 -0.052 -21.820 -0.050 -21.805 -0.042 -21.781 -0.038 -21.762 -0.036 -21.743 -0.037 -21.714 -0.041 -21.602 -0.073 12.615 0.117 3.931 0.049 44.445 42.556
4.200 -21.819 -0.052 -21.817 -0.050 -21.803 -0.042 -21.781 -0.037 -21.763 -0.036 -21.743 -0.036 -21.715 -0.041 -21.602 -0.073 12.554 0.120 3.955 0.050 44.442 42.564
4.600 -21.815 -0.053 -21.813 -0.050 -21.801 -0.041 -21.781 -0.036 -21.763 -0.035 -21.743 -0.036 -21.715 -0.040 -21.602 -0.073 12.500 0.123 3.977 0.052 44.440 42.571
5.000 -21.812 -0.053 -21.810 -0.051 -21.799 -0.041 -21.780 -0.035 -21.762 -0.034 -21.743 -0.035 -21.714 -0.040 -21.602 -0.073 12.449 0.125 3.997 0.054 44.437 42.576
5.400 -21.808 -0.053 -21.807 -0.051 -21.797 -0.041 -21.779 -0.034 -21.762 -0.033 -21.742 -0.035 -21.714 -0.040 -21.601 -0.073 12.403 0.127 4.014 0.055 44.434 42.578
5.800 -21.805 -0.053 -21.803 -0.051 -21.795 -0.041 -21.778 -0.033 -21.761 -0.032 -21.741 -0.034 -21.713 -0.039 -21.600 -0.073 12.361 0.128 4.030 0.056 44.432 42.579
6.200 -21.801 -0.053 -21.800 -0.051 -21.792 -0.040 -21.777 -0.032 -21.759 -0.031 -21.740 -0.033 -21.711 -0.039 -21.599 -0.073 12.322 0.128 4.043 0.056 44.429 42.577
6.600 -21.796 -0.053 -21.796 -0.050 -21.790 -0.040 -21.775 -0.031 -21.758 -0.030 -21.738 -0.033 -21.710 -0.039 -21.598 -0.072 12.287 0.128 4.055 0.057 44.427 42.574
7.000 -21.792 -0.053 -21.791 -0.050 -21.787 -0.040 -21.773 -0.030 -21.755 -0.030 -21.736 -0.032 -21.707 -0.038 -21.596 -0.072 12.255 0.127 4.064 0.057 44.424 42.569
7.400 -21.787 -0.052 -21.787 -0.050 -21.784 -0.039 -21.771 -0.029 -21.753 -0.029 -21.733 -0.032 -21.705 -0.038 -21.594 -0.072 12.226 0.126 4.072 0.056 44.422 42.561
7.800 -21.783 -0.052 -21.782 -0.049 -21.780 -0.039 -21.767 -0.029 -21.750 -0.029 -21.730 -0.032 -21.702 -0.038 -21.592 -0.071 12.198 0.123 4.078 0.056 44.419 42.550
8.200 -21.777 -0.051 -21.778 -0.049 -21.776 -0.039 -21.764 -0.028 -21.746 -0.029 -21.727 -0.032 -21.699 -0.038 -21.590 -0.071 12.173 0.120 4.082 0.054 44.416 42.534
8.600 -21.772 -0.050 -21.772 -0.048 -21.771 -0.039 -21.759 -0.029 -21.742 -0.029 -21.723 -0.032 -21.695 -0.038 -21.587 -0.070 12.150 0.116 4.085 0.053 44.413 42.515
9.000 -21.766 -0.050 -21.767 -0.047 -21.767 -0.038 -21.755 -0.029 -21.737 -0.029 -21.718 -0.032 -21.691 -0.038 -21.584 -0.070 12.127 0.110 4.086 0.051 44.410 42.491
9.400 -21.760 -0.049 -21.761 -0.046 -21.761 -0.038 -21.749 -0.029 -21.732 -0.030 -21.713 -0.032 -21.687 -0.038 -21.581 -0.070 12.105 0.105 4.086 0.048 44.407 42.463
9.800 -21.754 -0.048 -21.754 -0.046 -21.755 -0.038 -21.744 -0.030 -21.727 -0.030 -21.708 -0.033 -21.682 -0.038 -21.578 -0.069 12.083 0.099 4.086 0.046 44.404 42.431
10.200 -21.747 -0.047 -21.748 -0.045 -21.749 -0.038 -21.737 -0.031 -21.721 -0.031 -21.703 -0.034 -21.677 -0.039 -21.574 -0.069 12.061 0.092 4.085 0.043 44.401 42.397
10.600 -21.739 -0.046 -21.740 -0.044 -21.743 -0.037 -21.731 -0.032 -21.714 -0.032 -21.697 -0.034 -21.672 -0.039 -21.570 -0.069 12.038 0.086 4.083 0.040 44.397 42.361
11.000 -21.732 -0.046 -21.733 -0.043 -21.735 -0.037 -21.724 -0.033 -21.708 -0.033 -21.690 -0.035 -21.666 -0.040 -21.566 -0.069 12.014 0.080 4.082 0.038 44.393 42.324
11.400 -21.723 -0.045 -21.725 -0.043 -21.728 -0.037 -21.716 -0.034 -21.701 -0.034 -21.684 -0.036 -21.660 -0.041 -21.562 -0.068 11.988 0.075 4.081 0.036 44.389 42.286
11.800 -21.715 -0.045 -21.716 -0.042 -21.720 -0.037 -21.708 -0.035 -21.693 -0.035 -21.677 -0.038 -21.653 -0.042 -21.557 -0.068 11.959 0.070 4.080 0.034 44.385 42.250
12.200 -21.706 -0.044 -21.708 -0.042 -21.711 -0.037 -21.700 -0.036 -21.686 -0.037 -21.670 -0.039 -21.647 -0.043 -21.553 -0.069 11.928 0.066 4.080 0.032 44.380 42.215
12.600 -21.696 -0.044 -21.698 -0.042 -21.702 -0.037 -21.692 -0.038 -21.678 -0.038 -21.662 -0.040 -21.640 -0.044 -21.548 -0.069 11.895 0.062 4.081 0.030 44.376 42.183
13.000 -21.687 -0.045 -21.688 -0.042 -21.693 -0.037 -21.683 -0.039 -21.670 -0.039 -21.654 -0.041 -21.633 -0.045 -21.542 -0.069 11.858 0.059 4.082 0.029 44.371 42.155
13.400 -21.676 -0.045 -21.678 -0.043 -21.684 -0.038 -21.675 -0.040 -21.661 -0.041 -21.646 -0.043 -21.625 -0.046 -21.537 -0.070 11.819 0.057 4.085 0.028 44.365 42.130
13.800 -21.666 -0.046 -21.668 -0.043 -21.674 -0.038 -21.666 -0.041 -21.653 -0.042 -21.638 -0.044 -21.618 -0.047 -21.531 -0.070 11.777 0.055 4.088 0.027 44.360 42.108
14.200 -21.655 -0.046 -21.657 -0.044 -21.664 -0.039 -21.656 -0.042 -21.644 -0.043 -21.630 -0.045 -21.610 -0.048 -21.526 -0.071 11.734 0.054 4.092 0.027 44.354 42.089
14.600 -21.643 -0.047 -21.646 -0.045 -21.653 -0.040 -21.647 -0.043 -21.635 -0.045 -21.621 -0.046 -21.602 -0.049 -21.520 -0.072 11.689 0.053 4.097 0.027 44.349 42.072
