          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 59436.597846  19.6754  19.9713    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59438.617138  19.5108  19.7274    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59444.608591  20.1168  20.4126    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59447.615158  19.7177  19.9342    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59452.580234  19.6003  19.8168    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
  59453.45133  18.9116  19.2454    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 59453.485138  19.6403   19.872    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 59454.597876  19.3775  19.5941    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59456.487905  19.2458  19.5796    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 59456.621923   19.522  19.7386    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59460.446932  19.8575  20.1913    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 59460.463911  19.8429  20.0746    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 59460.602308  19.4028  19.6193    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59462.436111  19.8442  20.0759    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 59462.622694  19.7985  20.0944    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59464.465937  19.9473  20.2811    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 59464.621796  19.4454   19.662    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
  59466.44346  19.8974  20.2312    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 59466.580227  19.8135  20.1093    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59468.464699  20.1585  20.4923    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 59468.484328  20.2203   20.452  0.2714        P48         ZTF       r  False      AB   False                  ZTF 
 59470.595648  19.7204  20.0163  0.2335      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 59471.461863   19.993  20.2247    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 59474.442025  19.5131  19.8469  0.1767        P48         ZTF       g  False      AB   False                  ZTF 
 59474.576401  18.9147  19.1313    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59477.382118  18.5151  18.8489    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
  59477.48405   19.216  19.4476  0.1626        P48         ZTF       r  False      AB   False                  ZTF 
  59478.52237  19.3392  19.5558  0.3326      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
  59479.47581  19.0892  19.4229  0.1692        P48         ZTF       g  False      AB   False                  ZTF 
 59484.420578  18.9248  19.2586  0.2034        P48         ZTF       g  False      AB   False                  ZTF 
 59484.475451  18.8458  19.0774  0.1342        P48         ZTF       r  False      AB   False                  ZTF 
 59484.580654  18.7652  18.9818  0.1663      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59486.552397  18.9535    19.17  0.1733      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59487.451851  18.7073  19.0411  0.1224        P48         ZTF       g  False      AB   False                  ZTF 
 59487.482997  18.8305  19.0622  0.1395        P48         ZTF       r  False      AB   False                  ZTF 
 59488.572555  18.7735    18.99  0.1557      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59489.440092  18.6689  18.9006   0.121        P48         ZTF       r  False      AB   False                  ZTF 
 59489.440092   18.669  18.9006   0.121        P48         ZTF       r  False      AB   False                  ZTF 
 59489.482858  18.7335  19.0673  0.1105        P48         ZTF       g  False      AB   False                  ZTF 
 59489.482858  18.7336  19.0674  0.1105        P48         ZTF       g  False      AB   False                  ZTF 
 59490.562989  18.6868  18.9033  0.1059      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59493.569931  18.6803  18.8969  0.1254      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59494.542438  18.5932  18.8097  0.1028      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59496.395821  18.5367  18.8705  0.1938        P48         ZTF       g  False      AB   False                  ZTF 
 59496.425011  18.5191  18.7508  0.0826        P48         ZTF       r  False      AB   False                  ZTF 
 59496.553362   18.621  18.8375  0.1283      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59498.442557  18.4575  18.7912  0.0792        P48         ZTF       g  False      AB   False                  ZTF 
 59498.539346  18.6312  18.8478  0.1205      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59500.489504  18.4097  18.6263  0.1063      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59503.461585  18.4291  18.7629  0.0927        P48         ZTF       g  False      AB   False                  ZTF 
 59506.510951  18.4063  18.6228  0.1193      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59508.461262  18.2555  18.4721  0.1566      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59509.342847  18.2624  18.4941  0.0951        P48         ZTF       r  False      AB   False                  ZTF 
 59509.391597  18.3252   18.659  0.1115        P48         ZTF       g  False      AB   False                  ZTF 
 59509.491476  18.4625   18.679  0.1447      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59510.490818  18.2488  18.4653  0.1092      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59511.382349  18.3244   18.556  0.0928        P48         ZTF       r  False      AB   False                  ZTF 
 59512.542908  18.2208  18.4373  0.1145      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59513.476285  18.2996  18.5162   0.096      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59516.517327  18.1313  18.3479  0.1044      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59517.423252  18.2272  18.4588  0.0688        P48         ZTF       r  False      AB   False                  ZTF 
 59517.440347  18.2744  18.6082  0.0751        P48         ZTF       g  False      AB   False                  ZTF 
 59518.445272  18.3239  18.6198  0.0663      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 59520.500658  18.2056  18.4221  0.0823      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
  59521.33743   18.221  18.5548  0.0692        P48         ZTF       g  False      AB   False                  ZTF 
  59521.44346  18.1838  18.4154  0.0817        P48         ZTF       r  False      AB   False                  ZTF 
 59522.560996  18.1451   18.441  0.0596      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 59523.289143  18.1663  18.3979  0.0721        P48         ZTF       r  False      AB   False                  ZTF 
 59523.370902  18.1838  18.5176  0.0853        P48         ZTF       g  False      AB   False                  ZTF 
 59524.483338  18.2294  18.4459   0.089      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59525.338842   18.294  18.6278  0.0687        P48         ZTF       g  False      AB   False                  ZTF 
 59525.360162  18.2534   18.485  0.0841        P48         ZTF       r  False      AB   False                  ZTF 
 59526.477146  18.3281  18.6239  0.0738      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
  59527.31934  18.2889  18.6227  0.1327        P48         ZTF       g  False      AB   False                  ZTF 
 59528.467016  18.4385  18.6551  0.1264      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59530.375208  18.5587  18.7904   0.086        P48         ZTF       r  False      AB   False                  ZTF 
 59530.401296  18.4944  18.8282  0.1741        P48         ZTF       g  False      AB   False                  ZTF 
 59532.378761  18.6512  18.8828  0.1202        P48         ZTF       r  False      AB   False                  ZTF 
 59532.401828    18.71  19.0437  0.0807        P48         ZTF       g  False      AB   False                  ZTF 
