 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma      vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel            TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
   -8.45056  0.16508   5.6482     14.24615  1.80754  1.47325   5.89296  0.08883      0.0117   8930.92868   7012.36895  4.61393         2668.61418      18.9911  0.00544  58624.88944  2.80384  0.97283  1723530.85956  44.78569  19.26856     58662.33    50.72314       44.12078   24.67713  30.89252   34.0    0.33173  -20.98148  0.86549 
   -8.33802  0.03073  4.98161     14.31011    1.884  1.54691   5.91278  0.08187     0.13282   8881.21027   7834.62183  1.68007         2777.38512     17.50204  0.00018  58625.00198  2.78204  0.18168   1040910.4622  45.13177  19.29905     58662.33    50.95882       44.38242    19.8463  27.19132   36.0    0.32441   -20.9337  0.97934 
   -8.62014  0.01436  4.51385     14.91839  1.52552  0.20547  17.94583   0.0249     0.41896   5913.54243   6073.91627  2.68678         3823.93794     19.56683  0.02049  58624.71986  3.74357  0.25766    42028.35361  46.51962  19.30096     58661.33    50.72045       44.05239   22.26257  33.32473   39.5    0.29802  -20.92263  0.96743 
   -8.88492  0.00719  4.11078      14.2508  1.59043   1.4036   5.76116  0.10134     0.09134   8335.70383   6909.03064  1.21491         3758.58332     17.76992  0.00033  58624.45508  2.38793  0.04143   786262.28717  45.34694  19.24667     58662.33    50.91049       44.34418   18.37331  27.27319   35.5    0.31502  -20.95661  0.99581 
   -8.58359  0.00233  3.83879     14.11943  1.24881  1.03455   8.03189  0.04893     0.02536    6221.7233   6995.25162  1.78032         3981.92221     17.81429  0.00036  58624.75641  1.85467  0.01873   985911.90292  45.20312  19.25906     58661.33    50.95106       44.40226   16.82031  25.14001   39.5    0.31064  -20.91287  0.99761 
   -8.59741  0.02401  5.57239     14.38586  1.84404  0.95422   6.39252   0.0738     0.03135   7265.59406   7282.72641  2.42226         3546.70762     17.08531    7e-05  58624.74259  2.01299  0.15347   899401.50549  45.08858  19.26478     58660.43    50.70905       44.04892   23.12413  32.46317   39.5    0.30382  -20.91516  0.97743 
   -7.88785  0.03408  6.03599     14.45399  1.93827  0.83369   5.70667  0.10019     0.03382   8888.82005    6921.1154  4.42627         3016.33279     17.06753    6e-05  58625.45215  2.68967   0.1945   810494.33561  45.08601  19.26128     58662.33     50.8268       44.23533   18.36429  29.69847   38.0     0.3098   -20.9501  0.96909 
   -7.74206  0.00791  6.14441     14.24793  1.72683  1.10403   4.46339  0.09062     0.08144   8033.93884   6819.71308  4.26995         3466.77426     18.86112  0.00404  58625.59794   1.7185  0.03529  1932727.86176  44.64296  19.26656     58662.33    50.96611       44.40979   17.86167   25.8002   40.5    0.33825  -20.98277  0.99287 
   -8.09689  0.02228  4.93989     14.21831  1.55438  1.28763   5.26304  0.08692     0.07806   7732.75273   6624.93339  2.38915         3410.24626     18.79672  0.00348  58625.24311  1.87729  0.11727  1288818.72299  44.96278  19.28451     58661.33    50.90568       44.35082   18.13236  26.92063   39.0    0.32671  -20.90016  0.98241 
   -7.18143  0.00148  5.34748     14.38262  1.84237  1.05008   6.82724  0.05391     0.07723   6206.21074   7533.26229  2.04722         3929.63843     16.47751    2e-05  58626.15857  1.56865  0.01011   839957.23015  45.15367  19.28211     58661.33    50.89443       44.29799   18.36429  29.69847   38.0    0.32182  -20.91514   0.9986 
   -7.97467  0.00305   3.9165     14.65379  1.97618   0.5541  14.99929  0.01954     0.01248   5505.26061   5773.21958  0.88031         4563.53816     17.64602  0.00025  58625.36533  2.71177  0.04572   138629.55143  46.23702  19.27477     58661.46    50.91036       44.33636   18.36429  26.74682   39.0     0.3328  -20.87915  0.99698 
   -6.04318  0.03927  5.09737     14.88943  1.53791  0.25753  21.62682  0.01867     0.24853      5720.66   4161.43149  3.78293         3647.67494     17.97053  0.00052  58627.29682  4.22194  0.84921    61741.54025  46.25051  19.29359     58662.35    50.81142       44.20548   20.68254  30.02381   42.0    0.29069  -20.86674  0.87742 
   -8.99288  0.00777  5.10265      14.3626  1.97205  1.27696   5.11644  0.08236     0.06306   8683.18733   7985.45654  0.74225         3817.26282     17.29421  0.00011  58624.34712   2.3012  0.03973   897676.46501  45.19505   19.2573  58662.96274    50.89037       44.30885   18.97363  28.52381   34.5    0.37057  -20.94309   0.9955 
   -7.62104  0.02074  5.22105     14.25907  1.65221  1.26163   5.64501   0.0833      0.0508   7807.84868   7497.32174  2.15278         3735.70437     16.45005    2e-05  58625.71896  2.05284   0.1171  1268397.96732  44.94814  19.27515     58662.33     50.7802       44.15767   22.23554  30.92522   37.0    0.32845  -20.95228   0.9821 
    -7.7949  0.04581  4.72502     14.38625   1.8006  1.15256   6.19665  0.09998     0.07321    8492.2672   7083.05875  2.11697         3186.61798     16.59583    2e-05   58625.5451  2.66583  0.28389   630296.90491  45.37591  19.28579     58661.46    50.72954        44.0739   23.12413  32.46317   37.0     0.3107  -20.91773  0.96935 
   -7.98909  0.02647  4.80013     14.20034  1.51982  1.07511   5.01561  0.07824     0.13562   7847.07523    6977.3176  1.59744         3722.12628     16.56541    2e-05  58625.35091  1.84233  0.13278  1292496.08208   44.9767  19.24536     58660.48    50.73241       44.13157   21.35714   29.4127   40.0    0.34211  -20.95613  0.98055 
   -9.02956  0.46259  6.93654     14.63381  1.77382  0.51597   7.58914  0.06378     0.01161  10039.35431   5263.49237  3.76833         2574.10067     17.94231  0.00049  58624.31044   4.5628  3.51064   427947.58845  45.20408  19.26404     58661.46    50.88852       44.31031   18.97363  26.90476   40.0    0.32704  -20.99744  0.53471 
   -8.39581  0.00546  3.65849     14.52995  1.77006  0.64761  14.76712  0.02423      0.0228   5926.39881   5571.88776  0.86028         4493.24434     17.94059  0.00048  58624.94419  3.09389  0.08064    191650.8665  46.10772   19.2703     58660.48    50.73839       44.10809   22.99744  30.88889   39.0    0.31848  -20.88697  0.99453 
   -7.94395   0.0162  5.64213     14.31945  1.91936  1.32701    5.7811  0.09025     0.05828   9146.39304   6665.40025  3.65385         2742.17513     18.10555  0.00071  58625.39605  2.88494  0.09365  1303024.53035  44.93416  19.26625     58661.33    50.71741       44.06501   23.12413  32.87715   38.5    0.33097  -20.95147  0.98657 
   -7.05819  0.03051   5.0329     14.28355  1.62069  1.04852   4.91285  0.10786     0.06725   8674.00774   6272.25357  4.32128         2945.84301     19.31909  0.01158  58626.28181  2.20496  0.14989  1032907.16398  45.06085  19.29271     58662.33    50.77999       44.15906   21.83094   30.4919   39.0    0.32632  -20.96595  0.97818 
  -10.70128  0.13699  3.85934     14.31616  1.69216  1.19982   5.14625  0.11235     0.06802   9132.13053   6018.28489  0.29222         4608.64616     18.66339  0.00256  58622.63872  2.56013  0.70499   545709.99945   45.5873  19.24225     58660.48    50.81564       44.24309   18.36429  27.71384   38.0    0.34181  -20.95939  0.94572 
