          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 58299.581806  19.5318  19.7647    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58303.591065  19.5397  19.7727    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58307.594224  20.2032  20.5215    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
  58310.33728  20.4223  20.7814    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58311.588294  20.3113  20.6296    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58313.373182  20.4774  20.8365    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58313.540709  18.8488  19.0818    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58315.581975  20.2757  20.5939    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58316.376886  20.4263  20.7854    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58317.550348  19.1097  19.3426    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58319.379305  20.1145  20.4736    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58319.552324  20.1143  20.3473    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58321.552144  20.0643  20.2973    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58322.425405  20.2734  20.6324    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58323.548905  19.1183  19.3513    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58325.413541  19.0107  19.3698    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58325.525928  18.9294  19.1623    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58327.505134  19.4497  19.6827    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58328.445196  17.6282  17.9873    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58329.513224  18.5112  18.7441    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
