# Wavelength Flux
# STATUS = PUBLIC
# OBJECT = PS113gt
# TELESCOPE = Gemini-N
# INSTRUMENT = GMOS
# DATE-OBS = 2013-03-05
# MJD = 56356.0
# EXPTIME = 3600
# SLIT = 1.0
# DISPERSER = R400
# SOURCE = 2018ApJ...852...81L
# FILTER = OG515
# FLUX_STANDARD =
# EXTINCTION_CORRECTED =
# PHOTOMETRY_CALIBRATED =
# FLUX_UNITS =
# QUALITY =
# MIN_WAVE =
# MAX_WAVE =
# COMMENT =
5884.0 0.00043875036
5885.38 0.0013656553
5886.76 0.0020548125
5888.14 0.0018170042
5889.52 0.0021108313
5890.9 0.0023100297
5892.28 0.0014075368
5893.66 0.0012619397
5895.04 0.0018924434
5896.42 0.0010093351
5897.8 0.0012156819
5899.18 0.0028133303
5900.56 0.0028375579
5901.94 0.0023305335
5903.32 0.0025396962
5904.7 0.0017602534
5906.08 0.001507956
5907.46 0.002858061
5908.84 0.0031930364
5910.22 0.0018247073
5911.6 0.0011988553
5912.98 0.0016291882
5914.36 0.0023012052
5915.74 0.0020523256
5917.12 0.0009785599
5918.5 0.0011224032
5919.88 0.0020935547
5921.26 0.0019189621
5922.64 0.00067131338
5924.02 0.0012255906
5925.4 0.0018986968
5926.78 0.0021035624
5928.16 0.0020459966
5929.54 0.0013281293
5930.92 0.00051817346
5932.3 0.00050656768
5933.68 0.00092703638
5935.06 0.00098243441
5936.44 0.0012775739
5937.82 0.0032485577
5939.2 0.0037562456
5940.58 0.0032578078
5941.96 0.0017725142
5943.34 0.00099853376
5944.72 0.0013955896
5946.1 0.0020198902
5947.48 0.0019948421
5948.86 0.0012160821
5950.24 0.001516846
5951.62 0.0020313684
5953.0 0.0018682453
5954.38 0.0019002569
5955.76 0.0016014447
5957.14 0.0025332426
5958.52 0.0013256218
5959.9 0.0008325615
5961.28 0.0017666569
5962.66 0.0012927616
5964.04 0.0018990718
5965.42 0.0013175479
5966.8 0.0010501021
5968.18 0.0012970985
5969.56 0.0012245128
5970.94 0.0019969622
5972.32 0.00099808044
5973.7 0.0025649707
5975.08 0.0039372297
5976.46 0.0018528027
5977.84 0.00013802709
5979.22 0.0011076224
5980.6 0.001436304
5981.98 0.0020817328
5983.36 -5.9562241e-05
5984.74 -0.0007079342
5986.12 0.0012598482
5987.5 0.0021518231
5988.88 0.0019600939
5990.26 0.0023415871
5991.64 0.0016725845
5993.02 0.0021010466
5994.4 0.0024159873
5995.78 0.0032412767
5997.16 0.0018684439
5998.54 0.00099770562
5999.92 0.001779114
6001.3 0.0016473605
6002.68 0.0015774428
6004.06 0.0023564247
6005.44 0.0027110688
6006.82 0.001848557
6008.2 0.00064914415
6009.58 0.0029417731
6010.96 0.0037845294
6012.34 0.0014060637
6013.72 0.00052497078
6015.1 0.0007361954
6016.48 0.0016155582
6017.86 0.0023692836
6019.24 0.0021673903
6020.62 0.00187716
6022.0 0.002061088
6023.38 0.0014846894
6024.76 0.0014626992
