     MJD    Mag  Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 56323.6  22.21  nan    0.13        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56324.6   21.9  nan    0.11        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56325.6  22.83  nan    0.21        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56325.6  23.42  nan    -1.0        PS1          --       g   True      AB   False  2018ApJ...852...81L 
 56326.6  22.23  nan    0.08        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56328.6  22.68  nan    0.12        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56328.6  23.97  nan    -1.0        PS1          --       g   True      AB   False  2018ApJ...852...81L 
 56331.6   22.7  nan    0.11        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56331.6   23.5  nan     0.2        PS1          --       g  False      AB   False  2018ApJ...852...81L 
 56332.6  22.24  nan    0.06        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56332.6  22.76  nan    0.09        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56334.5  22.13  nan    0.08        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56336.6  23.07  nan    0.11        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56336.6  24.45  nan    0.31        PS1          --       g  False      AB   False  2018ApJ...852...81L 
 56337.6  22.35  nan    0.08        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56338.6  21.98  nan    0.07        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56348.6  22.37  nan    0.26        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56351.5  22.17  nan    0.11        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56352.5  22.65  nan    0.22        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56353.5  22.07  nan    0.13        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56354.6  23.27  nan    0.35        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56354.6  23.52  nan    0.35        PS1          --       g  False      AB   False  2018ApJ...852...81L 
 56355.5  22.46  nan    0.09        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56356.5  22.08  nan    0.06        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56357.6  23.83  nan    -1.0        PS1          --       g   True      AB   False  2018ApJ...852...81L 
 56357.6  23.17  nan     0.2        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56358.6  22.42  nan    0.09        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56359.6  22.11  nan    0.09        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56364.6  22.17  nan    0.12        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56369.4  22.81  nan    0.17        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56370.4  22.36  nan    0.06        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56371.5  23.65  nan    0.25        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56371.5  23.86  nan    -1.0        PS1          --       g   True      AB   False  2018ApJ...852...81L 
 56383.5  22.48  nan     0.1        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56384.5  23.64  nan    -1.0        PS1          --       r   True      AB    True  2018ApJ...852...81L 
 56384.5  23.79  nan    -1.0        PS1          --       g   True      AB    True  2018ApJ...852...81L 
 56385.5   23.1  nan    0.16        PS1          --       i  False      AB   False  2018ApJ...852...81L 
 56386.3  22.92  nan    0.17        PS1          --       z  False      AB   False  2018ApJ...852...81L 
 56387.5  23.27  nan    0.28        PS1          --       r  False      AB   False  2018ApJ...852...81L 
 56387.5   23.7  nan    -1.0        PS1          --       g   True      AB    True  2018ApJ...852...81L 
