          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
  59647.38136  19.6884  19.7339    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59647.434828  19.3644  19.4266    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 59649.430384  19.3318  19.3773    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59653.414664  19.1702  19.2157    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59655.334338  19.2491  19.2947    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59657.399763  19.0899  19.1354    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59659.389401  19.9286  19.9742    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59663.304837  19.6962  19.7584    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 59665.361052  19.6887  19.7343    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59671.331401  20.4743  20.5365    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59673.472848  19.4211  19.4666    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  59677.33189   19.363  19.4085    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59679.297059  15.9836  16.0459    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 59681.358249   19.537  19.5825    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59683.372064  19.5136  19.5592    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59685.298682   17.764  17.8095    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59687.283296    19.47  19.5156    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59689.369966  19.1543  19.1998    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59691.316271  16.7791  16.8413    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
  59693.28213  19.7088  19.7544    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59695.276218  20.2045  20.2667    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59697.343152  19.5967  19.6422    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59699.314418  19.9935  20.0558    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59709.262292  19.5655   19.611    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59711.259113  18.8025  18.8481    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59713.299344  19.5039  19.5495    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59715.328311  18.8615   18.907    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59717.253158  19.4294   19.475    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  59721.28383  19.7043  19.7498    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59723.277047  20.9861  21.0483    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
  59725.25825  19.3623  19.4078    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59727.268172  19.8023  19.8645    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 59729.274237  19.6217  19.6672    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 59737.267687  19.5609  19.6065    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
