# Wavelength Flux
# STATUS = PUBLIC
# OBJECT = 2019kws
# TELESCOPE = P200
# INSTRUMENT =
# DATE-OBS = 2019.0427
# MJD =
# EXPTIME =
# SLIT =
# DISPERSER =
# SOURCE = 2023ApJ...943...41C
# FILTER =
# FLUX_STANDARD =
# EXTINCTION_CORRECTED = False
# PHOTOMETRY_CALIBRATED =
# FLUX_UNITS = erg/s/cm^2/Angstroms
# QUALITY =
# MIN_WAVE =
# MAX_WAVE =
# COMMENT =
3100.203 -4.29e-16
3101.246 1.302e-16
3102.289 1.747e-16
3103.331 -3.101e-16
3104.374 8.615e-17
3105.417 -2.1e-16
3106.46 4.548e-18
3107.502 -3.206e-16
3108.546 2.65e-16
3109.589 9.412e-17
3110.633 -7.323e-16
3111.675 -2.804e-16
3112.719 3.07e-16
3113.763 -2.203e-16
3114.806 -3.007e-16
3115.849 5.383e-16
3116.893 -2.541e-16
3117.937 -3.813e-16
3118.981 -4.019e-16
3120.024 -3.391e-16
3121.068 -5.114e-16
3122.112 1.397e-16
3123.156 1.403e-16
3124.2 -4.086e-16
3125.244 3.373e-16
3126.289 -2.805e-16
3127.332 -3.178e-16
3128.377 2.316e-16
3129.422 -5.268e-17
3130.466 2.941e-17
3131.51 5.083e-16
3132.555 1.076e-16
3133.6 2.417e-16
3134.645 -5.542e-16
3135.689 2.108e-16
3136.734 -4.395e-17
3137.779 -1.74e-16
3138.824 1.024e-16
3139.869 -5.973e-16
3140.914 -8.757e-17
3141.959 -2.361e-17
3143.004 1.2e-16
3144.049 1.068e-16
3145.095 6.11e-17
3146.141 7.498e-17
3147.185 -2.085e-17
3148.231 -8.163e-17
3149.277 1.085e-16
3150.323 -3.892e-16
3151.368 -2.592e-16
3152.414 5.415e-17
3153.46 1.758e-16
3154.506 3.462e-16
3155.551 1.529e-17
3156.598 -4.824e-17
3157.644 -2.515e-17
3158.691 -9.71e-17
3159.736 -5.558e-17
3160.783 6.005e-17
3161.829 2.612e-16
3162.875 1.423e-16
3163.922 -1.653e-16
3164.968 -2.363e-16
3166.015 3.766e-17
3167.061 1.431e-17
3168.108 -1.09e-16
3169.155 -1.322e-16
3170.202 -8.939e-17
3171.248 -1.204e-16
3172.296 1.851e-16
3173.343 7.303e-17
3174.39 6.988e-17
3175.437 -2.195e-16
3176.484 -1.938e-17
3177.532 -2.109e-16
3178.579 6.452e-17
3179.626 2.798e-16
3180.674 -7.082e-17
3181.722 -7.298e-17
3182.768 -2.141e-16
3183.816 1.87e-16
3184.864 -2.128e-16
3185.912 1.394e-17
3186.959 -4.74e-17
3188.008 1.628e-16
3189.056 6.679e-17
3190.104 -1.904e-16
3191.151 -1.276e-16
3192.2 3.134e-18
3193.248 -1.401e-16
3194.297 -1.702e-16
3195.344 2.065e-16
3196.393 -1.866e-16
3197.442 1.209e-16
3198.489 8.359e-17
3199.538 6.517e-17
3200.587 -2.039e-17
3201.636 4.652e-17
3202.684 -3.049e-16
3203.733 5.597e-18
3204.782 2.373e-17
3205.831 1.789e-16
3206.88 -1.626e-16
3207.929 5.205e-17
3208.978 1.33e-16
3210.028 2.592e-17
3211.076 1.303e-16
3212.126 1.169e-16
3213.175 -1.027e-16
3214.225 -6.031e-17
3215.274 7.469e-17
3216.324 1.402e-16
3217.374 -1.106e-16
3218.422 3.68e-17
3219.472 9.513e-17
3220.522 -1.917e-17
3221.573 -6.447e-17
3222.622 -4.569e-17
3223.672 -7.424e-17
3224.722 7.65e-17
3225.773 2.522e-17
3226.822 9.45e-17
3227.872 6.755e-17
3228.923 1.31e-16
3229.973 5.364e-17
3231.023 -7.634e-17
3232.074 -1.482e-16
3233.124 -3.999e-17
3234.174 6.393e-18
3235.225 -2.331e-17
3236.276 3.544e-17
3237.327 1.005e-16
3238.377 -3.595e-17
3239.428 -5.408e-17
3240.479 2.33e-17
3241.531 3.8e-18
3242.581 3.805e-17
3243.632 9.308e-18
3244.684 5.966e-17
3245.735 -2.414e-17
3246.786 -5.29e-17
3247.837 8.018e-17
3248.889 3.52e-17
3249.939 -8.483e-17
3250.991 6.514e-17
3252.043 -8.858e-17
3253.095 3.867e-18
3254.146 3.004e-17
3255.198 -2.239e-17
3256.25 -7.045e-17
3257.302 9.397e-17
3258.353 -1.341e-17
3259.405 -8.716e-17
3260.458 -7.136e-17
3261.51 -1.129e-16
3262.561 -3.154e-17
3263.614 -1.302e-16
3264.666 -1.141e-16
3265.718 2.994e-17
3266.77 2.174e-17
3267.823 -1.721e-16
3268.876 1.304e-16
3269.928 1.129e-16
3270.981 1.465e-16
3272.033 -1.626e-17
3273.086 7.552e-17
3274.138 -1.777e-16
3275.192 4.149e-17
3276.245 -7.479e-19
3277.298 -3.096e-17
3278.35 2.594e-17
3279.403 9.55e-17
3280.457 -3.345e-17
3281.509 4.697e-18
3282.563 5.267e-17
3283.616 -3.238e-17
3284.67 9.466e-17
3285.723 2.05e-17
3286.776 1.395e-16
3287.83 -7.497e-17
3288.884 5.989e-17
3289.937 -1.174e-16
3290.991 1.136e-17
3292.045 -5.448e-18
3293.099 9.058e-18
3294.152 -4.724e-18
3295.206 8.166e-17
3296.26 -4.452e-17
3297.314 1.502e-16
3298.368 9.446e-17
3299.422 8.319e-18
