 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy   mnickel             TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time     E_fold  tau_1  delta_m15     r_peak     frac 
 -100.06155  0.01334  3.72562     13.81567  2.05173  0.75454  19.12344  0.04959       0.012  2289.33333    9939.0032  4.39473          2166.9317     19.19925  0.00879  57969.43845  0.59788   0.25519   6180086.22619  44.64757  19.65425  58104.68865     51.2828       44.05993   83.32045  128.55154  146.0    0.02249  -20.63332  0.98413 
  -139.8211  0.08066  3.18676     13.51827  1.58296  1.20904  50.17413  0.04613     0.10804  2998.45655   9818.40747  4.77584         2052.77804     19.21096  0.00903   57929.6789  2.69093   4.04687  13722703.04563  44.32418  19.37142  58059.58848    51.37833       44.03855  121.40979  160.69009  122.0    0.01902   -20.8938  0.78274 
 -112.23366  0.27289  3.92291     13.95943  1.57048  0.34027  23.96867  0.05826     0.16395  3300.62272   9846.76432  4.67574         2189.90616     19.22771  0.00939  57957.26634  1.55763    6.5408   2705237.02219  44.84545  19.55471  58107.69533    51.22639       43.95136   95.22337  140.45447  122.0    0.02418  -20.85351  0.57868 
 -140.48323  0.04434  3.36793     13.69407  1.92227  1.19342  43.03234  0.09622     0.15787   3585.4453   9923.86995  2.52035         2422.30417     18.65346   0.0025  57929.01677  3.29996   1.90822   8283669.90248  44.57971  19.44088  58074.62187    51.32007       43.99682  111.88746  150.91774  146.0    0.01917  -20.89402  0.90466 
 -137.65679  0.20059  4.68295     13.83184  1.74211   0.8419  44.95433   0.0713     0.08035  3476.16425   9856.92706  3.30523         2815.60561     17.66018  0.00025  57931.84321   3.2404   9.01756   7695829.86656  44.28263  19.52794  58077.62855    51.27566       43.95443  114.26804   149.9768  140.0    0.02061  -20.88579  0.46567 
  -147.8882  0.13138  3.89995     13.82278  1.66585   0.6316  57.42246  0.04153      0.2424  2454.39013   9779.72993  4.42735         2471.64903     18.69356  0.00274   57921.6118  2.06346    7.5441   5321120.32477  44.58236  19.34402  58041.54841    51.37818       44.02201  126.17096  162.83472  128.0    0.01621  -20.77143  0.58218 
 -167.21291  0.05818  3.11082     13.55755  1.64934  1.27551  62.50987  0.05367     0.22402  2976.14058   9876.11278  3.51735         2534.84098     18.65688  0.00252  57902.28709   3.3028   3.63684  11370428.53389  44.44463  19.54716   58083.6419    51.27716       43.94595  114.26804  154.73797  142.0    0.02182  -20.87853  0.82043 
  -151.1464  0.05586  2.62089      13.5821  1.48548   0.9306  22.49533  0.26699     0.35542  5490.03137   9955.45403   3.4228          2130.3948     17.42064  0.00015   57918.3536  4.04454   1.25649    6492021.4309  44.79143  19.51631  58071.61519    51.38391       44.04493  119.02921  157.11855  142.0    0.01635  -20.96747  0.94204 
 -123.11165  0.01907  2.88642     13.72981  1.48927  0.63509  43.44609  0.06727     0.06965  3108.18358   9802.63269  2.34441         2642.50584     18.61912  0.00231  57946.38835  2.50375   0.82848   3998485.95519  44.91921  19.57784  58089.65526     51.3348       43.99546  119.02921  159.49914  120.0    0.01948  -20.84575  0.95288 
 -141.48054  0.15232  4.02026     13.87212  1.80123  0.65145  45.67177  0.04487        0.22  2410.62765   9907.59316   4.1792         2504.21677      18.2277  0.00094  57928.01946   1.5832   6.95666   4871431.01609  44.62825   19.5377  58077.62855    51.28666       43.96604  116.64862  157.11855  128.0    0.01872  -20.78021  0.61769 
 -126.53115  0.22826  3.59061     13.60931  1.74376    1.324  13.51784   0.2553     0.26814  4307.91974   9955.89804  2.56893         2472.35035     17.00216    6e-05  57942.96885  1.49648   3.08563  12618987.23784  44.29897  19.44687  58089.65526    51.29883       43.99724   97.60395  145.21563  138.0    0.02105  -20.87197  0.81313 
