          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 58637.608598  18.9458  19.0357    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58645.567056  19.8161   19.906    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58647.544705  19.4004  19.4903    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58653.538205  19.0797  19.1696    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  58665.60728  19.7254  19.8152    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58671.502275  19.9336  20.0235    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58677.484414  19.5395  19.6294    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58679.479703  19.6362  19.7261    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58681.556173  19.2996  19.3895    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58685.468172  19.2087  19.2985    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  58689.53013  19.7104  19.8003    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58691.573852  20.3529  20.4757    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58693.539546  19.6312  19.7211    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
      58699.5    21.34      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58699.514973  20.2853  20.4081    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
     58700.49    21.54      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58700.49    21.58      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58703.477045  20.6986  20.8214    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
