# STATUS =
# OBJECT = 2018ibb
# TELESCOPE = NOT
# INSTRUMENT = ALFOSC
# DATE-OBS = 2019-02-22 22:38:16.00
# MJD = 58536.943240699824
# EXPTIME = 2400
# AIRMASS = --
# SLIT = 1.3
# DISPERSER = --
# SOURCE = 2023arXiv230505796S
# FILTER =
# RESOLUTION =
# FLUX_STANDARD =
# EXTINCTION_CORRECTED = None
# PHOTOMETRY_CALIBRATED =
# TELLURIC_CORRECTED =
# FLUX_UNITS = erg cm(-2) sec(-1) Ang(-1)
# WAVE_UNITS = Angstrom
# QUALITY = --
# MIN_WAVE = 3861.3508095553
# MAX_WAVE = 9652.3567302647
# COMMENT = Date indicates the start of the observation
         Wavelength                     Flux 
 3864.3874957356097   1.5141467029015145e-16 
 3867.4241819765302     1.70203553678898e-16 
  3870.460868287836   1.8770421975661359e-16 
   3873.49755466932   3.1869799262371697e-17 
 3876.5342411307765   1.4388787682260432e-16 
  3879.570927651994   2.0707049325868847e-16 
  3882.607614242772    1.278744847888453e-16 
  3885.644300912905   2.1533668515847488e-16 
 3888.6809876421844   2.0526893563482886e-16 
  3891.717674440412   2.5472480070891577e-16 
 3894.7543613073835   2.8777575364520864e-16 
 3897.7910482529014    2.382548968617912e-16 
  3900.827735256758    9.777390428047301e-17 
 3903.8644223287592   1.8065622994476287e-16 
 3906.9011094787047   1.7729801099307203e-16 
 3909.9377966863944    2.733950035849717e-16 
 3912.9744839616324    2.423327341602729e-16 
  3916.011171304221   2.0918853224972305e-16 
  3919.047858723969   2.0024950347507935e-16 
  3922.084546200674   2.0071920201207726e-16 
 3925.1212337441466   1.7923049394442368e-16 
 3928.1579213641953   1.3729859661139125e-16 
  3931.194609040621    1.138968717082242e-16 
 3934.2312967832363   1.8173879716105212e-16 
 3937.2679845918487    1.648026484426428e-16 
 3940.3046724762708   1.5644195169015828e-16 
  3943.341360416307     2.45052024955018e-16 
 3946.3780484217737    2.282665816495492e-16 
 3949.4147365024833    1.900467470190075e-16 
 3952.4514246382428   1.6883652999568356e-16 
 3955.4881128388693   1.7999406803665554e-16 
 3958.5248011041776   1.9724261651730608e-16 
  3961.561489443983    1.384941928873859e-16 
  3964.598177838098   1.6549306761567649e-16 
 3967.6348662963396   1.7258689699062995e-16 
 3970.6715548285297    1.128381661823172e-16 
   3973.70824341448   1.7144059394345127e-16 
  3976.744932064011    2.431788822600117e-16 
 3979.7816207769424   1.5922403640696199e-16 
  3982.818309563098   1.5233114758259585e-16 
  3985.854998402291   1.9161157155670637e-16 
 3988.8916873043454    1.588705066257724e-16 
 3991.9283762790883   2.2414824227133977e-16 
  3994.965065306336    2.096048559529712e-16 
 3998.0017543959125   1.9835249908969078e-16 
  4001.038443547645   2.8489005895700836e-16 
  4004.075132771359   2.1628455941194857e-16 
 4007.1118220468766   1.8832525164577256e-16 
  4010.148511384025    2.687485673222499e-16 
 4013.1852007926336   2.6873757838588966e-16 
  4016.221890252527   2.5125606445440194e-16 
  4019.258579773533   2.3894845573092775e-16 
 4022.2952693554826   2.2803267428988116e-16 
 4025.3319590082065    2.774860276070857e-16 
 4028.3686487115297   2.7820941358920007e-16 
 4031.4053384752874    2.391946079053972e-16 
  4034.442028309312    2.233799586349535e-16 
 4037.4787181934316    1.968190715130212e-16 
   4040.51540813748   2.2558999072180387e-16 
 4043.5520981412933    2.704772839965216e-16 
 4046.5887882147053    2.339095574553401e-16 
 4049.6254783375466   2.1661893704691032e-16 
 4052.6621685196565   2.0745855969701022e-16 
 4055.6988587708715   1.4510607891054002e-16 
 4058.7355490710256   1.0009319779170525e-16 
 4061.7722394299553   2.2057872177192197e-16 
  4064.808929847501   1.5769123676951298e-16 
 4067.8456203335027   1.3310396261788065e-16 
  4070.882310867795   2.1584845562325199e-16 
  4073.919001460218    2.721513699586023e-16 
  4076.955692120618   1.6543686705543411e-16 
 4079.9923828288292   1.9253181648447427e-16 
 4083.0290735946955     1.96630061807625e-16 
 4086.0657644180596   1.9969063756875833e-16 
 4089.1024553087655    2.268766381847834e-16 
 4092.1391462466518    2.675187483587334e-16 
 4095.1758372415675   2.0253457429878968e-16 
  4098.212528303356   2.0293268776464085e-16 
  4101.249219411859   1.9696318356414557e-16 
  4104.285910576925   1.8820531525464076e-16 
    4107.3226017984    2.429559638367039e-16 
  4110.359293086132   1.7438280316150424e-16 
  4113.395984419965   1.5601369714171902e-16 
   4116.43267580975   2.0245419807855478e-16 
  4119.469367265337    1.853177367487787e-16 
  4122.506058766569   2.0136503750044932e-16 
    4125.5427503233   2.2204841351770213e-16 
   4128.57944193538    2.140531773915983e-16 
  4131.616133612662    2.291378473181115e-16 
 4134.6528253349925   1.9913867899386376e-16 
  4137.689517112226   1.7834227391690563e-16 
 4140.7262089542155    2.218471589975045e-16 
  4143.762900840811   2.5354270512616374e-16 
  4146.799592781869   2.5331915876363536e-16 
  4149.836284777242    2.463185783629388e-16 
  4152.872976836789   3.1962420297408044e-16 
  4155.909668940359   2.4713615522814105e-16 
  4158.946361097808   1.9370229519164548e-16 
  4161.983053319001   2.6502739950106073e-16 
  4165.019745583782   2.6025788715110418e-16 
  4168.056437902016    2.649445115239435e-16 
   4171.09313027356    2.643247355132256e-16 
  4174.129822708273   2.5340989598100995e-16 
  4177.166515186011    2.596114237235115e-16 
  4180.203207716635    2.437054092964726e-16 
  4183.239900310006   2.3860874061259105e-16 
  4186.276592945982   1.8568508119282118e-16 
 4189.3132856344255   2.7098089125143105e-16 
  4192.349978375197    2.585009132119062e-16 
  4195.386671178162   2.0198449954155685e-16 
  4198.423364023176   2.7100663675947507e-16 
  4201.460056920107   1.6041869077412574e-16 
  4204.496749878819   1.9866803854803496e-16 
  4207.533442879172   3.0335932128247695e-16 
  4210.570135931034    2.261488566281249e-16 
  4213.606829034266    2.453672504437519e-16 
  4216.643522198741   2.7443769666075376e-16 
  4219.680215404315   2.6117185268666626e-16 
   4222.71690866086   1.9456696749839161e-16 
 4225.7536019782465   2.7179124681559655e-16 
  4228.790295336332    2.200996041466153e-16 
  4231.826988744991    2.463750928927915e-16 
  4234.863682204092   2.2095077576011879e-16 
  4237.900375723501    2.444413540629987e-16 
   4240.93706928309    2.407427920537506e-16 
  4243.973762892724   1.7006477911114863e-16 
   4247.01045656228   1.9171580946732355e-16 
  4250.047150271623    2.342188175214784e-16 
  4253.083844030625   2.1876020978910658e-16 
  4256.120537839159   1.4878737259122205e-16 
 4259.1572317070995    1.935503339002638e-16 
  4262.193925614312     2.24254677969229e-16 
  4265.230619570676   1.9025585077946246e-16 
  4268.267313586062   1.5423600120824172e-16 
  4271.304007640343   1.7657776470706058e-16 
  4274.340701743396   1.9761058890056915e-16 
 4277.3773958950915    2.016086779180365e-16 
 4280.4140901053115   1.6267864402901267e-16 
  4283.450784353925    1.725759080542697e-16 
   4286.48747865081   1.7408045042679237e-16 
  4289.524173005846   2.2731776548724464e-16 
 4292.5608673989045   2.7244869917954946e-16 
  4295.597561839866   2.1307955763008058e-16 
  4298.634256328609   2.4455501106192465e-16 
  4301.670950875011   1.9400778762246033e-16 
  4304.707645458949   2.2986814063165233e-16 
  4307.744340090304    2.371688759797887e-16 
  4310.781034778957   2.4720020502864075e-16 
 4313.8177295047835   2.8031489379582303e-16 
  4316.854424277665   2.6014799778750175e-16 
  4319.891119097485    2.514300036185041e-16 
 4322.9278139741255   2.6866944698045614e-16 
  4325.964508887462   2.9910817275911367e-16 
   4329.00120384738    2.378260143741313e-16 
  4332.037898863765    2.382605483147764e-16 
  4335.074593916495   2.5851096023943556e-16 
 4338.1112890154545   2.1402272233939988e-16 
  4341.147984160528   2.5639040949151864e-16 
  4344.184679361601   2.6458941189470243e-16 
  4347.221374598555    2.014020859144639e-16 
  4350.258069881275   2.0574334371598114e-16 
  4353.294765219651   2.6355425408956733e-16 
  4356.331460593561    2.468812119045834e-16 
  4359.368156012894   2.6434953911243877e-16 
  4362.404851477541   2.8284674473322346e-16 
