 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel            TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
  -15.57868  0.01194  2.87755      14.1045  1.79352  0.53933  19.37472  0.04336     0.11212  6049.98981   7139.81024  3.60705         3305.43178      16.2084    1e-05  58788.91132  4.23031  0.23141   852248.40237  45.67394  18.78668  58849.41595    51.36813       44.47715   39.72991  54.45724   72.5    0.13215  -21.88312  0.99027 
  -11.62921  0.08329  2.79452     14.11761   1.9082  0.94803  42.16078  0.01495     0.02679  3638.17409   7479.13986  3.82421         3632.11769       16.859    4e-05  58792.86079  3.32892  3.51162   805062.53962  45.75102  18.77179  58846.89707    51.36193        44.4428   39.97919  56.75702   70.0    0.12049   -21.8148  0.88804 
  -15.37123  0.07701  2.93672     13.81911  1.68027  1.19275  13.99072  0.05005     0.05419  5259.33225   4514.65187  4.69857         3408.20152     16.73885    3e-05  58789.11877  2.30849  1.07738   3095293.1944   45.0678  18.75824  58849.41595    51.40816       44.60041   34.77179  47.79631   72.5    0.13229  -21.89053  0.94998 
   -8.70175  0.39357  2.78103     14.25715  2.19794  1.06716  15.40019  0.04388     0.22656  4364.77537   3400.00692  2.88054         3686.51971     18.19249  0.00087  58795.78825  1.75016  6.06108   483003.66421   46.0385  18.76183  58846.52065    51.31613       44.44225   35.47878  52.97322   75.0     0.1267  -21.82863   0.8523 
  -16.16584   0.0464  2.54296     13.86082  1.79444    0.706   6.93403   0.0644     0.03173   8655.5884   7341.46139  0.50261         3421.27048     18.20945   0.0009  58788.32416  3.09889  0.32177  2045423.06819  45.40131   18.7768  58849.41595    51.35383       44.46428   40.44749  52.56534   69.0    0.12502  -21.91751  0.98931 
  -12.62827  0.12881   2.5009     14.20065  1.63698  0.46423  17.58557  0.04108     0.41476  4551.55565   8212.64877  3.78137         3533.45141     20.04934  0.06224  58791.86173  2.17322  2.26519    377346.1718  46.10996  18.76876  58844.64799    51.43303       44.60023   33.84691   48.0036   67.5    0.12877  -21.92768  0.92391 
  -12.96256  0.00422  2.28695     13.78058   1.6539  1.49724   20.5608  0.03987     0.03917  6528.92911   6482.57769  3.12985         2836.76968     19.91767  0.04596  58791.52744  5.22819  0.08674   2206320.2274  45.42518  18.74154  58846.89707    51.36169       44.50028   37.83801  51.08131   70.5    0.13563  -21.92204   0.9974 
  -13.58304  0.05299  2.41491     13.86312  1.59538  1.26126  25.55927  0.03537     0.03932  5275.27021   6112.50214  3.39626           3530.254     19.62637   0.0235  58790.90696  4.24292  1.35445  1622749.90935  45.49566  18.77854  58846.89707     51.3426       44.49446   39.72991  52.97322   67.0     0.1254  -21.89335  0.95449 
  -12.53052  0.00692  2.90445       14.011  1.77628  0.69441  32.21925  0.01447     0.18611  4015.33852   8142.54835  3.93588         3455.00252     19.42595  0.01481  58791.95948  3.09875  0.22302  1322700.14116  45.47077   18.7725  58846.89707    51.39116       44.54611   38.55559  49.18941   71.0    0.14718  -21.84926  0.99031 
  -12.38392  0.00498  2.85972     13.88253  1.86918  1.33319  30.16532  0.01813     0.03648  4616.89423   3970.31459  3.24745         3368.41953      17.7937  0.00035  58792.10608  3.83561   0.1501  2438071.03308   45.2408  18.76473  58846.89707    51.34546       44.48581   37.83801  51.08131   70.5    0.14414  -21.82978  0.99414 
