 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma      vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0   kenergy  mnickel             TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time     E_fold  tau_1  delta_m15     r_peak     frac 
   -7.55129  0.01366   1.7941     14.59904  1.29868  0.51179   12.7361  0.15903     0.27304   6397.80866   8670.23051  1.70663         4691.80377      16.3627    1e-05  55197.99571   3.10975  0.17397     24599.84299  47.48372  20.53732  55244.62669    50.61817       43.77206   29.07945   58.15891   51.0    0.14168  -20.57069  0.99594 
  -17.51929  0.00223  0.78564     14.41406  1.49939  1.02837  18.14488  0.31292     0.42988  11989.48302   7805.83681  0.12168         4206.02904     19.66442  0.02565  55188.02771  15.55901   0.0404     12766.14029  48.54825  20.46189    55243.412    51.11772       44.49075   20.52667   29.07945   48.0    0.13287  -20.92141  0.99994 
  -18.41711  0.00114   3.9958     14.39383  1.94096  0.65757   6.64853  0.05359      0.0256   4365.81639   5116.26158  0.14895         3949.26706     16.44432    2e-05  55187.12989   0.75593  0.00761    469227.15444  45.68227  20.55906    55250.449    50.84519       43.97926   30.79001   54.73779   68.0    0.16494  -20.47562  0.99946 
   -18.3836  0.00585  3.26025     14.74269  1.51683  0.21715  28.95966  0.01667     0.41718   3533.51453   4514.67221  1.19552         2942.57231      17.7732  0.00033   55187.1634   2.15692  0.16943     48964.14183   46.7334  20.35531  55246.95031    51.11755       44.39532   25.65834   37.63223   65.5    0.13811  -20.41735  0.98848 
    -23.196  0.02671   3.6197      14.0498  1.12498  0.52923   5.44443  0.23717     0.46066   5193.63425   8893.33785  1.99326          5691.7541     16.28262    1e-05    55182.351   0.87604  0.14544   1088176.65101  45.16595  20.44925  55249.27393    50.98096       44.22096   20.52667   49.60613   62.5    0.11703  -21.03407  0.98069 
  -23.41115  0.24064  4.71798     14.39887  1.95603  0.81422   4.84433  0.14722     0.49725   4780.80569   4600.09456   0.4977         3600.83197     19.42344  0.01473  55182.13585   0.66049  1.16572    644123.23081  45.40374   20.5007   55233.0086    50.93274       44.12222   20.52667   44.47446   68.0    0.13241  -20.50491  0.89689 
  -19.01589  0.01482  3.75245     14.33128  1.64161  0.65577  23.32641   0.0115     0.47818   3137.96014   4368.65503  0.63073         3853.61233     17.25188   0.0001  55186.53111   1.37016  0.34578    466827.70602  45.66633  20.47862    55250.449    50.91584       44.11606   30.04254   46.93248   78.0    0.16146  -20.28127  0.97273 
  -26.80544  0.03294  3.26597     14.26977  1.64384  0.80577  25.03217  0.03659     0.49908   4008.87716   4320.16844  0.53356         2581.56894     19.81121  0.03597  55178.74156   2.39978  0.82452    470069.37096  45.78452  20.52023  55244.62669    51.10841       44.33347   25.65834   47.89557   70.0    0.09758  -20.35064  0.95204 
  -26.36573  0.01487   4.3498      13.8273  1.28985  1.03929   4.47339  0.09602     0.02015   3460.12469   7772.92897  2.31744         3234.92215     17.78012  0.00033  55179.18127   0.31948  0.06654   5019789.02204  44.40176  20.37446  55249.27393    50.81598       43.90832   41.05335   56.44835   80.0    0.11307  -20.38264  0.98932 
  -18.78714  0.00108  3.92965     14.26137   1.7928  1.44258   7.86974   0.0481     0.45494   3765.27377   5417.40283  0.53215         4344.71275     16.78731    3e-05  55186.75986   0.66555  0.00851    771467.77892  45.44635  20.33185    55250.405    50.77478       43.90335   37.63223   53.02724   55.0    0.17896  -20.33382  0.99934 
