          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 59724.113195  19.9068  19.9896    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59726.388808  19.8603  19.9431    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59735.110914  19.9654  20.0483    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59736.098333  19.8274  19.9103    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59742.343943   19.686  19.7688    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59745.324952  19.5441  19.6269    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59757.417968  19.9283  20.0574    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 59761.417968  20.3249  20.4539    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 59764.410156  20.1827  20.3117    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 59766.417968  19.9563  20.0853    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 59767.084535  19.1972  19.2801    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59768.024663  19.4355  19.5184    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59769.318799  19.2485  19.3314    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
   59769.4375  20.6217  20.7507  0.2296        P48         ZTF       g  False      AB   False             ThisWork 
 59773.191701  19.1189  19.2018    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 59780.439675  19.0348  19.1625  0.1649        P48         ZTF       g  False      AB   False                  ZTF 
 59780.441406  18.9704  19.0994  0.1179        P48         ZTF       g  False      AB   False             ThisWork 
 59781.221201  19.0536  19.1365  0.1588      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59782.297555  19.0161   19.099  0.1496      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59782.397476  19.1364   19.225  0.1551        P48         ZTF       r  False      AB   False                  ZTF 
 59782.398437  19.3022  19.3944   0.118        P48         ZTF       r  False      AB   False             ThisWork 
 59782.440474  18.9243   19.052  0.1246        P48         ZTF       g  False      AB   False                  ZTF 
 59782.441406  18.9147  19.0437  0.0902        P48         ZTF       g  False      AB   False             ThisWork 
 59784.355468    18.89  19.0191  0.0694        P48         ZTF       g  False      AB   False             ThisWork 
 59784.357118  18.9216  19.0494  0.1041        P48         ZTF       g  False      AB   False                  ZTF 
  59785.30387  19.0655  19.1484  0.2762      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59786.234263  18.9672    19.05  0.1474      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 59786.334722  18.9374  19.0652  0.1695        P48         ZTF       g  False      AB   False                  ZTF 
 59789.195093   18.845  18.9582  0.0965      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 59790.378587  19.0495  19.1381  0.1565        P48         ZTF       r  False      AB   False                  ZTF 
 59791.770742   19.003  19.1162  0.0808      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 59793.288089  18.9841  19.0973  0.0886      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 59794.335937  19.0636  19.1558  0.1072        P48         ZTF       r  False      AB   False             ThisWork 
 59794.337025  19.0176  19.1063   0.109        P48         ZTF       r  False      AB   False                  ZTF 
