 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0   kenergy  mnickel            TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
  -12.96514  0.06038  1.23478      14.3343  1.71752  1.09206  28.17559  0.05139     0.07902  7085.69815   7401.59527  0.26195         2791.02908     19.33013  0.01188  58544.42549   8.43851  1.70127    52154.33788  47.60327  19.64186  58604.50411    51.14545       44.36108   21.28943  49.68102   48.0    0.13934  -21.07831  0.98854 
  -14.91322  0.00237  3.96282      14.2462  1.98836  0.76573   9.37761  0.08285     0.13896  7338.65878   8671.42871   0.3207         3409.48221     19.13344  0.00755   58542.4774   3.01268  0.02219    933072.8398  45.40142   19.6233  58604.50411    51.12847       44.37892   22.79601  45.28262   48.0    0.17057  -21.15345  0.99848 
   -17.5249  0.00417  1.67732     14.09631  1.87006   1.3269   9.28076  0.09337     0.35015  6290.84161    3312.9471  0.00015         4405.33598      20.7159  0.28882  58539.86573   2.19093   0.0387   313537.29591  46.59518  19.59508  58604.31046    51.10726       44.35936   30.09105  42.29107   54.5    0.15289  -21.25257  0.99949 
  -13.78504  0.06275    1.025     14.51545  1.38865  0.45791   47.0892  0.02508     0.08049  6847.52233   6287.88944  0.04158         3234.36081     16.80829    4e-05  58543.60558   13.1709   2.9547    12616.87048  48.28903   19.6083  58604.50411      51.067       44.32194   22.39555  46.67069   57.0    0.16248   -21.0588    0.982 
  -12.82358  0.00252  2.64328     14.26719  1.87622  0.97123  11.81877  0.09836     0.08075  7447.55802    4788.8009   0.0264         2419.85831     17.26383   0.0001  58544.56704   3.91045  0.02984   355635.59175  46.14684  19.61913  58604.31046    51.16732       44.40989   28.56312  41.89258   46.5     0.1715  -21.13008  0.99903 
  -15.11139  0.00983  2.93547     13.99672  1.52043  1.25421  14.17402  0.06328      0.2156  7045.25754   5968.34957  0.29372         3183.86391      18.3799  0.00133  58542.27923   4.19676  0.13928  1235106.19797  45.42375  19.59876  58606.26562    51.12547        44.3618   21.28943  49.68102   53.5    0.16804  -21.09948   0.9923 
  -15.83677  0.02013  2.87442     13.97387  1.47776  1.08251   8.71315  0.08493     0.02099  6861.61451   6211.49112   0.0373         5924.24258     18.68981  0.00272  58541.55386   2.44712  0.17538  1278735.11484  45.41457  19.61894  58606.26562    51.11007       44.34415    22.8505  49.45352   51.5    0.17104  -21.09548   0.9903 
  -15.40392    0.036  2.94053     13.99815  1.48162  1.06898  12.14631  0.06168     0.08581  6591.99094   5968.29541  0.26093         3498.07366     17.14636    8e-05  58541.98671   3.14851  0.43728  1199804.11001  45.42362  19.59165  58604.50411    51.15484       44.40558   25.64907   43.8151   60.0    0.16914   -21.0699  0.97519 
  -18.46053  0.00209  3.95144     14.14818   1.9392  0.85418   6.82846   0.1072     0.01621  6571.66018   8100.60548  0.28799         3093.04351     17.84411  0.00039  58538.93009   1.75914  0.01424  1420970.68935  45.21037  19.59265  58604.50411    51.10913       44.32621   30.60134  43.60689   47.0    0.16091  -21.05596  0.99899 
  -15.96692  0.02737  2.64235     14.09801  1.81622  1.35037  18.71851  0.04522     0.03645  6543.29888   7538.61605  0.27893         2293.09611     20.31357  0.11437   58541.4237   4.78071  0.51238   749785.89516   45.8091  19.67837  58604.50411    51.18302       44.43783   22.79601  45.75548   53.0    0.15735  -21.14195  0.98268 
