       MJD    Mag  Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 56506.277  20.05  nan    0.12        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56506.314  20.02  nan    0.12        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56506.435  20.07  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56507.336  20.01  nan    0.12        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56507.421  20.11  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56507.458  20.05  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56508.359  20.05  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56508.437  20.19  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56508.476  20.09  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56509.377  20.06  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56509.434  20.04  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56509.473  20.26  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56510.375   20.0  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56510.428  20.19  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56510.467  20.28  nan    0.22        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56511.37  20.13  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56511.433   20.1  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56511.471  20.07  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56512.374  20.03  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56512.429  20.05  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56512.467  20.13  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56513.369  20.03  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56513.428   20.2  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56513.466  20.16  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56514.367  20.15  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56514.426  20.26  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56514.462  20.04  nan     0.1        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56515.366  20.13  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56515.423   20.2  nan    0.11        P48          --       r  False      AB   False  2018ApJ...860..100D 
