          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 60308.652256  19.2383  19.4329  -1.000      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 60311.554548  19.5936  19.8018  -1.000        P48         ZTF       r   True      AB   False                  ZTF 
 60311.557060  19.5562  19.7644  -1.000        P48         ZTF       r   True      AB   False                  ZTF 
 60311.559560  19.6920  19.9002  -1.000        P48         ZTF       r   True      AB   False                  ZTF 
 60311.562060  19.7298  19.9380  -1.000        P48         ZTF       r   True      AB   False                  ZTF 
 60311.564571  19.7133  19.9215  -1.000        P48         ZTF       r   True      AB   False                  ZTF 
 60312.653813  19.4497  19.6444  -1.000      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 60314.648575  20.0059  20.2005  -1.000      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 60315.559641  19.5795  19.8796  -1.000        P48         ZTF       g   True      AB   False                  ZTF 
 60324.653829  19.4374  19.6321  0.1782      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60327.498032  19.0729  19.3729  0.1292        P48         ZTF       g  False      AB   False                  ZTF 
 60327.530081  19.2102  19.4184  0.1380        P48         ZTF       r  False      AB   False                  ZTF 
 60327.642960  19.5219  19.7166  0.1831      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60330.612102  19.1065  19.3012  0.2015      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60331.558917  18.7562  18.9508  -1.000      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 60332.650105  18.8105  19.0051  0.1057      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60339.341036  18.6020  18.7967  0.1511      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60340.622239  18.9520  19.1467  0.1280      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60341.110684  18.7349  18.9295  0.1518      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60342.605292  18.5803  18.7749  0.0855      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60343.372084  18.8034  18.9981  0.1903      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60350.622927  18.2276  18.4222  0.0514      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60351.338101  18.0625  18.2572  0.0504      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 60351.541041  18.0358  18.3358  0.0689        P48         ZTF       g  False      AB   False                  ZTF 
 60352.573348  18.0106  18.2765  0.0457      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 60353.502766  17.9347  18.2347  0.0776        P48         ZTF       g  False      AB   False                  ZTF 
