          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
     58800.43    20.54      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58800.43    20.56      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58800.44    20.78      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58801.42    19.77      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58801.42    19.78      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58802.54    20.56      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58806.47    20.87      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58806.49    20.81      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58812.43    21.58      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58823.44    19.56      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58827.31    20.25      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58827.31    20.36      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58827.31     20.4      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58827.42    20.77      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58828.31    20.62      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58828.31    20.62      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58828.31    20.49      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
      58833.4    20.49      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58833.41     20.4      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58833.42    20.19      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58833.44    20.38      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58833.44    20.45      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58833.52     19.7      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58833.52    20.05      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58835.52    20.85      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
      58836.5    21.38      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
      58836.5    21.38      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58837.49    20.97      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58837.538834  20.0468  20.1256    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
     58838.44    20.43      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58841.524366  20.0952   20.174    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58845.458103  20.1349  20.2137    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
     58846.29    21.31      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58846.472227  20.1343  20.2131    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
     58846.48     21.3      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58849.47    21.28      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58849.534261   20.083  20.1618    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58850.457814  19.9429  20.0216    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
