          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
     58799.54    19.95      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58799.54    20.02      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58799.55    19.83      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58799.55    19.92      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58800.53    19.93      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58801.54    18.94      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58803.54    20.31      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.54    20.37      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.55    20.22      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.55    20.26      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.55    20.26      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.55    20.29      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.56    20.17      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58803.56    20.11      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58805.54    20.22      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58805.54    20.36      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58805.54    20.46      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58805.55    19.78      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58805.55    19.81      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58805.55    20.08      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58811.55    20.66      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58811.56    20.39      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58811.56    20.71      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58813.644619   19.879  19.9292    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58815.646926  19.9528  20.0213    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58821.617548  20.0032  20.0533    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58827.650216  19.7774  19.8275    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58828.55    19.86      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58828.57    20.73      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58829.586267  19.7125  19.7626    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58830.57    20.54      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58833.49    19.94      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58833.653271  19.7622  19.8123    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58835.55    20.59      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
  58837.56004  19.8306  19.8807    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58838.48     19.0      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58838.5    19.66      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58838.55     19.0      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58838.55    19.08      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
 58841.614539   19.955  20.0051    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58845.545546  19.8703  19.9204    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58846.55     21.5      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58846.55    21.61      nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58846.57    21.06      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58846.57    21.25      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58850.49     21.0      nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
