 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB  mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel              TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
  -40.18429  0.09453  3.88219     13.83719  1.67313  0.25801  4.51359   0.2945      0.0108  5764.28017   4687.79463  3.17783         3554.34406     17.63405  0.00024  57575.21571  0.89462  0.42667    4955825.27174   44.6191  23.07998  57675.46598    50.54262       43.52112   65.13137  81.41421   63.5    0.12066  -20.13437  0.94596 
  -34.85975  0.11523  4.27865     13.92108   1.6089  0.28285  6.10133  0.29826     0.01176  7256.35727   6608.59851  3.71585         3351.52016      17.6957  0.00028  57580.54025  1.91641  0.70308    3933709.60357  44.61796  23.10795  57675.46598     50.6226       43.63467   62.43329  74.61396   67.5    0.13314  -20.23123   0.9047 
  -40.52887  0.00569  2.64842     13.25321  1.88802  0.44781  5.14417  0.21816     0.01138  6259.69025    3734.1734  2.36644         3519.61103      19.3075  0.01128  57574.87113   1.2024  0.02927   38315789.83012   44.1155  23.04761     57673.27    50.67908       43.72999   56.31473  67.16348   67.5    0.11814  -20.16556  0.99743 
  -38.68002  0.00227  2.93864     13.60053  1.77056  0.28337  4.41971  0.31718     0.01352  6942.40164   5174.51465  2.43746         3551.96588     20.35877  0.12691  57576.71998  1.27069  0.01005    8936153.86692  44.62951  23.07528  57677.80935    50.74787       43.76754   61.06066  73.27279   72.5    0.13319  -20.32694  0.99915 
  -39.40548   0.0066  3.01821     13.33888   2.0017  0.49651  3.83532  0.31186     0.01318  6216.91268   4133.37358  4.39517         3297.52026     17.55053   0.0002  57575.99452  0.88426   0.0253   35559370.91502  44.05979  23.07831  57675.46598    50.50405       43.55284   59.70375  67.84517   66.5    0.12264  -20.14778   0.9977 
  -37.36768  0.00707  3.62113     13.63089  1.85702  0.37378  5.27151  0.24836     0.01221  6824.89367   4949.00064  2.02921         3619.71279     18.09942   0.0007  57578.03232  1.46472  0.03728   12374886.03656  44.32743  23.08789  57675.46598    50.56167       43.53253   65.13137  82.77111   69.0    0.13216   -20.1962  0.99591 
  -36.18381   0.0101  2.34947     13.19269  1.46019  0.40918   3.9723  0.28365     0.01308  6364.87379   3491.79779  2.54949         3741.52123     17.20567    9e-05  57579.21619  0.95995   0.0401   30816838.51775  44.20253  23.11083  57677.80935    50.48232       43.52119   65.13137  67.84517   63.0    0.13429  -20.16713  0.99634 
  -39.52605  0.00324  4.57629     13.79852  1.53048  0.45887  5.46627  0.25587     0.01095  6111.09984   3093.95383  3.27226         3448.62128     16.01903    1e-05  57575.87395  1.21775  0.01773    7527174.31058  44.25601  23.06451  57677.80935    50.54358       43.54114   66.48827   77.3435   58.5    0.13311  -20.14633  0.99698 
  -34.87552  0.00117  5.25062     14.53854  1.77558  0.14358  4.20843  0.29542     0.01552  5863.46994   4856.08125  2.75647          3601.5288     20.81411   0.3621  57580.52448  0.86309  0.00492     380631.27433  45.49726  23.09463  57677.80935    50.52301       43.53791   65.13137  73.27279   58.0    0.12712   -20.4864  0.99921 
  -41.39972  0.00519   4.6453     14.36394  1.48881  0.12098  5.82876  0.23646     0.01325  5922.84311   3847.23728  3.23595         3463.62549     16.71978    3e-05  57574.00028  1.21973  0.03023     558224.34379  45.36085  23.13128  57675.46598    50.55282       43.55795   66.48827  74.62969   62.0     0.1167  -20.15478  0.99448 
