 texplosion  fnickel     Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel             TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time     E_fold  tau_1  delta_m15     r_peak     frac 
  -33.97312  0.00102   9.75421     14.19579  1.61559  1.27159   9.06526  0.09207     0.27277  3121.24102   7028.07361  0.88162         5419.42414     19.04805  0.00621  59404.47343  0.52682  0.00928   5793663.77281  43.73584  19.58918  59478.76725    50.27939       43.20197   58.93895     80.581   76.0    0.10044  -19.25777  0.99463 
  -23.96514  0.00217  12.55934     14.62812  2.03183  0.60337  20.08249  0.05944     0.38091  4181.10371    6809.0762  4.65639         4325.19964     18.76393  0.00323  59414.48141  2.09424  0.04349   1649677.65194   44.1614  19.56451  59481.68683    50.28147       43.22588   47.81163   81.39344   73.5    0.11014  -19.32189   0.9711 
  -27.00684  0.00218  12.43438     14.27276  1.98102  1.56062  13.79537  0.02888     0.03012  2381.06712   7191.57673  1.52914         4985.67271     16.72657    3e-05  59411.43971  0.46656  0.03012   8099172.43112  43.46805  19.63968  59484.31727    50.30306       43.13414   64.59257  100.76441   84.5    0.10888  -19.19739  0.97904 
  -38.69157  0.00336   8.56975     14.19111  1.72905  0.87807   6.38422  0.15449     0.43299  3971.38372   5775.50759  3.61415         2415.21741     20.82737  0.37333  59399.75498  0.60065  0.02146   4890351.96083  43.95138  19.58635  59481.68683    50.28302       43.22833   49.09035   85.26219   86.5    0.09273  -19.50604  0.99121 
  -20.51415   0.0036  10.70028     14.58819  1.66315  0.39207  16.11576   0.0618     0.26257  5466.42105   6253.84055  0.89949         4810.79545     18.49858  0.00175   59417.9324  2.87266    0.058   1178029.07446  44.35983  19.61756  59481.68683    50.30045       43.19644   59.42516    90.4296   72.5    0.14703  -19.39129  0.96197 
  -27.18334  0.00391  11.08444     14.26985  1.90092  1.43663   16.1669  0.06573      0.3412  4193.65853   6393.65756  0.52811         5454.51459      20.0931  0.06884  59411.26321  1.69606  0.06313   6258996.66167  43.66188  19.64791  59478.76725    50.26376       43.17308   54.25776    87.8459   76.0    0.11115  -19.34254  0.96388 
   -25.3688  0.01303  10.22031     14.04336  1.56783  1.28299   4.92975  0.13639     0.26008  5803.99182   5941.27657  2.58352         2366.54161     18.74469  0.00309  59413.07775  0.99062  0.06426  12454421.15193  43.34989  19.54496  59484.31727    50.28736       43.20958   51.67406   82.67849   86.5    0.15325  -19.31446  0.95669 
    -29.678   0.0041  10.98618      14.3316  1.93662  1.16178   9.46112  0.15819     0.23392  5033.59775   6144.15707  1.23212         3423.11511     18.01644  0.00058  59408.76855  1.42997  0.03876   4713708.84735  43.80083  19.56185  59478.76725    50.32135       43.22268   55.52845   91.74261   76.5    0.10801  -19.30913  0.97862 
  -16.69171   0.0079  12.42295     14.21535  1.81788  1.22206   8.45056  0.07098     0.25308  4686.71343    6080.1302  3.92003         4035.56165     17.20319    9e-05  59421.75484  1.10726  0.06677   9663417.90288  43.35483   19.6119  59478.76725    50.30184       43.21741   60.73015   89.12462   79.5    0.15256   -19.3151  0.94787 
  -21.45812  0.01616  12.16093     14.38333  1.92798  0.73074   8.15282  0.11555     0.25301  5819.78628   5985.62611  0.56329         2938.46353     18.92967  0.00472  59416.98843  1.64721  0.13175    4530965.8252  43.72782  19.56522  59478.76725    50.42724       43.37458   48.62595   80.18933   83.0     0.1432  -19.30142  0.91333 
  -27.43378  0.00169  11.12967     14.30752  1.79101  0.95189   5.19425  0.24943      0.4032   4808.6758    6552.5138  3.06034         4110.76104     17.04217    6e-05  59411.01277  0.71648  0.00876   4998492.25215  43.73014  19.62814  59478.76725    50.33593       43.20482   56.84146     95.597   79.5    0.11372  -19.28683  0.99425 
  -40.65675  0.00422   8.58452     14.16219  1.52602  1.40919  15.56276  0.10376     0.09128  3727.58673   6870.73583  2.24949         3256.27849     17.31599  0.00012   59397.7898  1.28994  0.06563   4948003.60167  43.89054  19.61664  59478.76725    50.30388       43.20361   56.53676    90.7343   83.0     0.0838  -19.14675    0.969 
   -31.7554  0.00201    9.7022     14.59661  1.71132  0.44047  13.19811  0.12151      0.1966  4897.20474   5891.14004  1.03386         2357.89293     16.23734    1e-05  59406.69115  1.88815  0.02649    958663.81097  44.54677  19.54671  59481.68683     50.2988       43.23761   55.52845    81.4078   75.5    0.10493  -19.27468  0.98624 
