 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel            TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
   -3.67181  0.04046   5.6714     14.07576  1.75281  1.26625   6.18408  0.03668     0.02541  4596.67118   8675.48751    1.594         3404.41596     18.21742  0.00092  58666.81819  0.77945  0.25019  3693214.04683  44.43779  18.18158  58708.55517    50.83547       44.07949   27.19709   41.5405   67.0     0.1893  -20.54253  0.95878 
   -3.27361  0.00103  5.77678     14.09743   1.8298  1.20905  11.77138  0.01702      0.0137  4550.28479   8774.41385  1.51232         3558.47149     19.33528  0.01202  58667.21639  1.45389  0.01212  3620132.13482  44.44915  18.15838     58708.41    50.85873       44.11236   26.32945  40.39832   68.0    0.19829  -20.55866  0.99798 
   -3.24889  0.09801  5.41314     14.06169  1.59154  1.27371   7.89999  0.02912     0.02019   4790.5656   8668.47226  1.48578         3440.70411     17.02645    6e-05  58667.24111   1.0815  0.77426  3259458.69224  44.49062  18.18007     58707.47     50.8412       44.08957   27.17053  40.69057   68.0    0.20344  -20.56404   0.8777 
   -3.56729  0.02505   5.5001      14.0862  1.71886  1.18206   7.14393  0.03384     0.02556  4620.57221   8684.27956  1.72383         3389.34185     18.51755  0.00183  58666.92271  0.90982  0.17892  3246347.56119  44.51195  18.17902     58708.41    50.83726       44.09102   27.17053   39.8849   65.5    0.19832  -20.58092  0.97115 
   -3.65716  0.00349   5.1236     13.97113   1.5541  1.45194  10.04376  0.02089     0.01816  4905.42462   8635.62955  1.36215         3519.00476     18.62439  0.00234  58666.83284  1.44171  0.03504  4326928.51188    44.405  18.17151  58708.55517    50.82954       44.08088   27.19709   41.4896   66.0    0.20169  -20.56523  0.99414 
   -3.54732  0.04781  5.44733     14.06914  1.61071  1.17475  11.82431  0.01946     0.01494  4655.90132   8532.90409  1.49061         3533.77775     16.99787    6e-05  58666.94268  1.52901  0.56533  3227951.23819  44.49457  18.16531     58708.49    50.83075       44.07644   28.02047  40.71713   67.5    0.19393   -20.5549  0.90795 
   -3.20531  0.00234  5.13989     14.00659  1.54957  1.18097   8.15918    0.027     0.02414  4730.02373   8631.93753   1.5578         3478.92745     17.10011    7e-05  58667.28469  1.08893   0.0191  3687755.91938  44.47039  18.15446     58708.41    50.86718       44.13891   25.40869  37.21116   65.5    0.20816  -20.56304  0.99677 
   -3.50984  0.00418   5.1355     14.04096  1.59612  1.13888   9.71467  0.02219     0.01693  4396.79737   8632.77043  1.66327         3434.47885     18.07215  0.00066  58666.98016  1.12028  0.04058  3236828.88008  44.54063  18.17099     58708.41    50.84989       44.10695   26.32945  40.39832   66.0    0.19944  -20.55784  0.99348 
   -3.41364  0.03139  5.79299      14.1373   1.8859  1.26707    7.0222  0.03539     0.02656  4914.33632   8627.04073  1.34833         3457.21811     19.48233  0.01687  58667.07636  1.01165   0.2204  3122798.78037  44.52402  18.16161  58708.55517    50.84456       44.09967   27.17053  39.55724   64.5     0.2007  -20.59076  0.96594 
   -3.60288   0.0066  5.15538     13.98646  1.58594  1.49287   6.71138   0.0348     0.02508  4527.27883   8575.97147  1.74417         3329.84238     17.44224  0.00015  58666.88712  0.82057  0.04431  4165818.79978  44.42491  18.15493  58708.55517    50.84566       44.09641   26.32945   40.6463   67.0    0.19818  -20.55122  0.99275 
   -3.58348  0.08154  5.18144     14.00393   1.5256  1.52015   6.46313  0.03521     0.03042  4672.32249   8744.45752  1.37925         3556.36934      17.6595  0.00025  58666.90652  0.84166  0.52698  3735038.66472  44.45109  18.17154     58708.47    50.86404       44.11605   26.32945  40.39832   65.5    0.19696  -20.54465   0.9152 
   -3.80501  0.03893   5.3492     14.09063  1.60493    0.934   5.50042  0.04015     0.02749  4681.25294   8664.07133  1.46629         3571.76127     16.30733    1e-05  58666.68499  0.71903  0.21415   2809223.5185  44.56914  18.16109     58708.41    50.83171       44.08087   27.17053  40.75917   67.5     0.1917  -20.55603  0.96396 
    -3.7341   0.0013   5.2867     14.05463  1.71641  1.40033   7.26693  0.03083     0.02239  4143.36795   8702.09686   1.5154         3725.44159     19.85146  0.03946   58666.7559  0.74419  0.00943  3463658.01104  44.51756  18.14638     58708.41    50.82654       44.08552   26.32945  40.39832   65.5    0.19958   -20.5871  0.99855 
   -3.83541  0.00108  5.82326     14.09728  1.87152  1.32954   5.52409  0.03994     0.03408  4993.59644   8565.99194  1.46365         3245.86323     16.81798    4e-05  58666.65459   0.8217  0.00595  3765236.89509  44.43491  18.18075  58708.55517    50.84462       44.10409   26.27633  40.45144   65.5    0.20204  -20.55011  0.99902 
