          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
  58417.63183  18.3754  18.4115    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58423.496093  22.7578  22.8141    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 58423.496099  19.2825  19.3381    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58426.492187  19.9508  20.0071    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 58426.493113  19.9461  20.0018    -1.0        P48         ZTF       g   True      AB   False                  ZTF 
 58426.542719   19.848  19.8866    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 58426.542968  21.2235  21.2637    -1.0        P48         ZTF       r   True      AB   False             ThisWork 
 58429.488281   20.227  20.2833  0.1631        P48         ZTF       g  False      AB   False             ThisWork 
 58432.491053  18.5946  18.6503  0.0865        P48         ZTF       g  False      AB   False                  ZTF 
 58432.492187  18.5077   18.564  0.0707        P48         ZTF       g  False      AB   False             ThisWork 
 58432.553402  19.1016  19.1402  0.1713        P48         ZTF       r  False      AB   False                  ZTF 
 58432.554687  19.0484  19.0886  0.1214        P48         ZTF       r  False      AB   False             ThisWork 
 58435.496967  19.4594  19.5151    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58437.511718  18.5157   18.572   0.047        P48         ZTF       g  False      AB   False             ThisWork 
 58438.484375  18.5038  18.5601  0.0832        P48         ZTF       g  False      AB   False             ThisWork 
 58438.486863  18.5835  18.6392  0.0701        P48         ZTF       g  False      AB   False                  ZTF 
 58438.488281  18.4138    18.47   0.128        P48         ZTF       g  False      AB   False             ThisWork 
 58438.557071  18.7127  18.7513  0.0849        P48         ZTF       r  False      AB   False                  ZTF 
 58441.487627  18.6844  18.7401  0.0765        P48         ZTF       g  False      AB   False                  ZTF 
 58447.489131  18.9893  19.0279  0.1273        P48         ZTF       r  False      AB   False                  ZTF 
 58450.518275  18.9228  18.9785  0.1047        P48         ZTF       g  False      AB   False                  ZTF 
 58459.646412  19.1424  19.1918   0.118      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58461.483356  19.4635  19.5192  0.1671        P48         ZTF       g  False      AB   False                  ZTF 
 58461.538854  19.4441  19.4827  0.1392        P48         ZTF       r  False      AB   False                  ZTF 
  58461.64232  19.0963  19.1324  0.1428      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
  58464.51765  19.7044  19.7601   0.135        P48         ZTF       g  False      AB   False                  ZTF 
 58464.540219  19.5262  19.5648  0.0944        P48         ZTF       r  False      AB   False                  ZTF 
   58465.6382  19.2958  19.3319  0.1717      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58467.495243  19.0268  19.0825    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58467.538703  18.9313  18.9699    -1.0        P48         ZTF       r   True      AB    True                  ZTF 
 58469.634827  19.7818   19.818  0.3008      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
      58472.5  19.8057  19.8519  0.1052       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58472.5  19.8942  19.9404  0.1085       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58472.5  19.4688   19.515  0.0944       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58472.5  19.6184  19.6646  0.0987       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
 58472.524386  19.9286  19.9843  0.1904        P48         ZTF       g  False      AB   False                  ZTF 
 58474.621931   19.241  19.2771    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58476.504097  19.8675  19.9062  0.2023        P48         ZTF       r  False      AB   False                  ZTF 
 58476.547499  19.7241  19.7798    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58479.580553  18.8679   18.904    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58480.497291  19.7149  19.7705    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58481.608638  19.0372  19.0733    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58483.595777  19.9591  19.9952  0.3017      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58485.588045  19.9822  20.0184  0.3102      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58486.483981  20.6522  20.6909    -1.0        P48         ZTF       r   True      AB    True                  ZTF 
 58487.604329  20.1969  20.2463   0.282      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58489.586691  19.8206  19.8567  0.2691      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
  58491.59259  20.3249  20.3743  0.3524      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58493.576238  20.0303  20.0664  0.2859      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58494.453136  20.5347  20.5733  0.1655        P48         ZTF       r  False      AB   False                  ZTF 
 58507.543966  19.7283  19.7644    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
      58512.5  20.1435  20.1897  0.1242       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58512.5  20.4038    20.45  0.1397       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58512.5  20.7732  20.8194  0.1612       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58512.5  21.0951  21.1413   0.199       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
 58519.540571  19.8828  19.9322    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58545.477642  19.7339  19.7701    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58549.488603  19.8321  19.8683    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58557.430744  19.7797  19.8158    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58565.433376  19.8898  19.9259    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58573.419467  19.6105  19.6467    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58575.433583   20.374  20.4234    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
      58575.5  21.2126  21.2588  0.1946       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58575.5  21.3099  21.3561  0.2043       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58575.5  21.4326  21.4788  0.2242       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
      58575.5  21.7528   21.799  0.2544       CRTS          --       C  False    Vega   False  2009ApJ...696..870D 
 58577.414863  20.3243  20.3604    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58581.424476  19.7887  19.8248    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58583.398133  20.2329  20.2823    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
