 log(Bfield)      Mns     Pspin  cutoff_power  cutoff_wavelength  fnickel    kappa  kappagamma   mejecta  log(nhhost)  temperature  texplosion  thetaPB      vejecta      A_V        MJD_0   log(KE)      M_Ni  Peak_mag     Peak_MJD 
    12.52808  1.86585   23.4318       4.13959         2911.72195  0.25536    0.012     0.03371  68.95195     16.94254   6075.61616    -11.8956  0.78819  20473.73678    5e-05  59133.54325  53.37402  24.16316  18.91491  59169.37454 
    12.07186   1.7868  11.16362       0.88771         3128.51136  0.42518  0.01581     0.07141   45.5321     16.60284   8380.54456   -11.46357  1.52574  19806.71613    2e-05  59133.97528  53.31679  37.68031  18.81181  59166.78283 
    14.66534  1.35542  20.56549       3.23777         3646.75724  0.46699  0.01183     0.08443  33.01001     18.87236   7468.46198   -10.87941  1.09285  15720.45024  0.00414  59134.55944  53.09269  39.21381  18.95341  59163.86139 
    12.08677  1.81224    1.1611       2.07855         2795.35097  0.36898  0.01493     0.09315  51.32839     18.65882   9169.61639   -13.59331  0.20651  19168.49001  0.00253  59131.84554  53.29675   33.3394  18.98202  59163.86139 
    13.80032  1.46425   15.7373        2.0404         2791.89981  0.37146  0.01131     0.14751  46.86054     17.83176   9808.79099   -13.38475   1.4418  18566.68855  0.00038   59132.0541  53.26267  33.07379  18.87261  59166.78283 
    12.43201  1.49807    3.8725       4.13733         2468.20402  0.39122  0.01581     0.18332  57.36498     18.49262   7519.62604   -22.15601  1.27628  14161.68765  0.00173  59123.28284  53.04147  35.97729  18.98688  59166.78283 
    14.51808  1.26782  21.73201       3.63923         3138.42525  0.28117  0.01194     0.21897   63.8006     19.90155   9943.29201   -12.33399  1.01988  21843.69457  0.04429  59133.10486  53.42509  26.28994  18.90601  59163.86139 
    12.71212  1.54277  19.35538        1.4154          4302.4792  0.47733  0.01535     0.04451   36.4274     19.63129    7599.8885   -11.51041  0.19436  15259.15949  0.02377  59133.92844  53.07412  40.76211  18.86516  59169.37454 
    13.50365  1.92405  13.60053       4.60945         3191.32811  0.43731  0.01047     0.05311  34.93139     16.83592   9681.90417     -9.6333  0.57164  13854.45063    4e-05  59135.80555  52.98715  37.07926  18.84058  59166.78283 
    12.19444  1.40431   4.47581       4.80597         3444.37004  0.44523  0.01146     0.22462   31.9347       19.038   8855.79007   -11.31126  0.37624  10613.87038  0.00606  59134.12759  52.74902  37.17272  18.86485  59166.78283 
    12.33214  1.80803  18.90375       4.31814         2462.54704  0.41358  0.01057     0.44221  44.04292     19.05229   8659.34328   -11.49031   0.1224  16124.15638  0.00627  59133.94854  53.13576  36.45307   18.9811  59169.37454 
