# Wavelength Flux
# STATUS = PUBLIC
# OBJECT = OGLE15qz
# TELESCOPE =
# INSTRUMENT =
# DATE-OBS =
# MJD =
# EXPTIME =
# SLIT =
# DISPERSER =
# SOURCE =
# FILTER =
# FLUX_STANDARD =
# EXTINCTION_CORRECTED =
# PHOTOMETRY_CALIBRATED =
# FLUX_UNITS =
# QUALITY =
# MIN_WAVE =
# MAX_WAVE =
# COMMENT =
3640.04785156 1.7974e-17
3645.56578016 1.56932e-17
3651.08370876 2.11755e-17
3656.60163736 1.06104e-17
3662.11956596 1.11955e-17
3667.63749456 2.48905e-17
3673.15542316 2.80209e-17
3678.67335176 2.12319e-17
3684.19128036 2.83302e-17
3689.70920897 2.68698e-17
3695.22713757 1.83858e-17
3700.74506617 1.97876e-17
3706.26299477 2.78389e-17
3711.78092337 2.65626e-17
3717.29885197 1.51366e-17
3722.81678057 1.73612e-17
3728.33470917 1.87593e-17
3733.85263777 2.88658e-17
3739.37056637 1.69119e-17
3744.88849497 1.96557e-17
3750.40642357 3.5151e-17
3755.92435217 2.50474e-17
3761.44228077 3.34739e-17
3766.96020937 2.60756e-17
3772.47813797 1.87175e-17
3777.99606657 2.84891e-17
3783.51399517 2.39647e-17
3789.03192377 2.15343e-17
3794.54985237 2.99525e-17
3800.06778097 2.40366e-17
3805.58570957 2.96088e-17
3811.10363817 2.89092e-17
3816.62156677 2.44255e-17
3822.13949537 2.53895e-17
3827.65742397 2.82569e-17
3833.17535257 2.64856e-17
3838.69328117 3.61652e-17
3844.21120977 2.69032e-17
3849.72913837 1.89573e-17
3855.24706697 1.85818e-17
3860.76499557 2.65882e-17
3866.28292418 2.42847e-17
3871.80085278 2.42711e-17
3877.31878138 2.97355e-17
3882.83670998 1.83518e-17
3888.35463858 2.65025e-17
3893.87256718 1.82962e-17
3899.39049578 2.31353e-17
3904.90842438 2.41898e-17
3910.42635298 1.9075e-17
3915.94428158 1.28659e-17
3921.46221018 1.19859e-17
3926.98013878 1.97939e-17
3932.49806738 1.51325e-17
3938.01599598 1.73282e-17
3943.53392458 1.97009e-17
3949.05185318 2.69689e-17
3954.56978178 2.22056e-17
3960.08771038 2.35993e-17
3965.60563898 1.90686e-17
3971.12356758 2.42018e-17
3976.64149618 1.90312e-17
3982.15942478 1.91237e-17
3987.67735338 1.77765e-17
3993.19528198 2.07176e-17
3998.71321058 2.09714e-17
4004.23113918 2.33769e-17
4009.74906778 2.37423e-17
4015.26699638 1.89516e-17
4020.78492498 2.76331e-17
4026.30285358 2.41744e-17
4031.82078218 2.16768e-17
4037.33871078 2.7633e-17
4042.85663939 2.04318e-17
4048.37456799 2.51839e-17
4053.89249659 2.76807e-17
4059.41042519 2.28089e-17
4064.92835379 2.3482e-17
4070.44628239 2.74564e-17
4075.96421099 2.59274e-17
4081.48213959 2.64583e-17
4087.00006819 2.88614e-17
4092.51799679 3.16804e-17
4098.03592539 1.98593e-17
4103.55385399 2.6478e-17
4109.07178259 2.51516e-17
4114.58971119 3.11728e-17
4120.10763979 2.11238e-17
4125.62556839 2.26591e-17
4131.14349699 2.57991e-17
4136.66142559 2.96888e-17
4142.17935419 2.39715e-17
4147.69728279 2.67393e-17
4153.21521139 3.05097e-17
4158.73313999 2.48817e-17
4164.25106859 2.46931e-17
4169.76899719 2.0485e-17
4175.28692579 2.28559e-17
4180.80485439 2.49848e-17
4186.32278299 2.29005e-17
4191.84071159 2.11408e-17
4197.35864019 1.61184e-17
4202.87656879 1.62447e-17
4208.39449739 1.92534e-17
4213.91242599 1.40626e-17
4219.4303546 1.40379e-17
4224.9482832 1.57761e-17
4230.4662118 2.14455e-17
4235.9841404 1.33915e-17
4241.502069 1.67265e-17
4247.0199976 1.36599e-17
4252.5379262 1.27826e-17
4258.0558548 1.52591e-17
4263.5737834 1.44461e-17
4269.091712 1.3673e-17
4274.6096406 1.55749e-17
4280.1275692 1.45112e-17
4285.6454978 1.58101e-17
4291.1634264 6.61038e-18
4296.681355 7.67363e-18
4302.1992836 1.2464e-17
4307.7172122 9.38436e-18
4313.2351408 1.11992e-17
4318.7530694 1.13477e-17
4324.270998 1.12629e-17
4329.7889266 1.46624e-17
4335.3068552 1.42976e-17
4340.8247838 1.73819e-17
4346.3427124 1.35787e-17
4351.860641 1.71846e-17
4357.3785696 1.30468e-17
4362.8964982 1.62515e-17
4368.4144268 1.90525e-17
4373.9323554 1.79603e-17
4379.450284 1.99052e-17
4384.9682126 2.458e-17
4390.4861412 2.29201e-17
4396.00406981 2.35875e-17
4401.52199841 2.69219e-17
4407.03992701 2.42215e-17
4412.55785561 2.63178e-17
4418.07578421 2.89175e-17
4423.59371281 2.47806e-17
4429.11164141 3.2913e-17
4434.62957001 2.84325e-17
4440.14749861 3.2063e-17
4445.66542721 3.30176e-17
4451.18335581 2.89949e-17
4456.70128441 3.19403e-17
4462.21921301 3.32344e-17
4467.73714161 3.30677e-17
4473.25507021 3.1948e-17
4478.77299881 3.37232e-17
4484.29092741 3.74727e-17
4489.80885601 3.43721e-17
4495.32678461 3.67759e-17
4500.84471321 3.88331e-17
4506.36264181 3.59383e-17
4511.88057041 3.61727e-17
4517.39849901 3.92528e-17
4522.91642761 3.31983e-17
4528.43435621 3.37378e-17
4533.95228481 3.74497e-17
4539.47021341 3.25873e-17
4544.98814201 2.96844e-17
4550.50607061 3.05064e-17
4556.02399921 2.98986e-17
4561.54192781 2.40843e-17
4567.05985641 2.63904e-17
4572.57778502 3.02035e-17
4578.09571362 3.37054e-17
4583.61364222 2.92671e-17
4589.13157082 2.58645e-17
4594.64949942 3.01673e-17
4600.16742802 3.0863e-17
4605.68535662 2.95658e-17
4611.20328522 3.05355e-17
4616.72121382 3.00682e-17
4622.23914242 3.36824e-17
4627.75707102 3.17036e-17
4633.27499962 3.34228e-17
4638.79292822 3.21001e-17
4644.31085682 3.23084e-17
4649.82878542 3.29959e-17
4655.34671402 3.4001e-17
4660.86464262 3.02389e-17
4666.38257122 3.13587e-17
4671.90049982 2.67183e-17
4677.41842842 3.23622e-17
4682.93635702 3.00471e-17
4688.45428562 2.74015e-17
4693.97221422 3.05823e-17
4699.49014282 3.30753e-17
4705.00807142 2.86205e-17
4710.52600002 3.16573e-17
4716.04392862 3.50397e-17
4721.56185722 3.55636e-17
4727.07978582 3.77921e-17
4732.59771442 3.51726e-17
4738.11564302 3.52137e-17
4743.63357162 3.34393e-17
4749.15150023 3.60039e-17
4754.66942883 3.64839e-17
4760.18735743 3.1876e-17
4765.70528603 3.20883e-17
4771.22321463 3.1303e-17
4776.74114323 2.7114e-17
4782.25907183 3.06395e-17
4787.77700043 2.90914e-17
4793.29492903 3.17861e-17
4798.81285763 3.01223e-17
4804.33078623 2.75491e-17
4809.84871483 2.60402e-17
4815.36664343 2.81179e-17
4820.88457203 2.88678e-17
4826.40250063 2.59424e-17
4831.92042923 2.76987e-17
4837.43835783 2.66963e-17
4842.95628643 2.51119e-17
4848.47421503 2.60589e-17
4853.99214363 2.65963e-17
4859.51007223 2.77229e-17
4865.02800083 2.47041e-17
4870.54592943 2.83733e-17
4876.06385803 2.60886e-17
4881.58178663 3.06206e-17
4887.09971523 3.02603e-17
4892.61764383 2.57132e-17
4898.13557243 2.82164e-17
4903.65350103 2.69537e-17
4909.17142963 2.87576e-17
4914.68935823 2.6588e-17
4920.20728683 2.97209e-17
4925.72521544 3.37394e-17
4931.24314404 3.18917e-17
4936.76107264 2.80465e-17
4942.27900124 3.01164e-17
4947.79692984 2.81174e-17
4953.31485844 2.92546e-17
4958.83278704 2.73273e-17
4964.35071564 2.9263e-17
4969.86864424 3.10734e-17
4975.38657284 3.18987e-17
4980.90450144 3.0436e-17
4986.42243004 3.02974e-17
4991.94035864 3.24854e-17
4997.45828724 2.88413e-17
5002.97621584 2.65719e-17
5008.49414444 2.79983e-17
5014.01207304 2.76768e-17
5019.53000164 3.06446e-17
5025.04793024 2.7574e-17
5030.56585884 2.45746e-17
5036.08378744 2.82598e-17
5041.60171604 3.06766e-17
5047.11964464 2.59452e-17
5052.63757324 2.96822e-17
5058.15550184 2.63404e-17
5063.67343044 2.56566e-17
5069.19135904 2.63737e-17
5074.70928764 2.90387e-17
5080.22721624 2.98542e-17
5085.74514484 3.1211e-17
5091.26307344 2.48109e-17
5096.78100204 2.53476e-17
5102.29893064 2.84542e-17
5107.81685925 3.13327e-17
5113.33478785 3.00828e-17
5118.85271645 2.65902e-17
5124.37064505 2.83127e-17
5129.88857365 3.02831e-17
5135.40650225 3.02828e-17
5140.92443085 2.7085e-17
5146.44235945 2.81219e-17
5151.96028805 3.03322e-17
5157.47821665 2.62603e-17
5162.99614525 2.92185e-17
5168.51407385 3.07373e-17
5174.03200245 2.58465e-17
5179.54993105 2.97501e-17
5185.06785965 3.14448e-17
5190.58578825 3.10092e-17
5196.10371685 2.49989e-17
5201.62164545 2.41076e-17
5207.13957405 2.84471e-17
5212.65750265 2.66478e-17
5218.17543125 3.02099e-17
5223.69335985 2.71726e-17
5229.21128845 2.76111e-17
5234.72921705 2.71421e-17
5240.24714565 2.69517e-17
5245.76507425 2.75072e-17
5251.28300285 2.69089e-17
5256.80093145 2.4511e-17
5262.31886005 2.34896e-17
5267.83678865 2.65646e-17
5273.35471725 2.22073e-17
5278.87264585 2.80141e-17
5284.39057446 2.92906e-17
5289.90850306 2.64788e-17
5295.42643166 2.45754e-17
5300.94436026 2.61315e-17
5306.46228886 2.73688e-17
5311.98021746 2.5894e-17
5317.49814606 2.67608e-17
5323.01607466 2.52175e-17
5328.53400326 2.60916e-17
5334.05193186 2.54251e-17
5339.56986046 2.959e-17
5345.08778906 2.73559e-17
5350.60571766 2.96064e-17
5356.12364626 2.49764e-17
5361.64157486 2.38073e-17
5367.15950346 2.6158e-17
5372.67743206 2.5592e-17
5378.19536066 2.54434e-17
5383.71328926 2.44279e-17
5389.23121786 2.8746e-17
5394.74914646 2.3528e-17
5400.26707506 2.56314e-17
5405.78500366 2.8281e-17
5411.30293226 3.18818e-17
5416.82086086 2.51864e-17
5422.33878946 2.47876e-17
5427.85671806 2.51416e-17
5433.37464666 2.71301e-17
5438.89257526 2.41121e-17
5444.41050386 2.80607e-17
5449.92843246 2.47301e-17
5455.44636106 2.65943e-17
5460.96428967 2.413e-17
5466.48221827 2.53948e-17
5472.00014687 2.1403e-17
5477.51807547 2.66535e-17
5483.03600407 2.23235e-17
5488.55393267 2.35217e-17
5494.07186127 2.34217e-17
5499.58978987 2.55605e-17
5505.10771847 2.62243e-17
5510.62564707 2.5811e-17
5516.14357567 2.24172e-17
5521.66150427 2.29218e-17
5527.17943287 2.165e-17
5532.69736147 2.49417e-17
5538.21529007 2.7053e-17
5543.73321867 2.576e-17
5549.25114727 2.79043e-17
5554.76907587 2.55855e-17
5560.28700447 2.70441e-17
5565.80493307 3.02834e-17
5571.32286167 2.63696e-17
5576.84079027 2.59235e-17
5582.35871887 2.44203e-17
5587.87664747 2.8111e-17
5593.39457607 2.65437e-17
5598.91250467 2.13862e-17
5604.43043327 2.33592e-17
5609.94836187 2.4128e-17
